var0,var1,var2,var3,var4,var5,var6,var7,y,fold,train_test
F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935, negative,5,tra
F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155, negative,5,tra
F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2, negative,5,tra
I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11, negative,5,tra
F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16, negative,5,tra
M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175, negative,5,tra
M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135, negative,5,tra
I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165, negative,5,tra
I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095, negative,5,tra
I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105, negative,5,tra
F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109, negative,5,tra
F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36, negative,5,tra
M,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13, negative,5,tra
I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065, negative,5,tra
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085, negative,5,tra
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505, negative,5,tra
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175, negative,5,tra
I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163, negative,5,tra
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135, negative,5,tra
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002, negative,5,tra
I,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325, negative,5,tra
I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12, negative,5,tra
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195, negative,5,tra
F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215, negative,5,tra
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425, negative,5,tra
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335, negative,5,tra
F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248, negative,5,tra
F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29, negative,5,tra
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35, negative,5,tra
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325, negative,5,tra
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095, negative,5,tra
I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157, negative,5,tra
I,0.49,0.375,0.125,0.5445,0.27899999999999997,0.115,0.13, negative,5,tra
M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15, negative,5,tra
I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998, negative,5,tra
I,0.51,0.385,0.15,0.625,0.3095,0.11900000000000001,0.1725, negative,5,tra
I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755, negative,5,tra
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185, negative,5,tra
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105, negative,5,tra
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248, negative,5,tra
M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225, negative,5,tra
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245, negative,5,tra
M,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249, negative,5,tra
F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565, negative,5,tra
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265, negative,5,tra
M,0.63,0.465,0.15,1.0270000000000001,0.537,0.188,0.17600000000000002, negative,5,tra
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825, negative,5,tra
I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09, negative,5,tra
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1, negative,5,tra
I,0.41,0.325,0.11,0.326,0.1325,0.075,0.10099999999999999, negative,5,tra
I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1, negative,5,tra
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155, negative,5,tra
I,0.46,0.35,0.1,0.47100000000000003,0.252,0.077,0.12300000000000001, negative,5,tra
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11, negative,5,tra
I,0.485,0.38,0.125,0.5215,0.2215,0.11800000000000001,0.16, negative,5,tra
I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305, negative,5,tra
I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805, negative,5,tra
I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615, negative,5,tra
I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2, negative,5,tra
F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275, negative,5,tra
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785, negative,5,tra
F,0.585,0.455,0.13,0.8755,0.41100000000000003,0.2065,0.225, negative,5,tra
M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28, negative,5,tra
F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965, negative,5,tra
M,0.57,0.42,0.14,0.8745,0.41600000000000004,0.165,0.25, negative,5,tra
F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325, negative,5,tra
F,0.645,0.49,0.16,1.1440000000000001,0.5015,0.289,0.319, negative,5,tra
F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131, negative,5,tra
I,0.47,0.385,0.13,0.5870000000000001,0.264,0.11699999999999999,0.174, negative,5,tra
I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161, negative,5,tra
I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152, negative,5,tra
I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17, negative,5,tra
M,0.505,0.365,0.115,0.521,0.25,0.096,0.15, negative,5,tra
I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204, negative,5,tra
I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16, negative,5,tra
M,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255, negative,5,tra
I,0.53,0.38,0.125,0.616,0.292,0.113,0.185, negative,5,tra
F,0.535,0.445,0.125,0.8725,0.41700000000000004,0.19899999999999998,0.24, negative,5,tra
I,0.55,0.435,0.165,0.804,0.34,0.19399999999999998,0.244, negative,5,tra
I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21, negative,5,tra
I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175, negative,5,tra
F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228, negative,5,tra
M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29, negative,5,tra
I,0.43,0.345,0.115,0.4295,0.212,0.10800000000000001,0.109, negative,5,tra
M,0.485,0.365,0.155,1.0290000000000001,0.4235,0.2285,0.313, negative,5,tra
M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505, negative,5,tra
F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515, negative,5,tra
F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177, negative,5,tra
I,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055, negative,5,tra
M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276, negative,5,tra
I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725, negative,5,tra
I,0.375,0.285,0.09,0.237,0.106,0.0395,0.08, negative,5,tra
I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079, negative,5,tra
I,0.435,0.325,0.105,0.335,0.136,0.065,0.115, negative,5,tra
I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245, negative,5,tra
I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345, negative,5,tra
I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455, negative,5,tra
I,0.495,0.375,0.115,0.507,0.24100000000000002,0.10300000000000001,0.15, negative,5,tra
I,0.5,0.38,0.135,0.5285,0.226,0.12300000000000001,0.209, negative,5,tra
I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18, negative,5,tra
M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159, negative,5,tra
I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22, negative,5,tra
I,0.59,0.47,0.145,0.9740000000000001,0.45299999999999996,0.23600000000000002,0.289, negative,5,tra
I,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725, negative,5,tra
M,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305, negative,5,tra
F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221, negative,5,tra
M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055, negative,5,tra
I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895, negative,5,tra
I,0.41,0.325,0.105,0.361,0.1605,0.0665,0.10300000000000001, negative,5,tra
F,0.47,0.36,0.1,0.4705,0.1635,0.08900000000000001,0.1385, negative,5,tra
M,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203, negative,5,tra
M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19, negative,5,tra
I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034, negative,5,tra
F,0.51,0.385,0.135,0.632,0.282,0.145,0.17, negative,5,tra
I,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04, negative,5,tra
I,0.345,0.285,0.1,0.2225,0.0865,0.057999999999999996,0.075, negative,5,tra
I,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185, negative,5,tra
I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085, negative,5,tra
I,0.475,0.365,0.14,0.4545,0.171,0.11800000000000001,0.158, negative,5,tra
M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057, negative,5,tra
I,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064, negative,5,tra
I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184, negative,5,tra
M,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28, negative,5,tra
I,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075, negative,5,tra
I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131, negative,5,tra
M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135, negative,5,tra
I,0.5,0.385,0.11,0.596,0.3015,0.10400000000000001,0.151, negative,5,tra
F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146, negative,5,tra
M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25, negative,5,tra
F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155, negative,5,tra
F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815, negative,5,tra
F,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29, negative,5,tra
F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065, negative,5,tra
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535, negative,5,tra
M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27, negative,5,tra
M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23, negative,5,tra
M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23, negative,5,tra
M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955, negative,5,tra
M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225, negative,5,tra
M,0.6,0.41,0.145,0.9390000000000001,0.4475,0.196,0.268, negative,5,tra
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065, negative,5,tra
I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125, negative,5,tra
I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12, negative,5,tra
I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11, negative,5,tra
I,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16, negative,5,tra
I,0.53,0.42,0.13,0.6579999999999999,0.29600000000000004,0.1245,0.198, negative,5,tra
M,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365, negative,5,tra
I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2, negative,5,tra
I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285, negative,5,tra
M,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275, negative,5,tra
F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4, negative,5,tra
I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675, negative,5,tra
I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126, negative,5,tra
I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395, negative,5,tra
F,0.655,0.455,0.17,1.275,0.583,0.303,0.33299999999999996, negative,5,tra
I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078, negative,5,tra
I,0.44,0.34,0.105,0.344,0.12300000000000001,0.081,0.125, negative,5,tra
I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14, negative,5,tra
I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125, negative,5,tra
I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151, negative,5,tra
I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171, negative,5,tra
I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24, negative,5,tra
I,0.575,0.44,0.15,0.983,0.486,0.215,0.239, negative,5,tra
M,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28, negative,5,tra
I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455, negative,5,tra
I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145, negative,5,tra
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435, negative,5,tra
I,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465, negative,5,tra
I,0.53,0.395,0.115,0.475,0.2025,0.10099999999999999,0.14800000000000002, negative,5,tra
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445, negative,5,tra
F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315, negative,5,tra
F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325, negative,5,tra
F,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17, negative,5,tra
I,0.525,0.4,0.125,0.5655,0.2435,0.11900000000000001,0.175, negative,5,tra
I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965, negative,5,tra
M,0.465,0.355,0.12,0.5315,0.2725,0.09699999999999999,0.1395, negative,5,tra
M,0.57,0.45,0.14,0.9275,0.47700000000000004,0.1605,0.2515, negative,5,tra
I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055, negative,5,tra
M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135, negative,5,tra
F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135, negative,5,tra
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043, negative,5,tra
F,0.47,0.35,0.115,0.48700000000000004,0.1955,0.127,0.155, negative,5,tra
M,0.415,0.315,0.12,0.4015,0.19899999999999998,0.087,0.09699999999999999, negative,5,tra
I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105, negative,5,tra
M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275, negative,5,tra
I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525, negative,5,tra
I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555, negative,5,tra
M,0.61,0.49,0.16,1.146,0.597,0.24600000000000002,0.265, negative,5,tra
F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255, negative,5,tra
M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995, negative,5,tra
I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925, negative,5,tra
I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075, negative,5,tra
I,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18, negative,5,tra
F,0.58,0.46,0.135,0.9259999999999999,0.4025,0.20800000000000002,0.275, negative,5,tra
M,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415, negative,5,tra
I,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174, negative,5,tra
I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185, negative,5,tra
I,0.485,0.375,0.11,0.46399999999999997,0.2015,0.09,0.149, negative,5,tra
I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615, negative,5,tra
M,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19, negative,5,tra
I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095, negative,5,tra
M,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24, negative,5,tra
M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139, negative,5,tra
I,0.56,0.42,0.14,0.8370000000000001,0.414,0.214,0.2, negative,5,tra
I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15, negative,5,tra
I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765, negative,5,tra
I,0.5,0.385,0.12,0.516,0.19699999999999998,0.1305,0.165, negative,5,tra
M,0.555,0.435,0.145,0.9205,0.40399999999999997,0.2275,0.255, negative,5,tra
I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11, negative,5,tra
M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146, negative,5,tra
M,0.475,0.36,0.14,0.5135,0.24100000000000002,0.1045,0.155, negative,5,tra
M,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092, negative,5,tra
F,0.515,0.4,0.125,0.615,0.2865,0.12300000000000001,0.1765, negative,5,tra
F,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22, negative,5,tra
I,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14, negative,5,tra
F,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08, negative,5,tra
F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06, negative,5,tra
M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.16899999999999998, negative,5,tra
M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239, negative,5,tra
M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495, negative,5,tra
M,0.51,0.405,0.15,0.7035,0.34700000000000003,0.134,0.1885, negative,5,tra
F,0.53,0.425,0.13,0.7585,0.325,0.19699999999999998,0.205, negative,5,tra
I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182, negative,5,tra
M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002, negative,5,tra
F,0.57,0.445,0.145,0.8775,0.41200000000000003,0.217,0.22, negative,5,tra
M,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287, negative,5,tra
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245, negative,5,tra
M,0.515,0.425,0.145,0.9365,0.49700000000000005,0.18100000000000002,0.2185, negative,5,tra
F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945, negative,5,tra
I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075, negative,5,tra
I,0.465,0.345,0.11,0.39299999999999996,0.1825,0.0735,0.12, negative,5,tra
I,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19, negative,5,tra
I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2, negative,5,tra
F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36, negative,5,tra
I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304, negative,5,tra
I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228, negative,5,tra
I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185, negative,5,tra
I,0.47,0.375,0.12,0.48700000000000004,0.196,0.099,0.135, negative,5,tra
I,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505, negative,5,tra
M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14, negative,5,tra
M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214, negative,5,tra
I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105, negative,5,tra
F,0.455,0.355,1.13,0.594,0.332,0.11599999999999999,0.1335, negative,5,tra
M,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135, negative,5,tra
I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185, negative,5,tra
M,0.39,0.285,0.095,0.271,0.11,0.06,0.08, negative,5,tra
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945, negative,5,tra
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135, negative,5,tra
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605, negative,5,tra
I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068, negative,5,tra
I,0.405,0.31,0.11,0.91,0.41600000000000004,0.2075,0.0995, negative,5,tra
I,0.5,0.375,0.12,0.529,0.2235,0.12300000000000001,0.16, negative,5,tra
I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115, negative,5,tra
M,0.575,0.45,0.165,0.9655,0.498,0.19,0.23, negative,5,tra
I,0.47,0.375,0.125,0.5225,0.2265,0.10400000000000001,0.162, negative,5,tra
M,0.37,0.28,0.105,0.22399999999999998,0.0815,0.0575,0.075, negative,5,tra
I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845, negative,5,tra
I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14, negative,5,tra
M,0.505,0.39,0.115,0.5585,0.2575,0.11900000000000001,0.1535, negative,5,tra
I,0.475,0.36,0.11,0.452,0.191,0.099,0.13, negative,5,tra
I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07, negative,5,tra
M,0.66,0.485,0.155,1.2275,0.61,0.27399999999999997,0.3, negative,5,tra
I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305, negative,5,tra
M,0.56,0.43,0.155,0.8675,0.4,0.172,0.22899999999999998, negative,5,tra
I,0.53,0.415,0.145,0.9440000000000001,0.3845,0.185,0.265, positive,3,tst
F,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585, positive,3,tst
F,0.665,0.5,0.175,1.742,0.595,0.3025,0.725, positive,3,tst
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12, negative,3,tst
I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19, negative,3,tst
I,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09, negative,3,tst
F,0.44,0.34,0.105,0.364,0.14800000000000002,0.0805,0.1175, negative,3,tst
I,0.485,0.375,0.14,0.521,0.2,0.12300000000000001,0.17, negative,3,tst
F,0.55,0.43,0.125,0.9229999999999999,0.4035,0.175,0.28300000000000003, negative,3,tst
F,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32, negative,3,tst
M,0.48,0.36,0.1,0.439,0.19399999999999998,0.099,0.115, negative,3,tst
I,0.505,0.39,0.15,0.685,0.36200000000000004,0.131,0.156, negative,3,tst
F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25, negative,3,tst
M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235, negative,3,tst
M,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405, negative,3,tst
I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315, negative,3,tst
I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166, negative,3,tst
F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245, negative,3,tst
I,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998, negative,3,tst
M,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24, negative,3,tst
M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24, negative,3,tst
M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685, negative,3,tst
I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945, negative,3,tst
I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085, negative,3,tst
I,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126, negative,3,tst
I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505, negative,3,tst
I,0.48,0.355,0.115,0.4725,0.2065,0.11199999999999999,0.132, negative,3,tst
I,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.171, negative,3,tst
I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225, negative,3,tst
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185, negative,3,tst
F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225, negative,3,tst
F,0.58,0.445,0.15,0.858,0.4,0.156,0.253, negative,3,tst
M,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149, negative,3,tst
F,0.56,0.43,0.15,0.8745,0.45299999999999996,0.161,0.22, negative,3,tst
M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385, negative,3,tst
M,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335, negative,3,tst
M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245, negative,3,tst
I,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835, negative,3,tst
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105, negative,3,tst
I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155, negative,3,tst
I,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185, negative,3,tst
M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875, negative,3,tst
I,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213, negative,3,tst
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002, negative,3,tst
F,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3, negative,3,tst
I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29, negative,3,tst
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825, negative,3,tst
I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165, negative,3,tst
I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21, negative,3,tst
I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925, negative,3,tst
I,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057, negative,3,tst
I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725, negative,3,tst
F,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785, negative,3,tst
M,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455, negative,3,tst
F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2, negative,3,tst
F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16, negative,3,tst
I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105, negative,3,tst
F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109, negative,3,tst
M,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13, negative,3,tst
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175, negative,3,tst
I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12, negative,3,tst
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35, negative,3,tst
I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157, negative,3,tst
M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15, negative,3,tst
I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09, negative,3,tst
I,0.485,0.38,0.125,0.5215,0.2215,0.11800000000000001,0.16, negative,3,tst
M,0.57,0.42,0.14,0.8745,0.41600000000000004,0.165,0.25, negative,3,tst
F,0.645,0.49,0.16,1.1440000000000001,0.5015,0.289,0.319, negative,3,tst
M,0.505,0.365,0.115,0.521,0.25,0.096,0.15, negative,3,tst
