var0,var1,var2,var3,var4,var5,var6,var7,var8,y,fold,train_test
47,-49,77,0,-2,0,30,79,50, negative,5,tra
45,32,77,0,28,0,32,48,16, negative,5,tra
42,-29,78,-6,0,0,36,78,42, negative,5,tra
45,-64,77,-3,44,-4,32,34,2, negative,5,tra
96,-27,107,0,68,-24,11,40,30, negative,5,tra
59,-69,88,0,8,0,29,81,52, negative,5,tra
87,-36,107,0,64,-9,20,42,22, negative,5,tra
44,-40,77,0,-2,0,33,79,46, negative,5,tra
69,-27,107,0,60,-6,38,47,10, negative,5,tra
44,45,77,0,-22,0,34,101,66, negative,5,tra
84,-35,107,0,64,-3,22,42,20, negative,5,tra
45,46,77,0,-22,0,33,101,68, negative,5,tra
47,33,77,0,28,0,30,48,18, negative,5,tra
76,-45,107,0,62,-3,30,45,14, negative,5,tra
66,77,82,0,-40,25,16,123,106, negative,5,tra
80,-38,107,0,62,-8,27,45,18, negative,5,tra
37,-100,106,-1,30,1,69,75,6, negative,5,tra
51,-33,77,0,-2,0,26,79,54, negative,5,tra
37,-78,76,0,20,0,39,55,16, negative,5,tra
37,-32,106,0,30,0,69,75,6, negative,5,tra
45,-27,81,0,44,0,36,37,2, negative,5,tra
43,-72,76,0,42,0,33,35,2, negative,5,tra
76,-41,88,-2,8,0,13,81,68, negative,5,tra
37,-35,77,0,20,0,40,56,16, negative,5,tra
50,24,77,0,-22,0,27,101,74, negative,5,tra
50,23,79,0,42,0,29,37,8, negative,5,tra
58,-70,88,0,8,0,30,81,50, negative,5,tra
72,-41,107,0,60,-31,35,47,12, negative,5,tra
47,-45,91,0,2,0,44,88,44, negative,5,tra
54,-73,88,0,8,0,34,81,46, negative,5,tra
42,-31,91,0,2,0,48,88,40, negative,5,tra
47,-48,77,0,-2,0,29,79,50, negative,5,tra
70,51,82,0,-40,28,12,123,112, negative,5,tra
68,72,82,0,-42,-8,14,126,112, negative,5,tra
49,28,77,0,28,0,28,48,20, negative,5,tra
75,-47,107,0,62,-2,32,45,12, negative,5,tra
74,-42,107,0,62,-1,33,45,12, negative,5,tra
97,-29,107,0,70,0,10,37,28, negative,5,tra
71,-33,107,0,60,-21,36,47,12, negative,5,tra
37,-88,106,0,34,-2,69,72,4, negative,5,tra
82,-33,107,0,62,-16,25,45,20, negative,5,tra
37,-100,106,-2,34,-3,69,72,4, negative,5,tra
49,-42,77,0,-2,0,28,79,52, negative,5,tra
47,-42,89,5,6,-8,41,84,42, negative,5,tra
78,-42,107,0,62,-5,29,45,16, negative,5,tra
47,44,77,0,-22,0,30,101,70, negative,5,tra
37,-118,106,3,30,-16,69,75,6, negative,5,tra
37,-31,80,0,34,0,43,46,2, negative,5,tra
37,-85,77,0,20,0,40,57,16, negative,5,tra
50,-38,91,0,2,0,41,88,48, negative,5,tra
43,29,77,0,28,0,34,48,14, negative,5,tra
46,-49,77,0,-2,0,31,79,48, negative,5,tra
68,-60,88,0,8,0,21,81,60, negative,5,tra
48,30,77,0,28,0,29,48,20, negative,5,tra
72,-38,107,0,62,5,35,45,10, negative,5,tra
43,-32,79,2,0,0,35,79,44, negative,5,tra
57,-71,88,0,8,0,32,81,48, negative,5,tra
71,-31,107,0,60,-17,36,47,12, negative,5,tra
47,48,77,0,-22,0,30,101,70, negative,5,tra
81,-29,89,2,8,0,8,81,74, negative,5,tra
84,-32,107,0,62,-32,23,45,22, negative,5,tra
37,-42,76,0,20,0,39,55,16, negative,5,tra
47,-48,78,-6,0,0,31,78,48, negative,5,tra
37,-94,112,365,34,17,75,78,4, negative,5,tra
37,-91,80,0,34,0,43,46,2, negative,5,tra
97,-28,107,0,68,-30,10,40,30, negative,5,tra
42,-25,77,0,-2,0,35,79,44, negative,5,tra
37,-65,76,0,36,0,39,40,2, negative,5,tra
94,-35,107,0,68,-15,12,40,28, negative,5,tra
37,-42,75,0,26,-19,38,49,12, negative,5,tra
48,-42,91,0,2,0,43,88,46, negative,5,tra
72,30,82,0,-42,-3,10,126,116, negative,5,tra
44,28,77,0,28,0,33,48,16, negative,5,tra
37,-82,76,0,36,0,39,40,2, negative,5,tra
50,-62,88,0,6,-27,38,83,46, negative,5,tra
37,-41,106,0,34,-1,69,72,4, negative,5,tra
45,-45,81,0,44,0,36,37,2, negative,5,tra
37,-80,106,-1,34,-2,69,72,4, negative,5,tra
86,-37,107,0,64,-6,21,42,22, negative,5,tra
45,-47,91,0,2,0,46,88,42, negative,5,tra
37,-42,77,0,20,0,40,57,16, negative,5,tra
47,-38,89,4,6,-7,42,84,42, negative,5,tra
37,-56,106,0,34,-1,69,72,4, negative,5,tra
44,-36,79,3,0,0,35,79,44, negative,5,tra
71,46,82,0,-42,-8,11,126,114, negative,5,tra
50,30,77,0,-22,0,28,101,72, negative,5,tra
66,-63,88,0,8,0,22,81,58, negative,5,tra
64,-63,88,0,8,0,24,81,56, negative,5,tra
43,-113,76,0,42,0,33,35,2, negative,5,tra
43,-35,77,0,-2,0,34,79,46, negative,5,tra
37,-105,106,0,34,0,69,72,4, negative,5,tra
40,28,77,0,-22,0,38,101,64, negative,5,tra
71,42,82,0,-42,-7,11,126,114, negative,5,tra
77,-44,107,0,62,-4,30,45,16, negative,5,tra
45,-44,77,0,-2,0,32,79,48, negative,5,tra
51,23,77,0,28,0,26,48,22, negative,5,tra
75,-43,88,-1,8,0,14,81,68, negative,5,tra
42,23,77,0,28,0,34,48,14, negative,5,tra
48,-42,78,-7,0,0,30,78,48, negative,5,tra
45,-49,77,0,-2,0,32,79,48, negative,5,tra
50,23,77,0,-22,0,27,101,74, negative,5,tra
81,-35,107,0,62,-10,26,45,18, negative,5,tra
37,-110,106,0,34,-3,69,72,4, negative,5,tra
49,-58,88,0,6,-17,40,83,44, negative,5,tra
42,22,77,0,28,0,35,48,14, negative,5,tra
49,31,77,0,-22,0,28,101,72, negative,5,tra
84,-28,107,0,64,-2,22,42,20, negative,5,tra
37,-37,106,-3,34,-6,69,72,4, negative,5,tra
48,45,77,0,-22,0,29,101,72, negative,5,tra
71,-35,107,0,60,-26,35,47,12, negative,5,tra
50,22,77,0,28,0,26,48,22, negative,5,tra
45,-27,77,-2,44,-3,32,34,2, negative,5,tra
45,-98,81,0,44,0,36,37,2, negative,5,tra
37,-64,80,0,34,0,43,46,2, negative,5,tra
44,-36,91,0,2,0,47,88,42, negative,5,tra
45,-44,79,2,0,0,34,79,44, negative,5,tra
57,92,80,0,34,0,23,46,24, negative,5,tra
37,-66,77,0,20,0,40,57,16, negative,5,tra
88,-39,107,0,64,-11,19,42,24, negative,5,tra
37,-39,80,0,34,0,43,46,2, negative,5,tra
70,-29,107,0,60,-10,37,47,10, negative,5,tra
37,-52,76,0,36,0,39,40,2, negative,5,tra
43,-32,91,0,2,0,48,88,40, negative,5,tra
44,27,77,0,28,0,33,48,16, negative,5,tra
37,-48,106,-362,30,-22,69,75,6, negative,5,tra
37,-84,106,0,34,0,69,72,4, negative,5,tra
91,-38,107,0,64,-36,16,42,26, negative,5,tra
42,-25,77,0,-2,0,34,79,46, negative,5,tra
52,-69,88,0,8,6,36,81,44, negative,5,tra
37,-51,106,-1,34,-1,69,72,4, negative,5,tra
85,-38,107,0,64,-3,22,42,20, negative,5,tra
37,-64,106,-1,34,-2,69,72,4, negative,5,tra
79,-40,107,0,62,-6,28,45,16, negative,5,tra
80,-32,88,-6,8,0,9,81,72, negative,5,tra
37,-32,106,0,34,-1,69,72,4, negative,5,tra
47,22,79,0,42,0,31,37,6, negative,5,tra
