var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,y,fold,train_test
A, I,2,3,1,2,2,1,0,1,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
A, O,1,1,1,1,2,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
A, X,1,2,1,2,1,1,0,0,0, negative,5,tra
A, C,2,2,3,2,2,1,0,0,0, negative,5,tra
S, I,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,1,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
A, O,2,3,1,2,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, I,1,3,1,2,2,1,5,1,0, negative,5,tra
R, I,1,3,1,1,2,1,1,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
S, X,1,3,1,2,1,1,0,0,0, negative,5,tra
S, I,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
A, X,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,1,3,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
R, I,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,3,1,2,2,1,1,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, I,1,3,1,2,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
R, X,1,1,1,2,2,1,0,0,0, negative,5,tra
S, X,2,3,1,2,2,1,0,0,0, negative,5,tra
S, I,2,2,1,2,2,1,3,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
R, I,1,2,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, X,1,1,1,1,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,2,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
X, O,1,2,1,2,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,2,3,1,2,2,1,0,0,0, negative,5,tra
H, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,2,2,1,0,0,0, negative,5,tra
S, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, X,1,3,1,2,1,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,1,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,1,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,1,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,2,1,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,1,0,0, negative,5,tra
S, O,1,3,1,2,2,1,2,1,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,2,3,1,1,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,1,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
S, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, I,1,2,1,1,2,1,2,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,1,3,1,2,2,1,0,0,0, negative,5,tra
A, I,2,2,1,2,2,1,2,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, I,1,1,1,2,2,1,0,0,0, negative,5,tra
R, I,1,2,1,2,2,1,1,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, I,2,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,2,1,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, I,1,2,1,2,2,1,1,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,2,2,1,2,2,1,0,0,0, negative,5,tra
S, I,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,2,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,1,1,2,2,1,0,0,0, negative,5,tra
S, O,2,3,1,2,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,1,0,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,2,2,1,0,0,0, negative,5,tra
R, O,1,2,1,2,2,1,0,0,0, negative,5,tra
R, C,2,3,1,1,2,1,1,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, I,1,2,1,2,2,1,0,0,0, negative,5,tra
H, C,2,3,1,2,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
H, O,1,3,1,2,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,1,1,2,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,1,0,0, negative,5,tra
K, I,2,3,1,2,2,2,1,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
H, O,2,2,1,2,2,1,1,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,1,1,2,2,1,0,0,0, negative,5,tra
S, I,2,2,1,2,2,1,1,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,2,2,1,0,0,0, negative,5,tra
X, I,1,1,1,2,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,2,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
R, X,1,3,1,2,2,1,0,0,0, negative,5,tra
H, I,1,3,1,2,2,1,1,1,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
H, I,1,3,1,2,2,1,3,0,0, negative,5,tra
R, X,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,3,1,1,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,1,0,0, negative,5,tra
S, X,1,3,1,2,2,1,0,0,0, negative,5,tra
S, I,1,3,1,2,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,2,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,0,0, negative,5,tra
R, X,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, X,2,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
A, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, I,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, O,1,3,1,2,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
S, X,1,1,1,1,2,1,0,0,0, negative,5,tra
A, X,1,3,1,2,1,1,0,0,0, negative,5,tra
X, I,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,1,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
H, X,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,1,1,1,2,1,0,0,0, negative,5,tra
R, X,1,1,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,1,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,1,0,0, negative,5,tra
X, O,1,1,1,2,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,1,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, X,1,3,1,1,1,1,0,0,0, negative,5,tra
A, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,1,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,3,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
H, O,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,2,2,2,2,2,1,1,1,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,1,1,1,2,1,0,0,0, negative,5,tra
S, O,1,1,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,1,2,2,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,3,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
K, I,2,3,1,2,2,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,3,1,2,1,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,1,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,1,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, I,2,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,3,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
K, I,2,2,1,2,2,1,3,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,1,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
K, I,2,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,0,0,0, negative,5,tra
S, I,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,2,2,3,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, X,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
K, I,1,3,1,2,2,1,1,0,0, negative,5,tra
A, O,1,3,1,2,2,1,0,0,0, negative,5,tra
K, I,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,3,1,2,1,1,0,0,0, negative,5,tra
K, I,2,2,1,2,2,1,0,0,0, negative,5,tra
X, O,1,2,1,2,2,1,0,0,0, negative,5,tra
R, X,1,3,1,1,2,1,1,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
S, X,1,1,1,2,2,1,0,0,0, negative,5,tra
K, C,2,3,1,2,2,2,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,0,2,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
K, C,2,2,3,2,2,2,0,0,0, negative,5,tra
S, I,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
S, O,1,1,1,2,2,1,0,0,0, negative,5,tra
K, C,2,3,3,2,2,2,1,0,1, negative,5,tra
R, I,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
K, C,2,2,3,2,2,2,2,2,0, negative,5,tra
K, I,1,3,1,2,2,2,1,0,0, negative,5,tra
K, C,2,2,3,2,2,2,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
K, C,2,2,2,2,2,2,4,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,2,2,1,2,2,1,0,0,0, negative,5,tra
R, I,1,3,1,2,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,1,1,0,0,0, negative,5,tra
K, C,2,2,2,2,2,2,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
K, C,2,3,1,2,2,2,2,1,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, X,1,2,1,1,1,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
A, O,1,3,1,1,2,1,0,0,0, negative,5,tra
H, O,1,3,1,2,2,1,0,0,0, negative,5,tra
K, C,2,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,1,1,1,2,2,1,1,1,0, negative,5,tra
A, X,1,2,1,1,1,1,0,0,0, negative,5,tra
A, O,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
A, I,2,3,2,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,1,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
H, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,1,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,1,1,1,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,4,1,0, negative,5,tra
S, X,1,3,1,1,1,1,1,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,1,1,1,1,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,2,2,2,1,0,0,0, negative,5,tra
S, X,2,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,1,2,1,1,2,1,1,0,0, negative,5,tra
X, I,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,2,3,1,1,2,1,2,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,2,2,1,1,2,1,8,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, O,1,3,1,1,2,1,1,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,3,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, X,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,2,3,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, O,2,2,1,1,2,1,1,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, I,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,2,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
H, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,1,1,1,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,2,0,0, negative,5,tra
K, C,1,3,1,2,2,1,0,1,0, negative,5,tra
R, X,1,1,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
S, O,2,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,1,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,1,3,1,1,2,1,0,1,0, negative,5,tra
S, O,1,3,1,1,2,1,1,0,0, negative,5,tra
S, X,2,2,1,1,2,1,0,0,0, negative,5,tra
R, I,1,3,1,1,2,1,1,0,0, negative,5,tra
S, I,2,2,1,2,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
R, C,1,3,1,2,2,1,1,0,0, negative,5,tra
S, X,1,1,1,2,2,1,0,0,0, negative,5,tra
R, O,1,2,1,1,2,1,0,0,0, negative,5,tra
X, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,2,1,1,2,2,1,0,0,0, negative,5,tra
X, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, I,2,2,1,2,2,1,0,0,0, negative,5,tra
A, O,1,2,1,2,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,2,3,3,2,2,1,2,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,2,2,1,2,2,1,0,1,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,1,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,1,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, C,2,3,1,2,2,1,0,0,0, negative,5,tra
A, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
A, I,2,3,1,2,2,1,2,0,0, negative,5,tra
H, X,1,3,1,2,1,1,0,0,0, negative,5,tra
A, I,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,3,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,3,1,1,1,1,0,0,0, negative,5,tra
R, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, C,2,2,1,2,2,1,0,0,0, negative,5,tra
A, O,1,3,1,2,2,1,0,0,0, negative,5,tra
R, I,2,3,1,2,2,1,1,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,2,3,3,2,2,1,1,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
R, O,1,2,1,2,2,1,0,0,0, negative,5,tra
A, I,2,3,1,2,2,1,0,0,0, negative,5,tra
R, O,1,1,1,2,2,1,0,0,0, negative,5,tra
S, X,1,2,1,1,2,1,0,0,0, negative,5,tra
S, X,1,2,1,2,1,1,0,0,0, negative,5,tra
A, I,1,2,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,2,1,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,0,0,0, negative,5,tra
A, O,1,3,1,2,2,1,0,0,0, negative,5,tra
A, I,1,3,1,2,2,1,1,0,0, negative,5,tra
S, X,1,3,1,1,2,1,0,0,0, negative,5,tra
R, I,1,3,1,1,2,1,0,0,0, negative,5,tra
S, I,1,3,1,1,2,1,0,0,0, negative,5,tra
R, O,1,2,1,2,2,1,0,0,0, negative,5,tra
S, O,1,2,1,1,2,1,0,0,0, negative,5,tra
A, I,1,2,1,1,2,1,0,0,0, negative,5,tra
S, O,1,3,1,1,2,1,6,0,0, negative,5,tra
S, X,1,1,1,1,2,1,0,0,0, negative,5,tra
A, X,1,1,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
R, X,1,3,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
X, O,1,2,1,2,2,1,0,0,0, negative,5,tra
X, I,1,3,1,1,2,1,0,0,0, negative,5,tra
H, I,2,3,1,2,2,1,0,0,0, negative,5,tra
R, X,1,2,1,1,2,1,0,0,0, negative,5,tra
