var0,var1,var2,var3,var4,var5,var6,var7,var8,y,fold,train_test
102,0,102,-7,70,-6,1,33,32, negative,3,tra
85,0,88,-2,6,-7,3,83,80, negative,3,tra
79,0,83,0,-38,20,4,122,118, negative,3,tra
79,1,83,0,-42,0,4,127,122, negative,3,tra
80,0,84,0,-42,-9,4,128,124, negative,3,tra
83,0,87,6,-4,0,4,92,88, negative,3,tra
78,0,83,6,-46,0,4,129,124, negative,3,tra
83,0,87,0,-40,1,4,128,124, negative,3,tra
80,0,84,-2,-20,0,4,105,100, negative,3,tra
86,5,89,0,6,28,3,84,80, negative,3,tra
82,4,86,0,-22,0,4,109,106, negative,3,tra
82,0,86,6,-12,0,4,99,94, negative,3,tra
103,-2,104,0,70,0,1,35,34, negative,3,tra
104,-3,105,0,72,2,1,33,32, negative,3,tra
107,0,108,-7,70,-24,1,38,36, negative,3,tra
83,-1,86,0,-4,-8,4,92,88, negative,3,tra
78,1,83,1,-40,10,4,124,120, negative,3,tra
102,0,103,1,72,26,1,31,30, negative,3,tra
76,-3,81,-2,-40,30,5,123,118, negative,3,tra
82,3,86,0,-22,0,4,109,106, negative,3,tra
104,0,106,0,72,9,1,33,32, negative,3,tra
74,5,78,6,-42,-1,4,122,118, negative,3,tra
82,0,86,0,-40,2,5,128,124, negative,3,tra
108,-1,109,0,70,-28,1,39,38, negative,3,tra
107,4,108,1,72,5,1,36,34, negative,3,tra
83,2,86,6,-6,0,4,94,90, negative,3,tra
101,3,102,0,70,-18,1,32,32, negative,3,tra
78,-4,82,0,-46,0,4,128,124, negative,3,tra
79,0,83,-1,-42,0,4,126,122, negative,3,tra
76,-2,81,0,-40,0,4,122,118, negative,3,tra
105,-1,106,-5,70,-6,1,36,36, negative,3,tra
105,-4,106,-6,72,3,1,33,32, negative,3,tra
79,0,83,0,-42,0,4,127,122, negative,3,tra
85,0,89,5,2,0,4,86,82, negative,3,tra
80,0,84,0,-28,-8,4,112,108, negative,3,tra
78,-3,82,0,-46,0,4,128,124, negative,3,tra
82,0,86,0,-42,-23,4,130,126, negative,3,tra
84,3,87,0,-2,0,3,90,86, negative,3,tra
76,4,81,2,-40,12,5,122,118, negative,3,tra
85,0,88,-3,2,0,3,85,82, negative,3,tra
101,4,102,0,70,-19,1,32,32, negative,3,tra
106,0,107,0,72,2,1,35,34, negative,3,tra
79,-4,83,-2,-32,509,4,117,112, negative,3,tra
81,-2,86,0,-22,0,4,109,104, negative,3,tra
86,2,89,0,2,-2,3,86,84, negative,3,tra
104,0,105,-4,70,-24,1,35,34, negative,3,tra
104,0,104,-6,70,0,1,35,34, negative,3,tra
101,1,102,5,72,8,1,30,28, negative,3,tra
83,0,86,-4,-4,-12,3,91,88, negative,3,tra
84,0,88,0,-2,-8,3,90,88, negative,3,tra
101,0,102,0,72,12,1,30,28, negative,3,tra
102,0,102,-1,70,-7,1,33,32, negative,3,tra
105,0,106,0,70,0,2,36,34, negative,3,tra
82,0,87,4,-40,1,5,128,124, negative,3,tra
87,2,89,0,8,0,2,81,80, negative,3,tra
85,0,89,0,2,-6,4,86,82, negative,3,tra
80,4,84,0,-42,-20,4,128,124, negative,3,tra
84,1,88,0,-2,0,3,90,88, negative,3,tra
71,-5,75,-8,-40,2,4,116,112, negative,3,tra
80,0,84,-2,-36,0,4,120,116, negative,3,tra
81,0,84,0,-20,-13,4,105,102, negative,3,tra
83,0,87,0,-40,8,4,128,124, negative,3,tra
79,0,83,0,-38,0,4,122,118, negative,3,tra
85,3,88,-2,-2,0,3,90,88, negative,3,tra
106,1,108,0,70,0,1,38,36, negative,3,tra
106,5,108,3,70,0,1,38,36, negative,3,tra
102,0,102,-2,70,-10,1,33,32, negative,3,tra
80,3,83,-2,-28,0,3,112,108, negative,3,tra
78,0,81,-3,-40,0,4,123,120, negative,3,tra
102,0,103,0,70,-7,1,33,32, negative,3,tra
82,-5,86,-2,-4,-17,3,91,88, negative,3,tra
81,-1,85,0,-40,2,4,126,122, negative,3,tra
85,0,88,0,2,-16,3,86,82, negative,3,tra
85,0,88,0,0,-23,3,88,86, negative,3,tra
105,1,108,0,70,0,2,38,36, negative,3,tra
80,-1,84,1,-20,0,4,105,100, negative,3,tra
71,2,75,1,-42,-11,4,119,114, negative,3,tra
83,0,86,0,-6,-14,3,94,90, negative,3,tra
76,4,82,0,-42,-6,5,126,120, negative,3,tra
81,0,84,-5,-14,0,3,99,96, negative,3,tra
103,-5,104,-1,70,0,1,35,34, negative,3,tra
79,0,83,0,-32,22,4,117,112, negative,3,tra
81,5,85,2,-40,3,4,126,122, negative,3,tra
79,2,83,0,-42,0,4,126,122, negative,3,tra
78,1,81,0,-40,177,4,123,120, negative,3,tra
77,-2,81,0,-40,47,4,123,118, negative,3,tra
79,-1,83,0,-30,0,4,114,110, negative,3,tra
102,0,103,2,70,-4,1,33,32, negative,3,tra
82,0,86,0,-12,0,3,99,96, negative,3,tra
79,-1,83,-7,-40,0,4,125,120, negative,3,tra
79,2,83,0,-40,11,4,125,120, negative,3,tra
79,0,84,3,-42,-6,4,128,124, negative,3,tra
107,-1,108,0,72,1,1,36,34, negative,3,tra
81,-1,85,0,-12,0,4,98,94, negative,3,tra
103,2,104,0,70,0,1,34,34, negative,3,tra
106,-2,108,0,72,7,1,35,34, negative,3,tra
83,-3,87,3,-4,0,4,92,88, negative,3,tra
83,-2,86,0,-4,-11,4,92,88, negative,3,tra
102,0,103,0,70,-20,1,33,32, negative,3,tra
82,3,86,6,-40,1,5,128,124, negative,3,tra
82,0,86,0,-10,13,3,96,92, negative,3,tra
81,0,84,0,-12,7,3,97,94, negative,3,tra
80,1,84,0,-42,-23,4,128,124, negative,3,tra
79,0,83,0,-40,-13,4,125,120, negative,3,tra
81,0,85,-3,-22,0,4,108,104, negative,3,tra
79,0,84,7,-38,0,4,123,118, negative,3,tra
81,3,85,0,-40,8,4,126,122, negative,3,tra
108,0,109,0,72,5,1,36,36, negative,3,tra
82,0,86,0,-12,-4,3,99,96, negative,3,tra
107,1,109,6,72,1,2,36,34, negative,3,tra
81,0,86,3,-24,-11,4,112,108, negative,3,tra
106,0,108,7,70,0,2,38,36, negative,3,tra
81,0,84,0,-20,5,4,105,102, negative,3,tra
83,0,86,0,-2,21,4,89,86, negative,3,tra
76,0,81,-1,-42,-22,5,125,120, negative,3,tra
102,4,103,2,70,-3,1,33,32, negative,3,tra
82,4,86,0,-40,4,4,128,124, negative,3,tra
104,1,106,1,72,7,1,33,32, negative,3,tra
84,0,88,0,-2,-13,3,90,88, negative,3,tra
82,0,86,-2,-40,1,4,128,124, negative,3,tra
101,0,102,0,72,2,1,29,28, negative,3,tra
83,-1,86,-3,-4,0,3,92,88, negative,3,tra
79,0,83,5,-40,14,5,125,120, negative,3,tra
81,0,84,0,-12,30,3,97,94, negative,3,tra
79,0,83,0,-42,24,4,127,122, negative,3,tra
103,-4,104,0,72,12,1,32,30, negative,3,tra
85,-1,89,0,2,-1,4,86,82, negative,3,tra
107,1,108,1,72,10,1,36,34, negative,3,tra
78,4,83,5,-42,-17,4,126,122, negative,3,tra
77,-1,81,0,-40,0,4,123,118, negative,3,tra
105,0,106,-1,70,-1,1,36,36, negative,3,tra
106,0,108,3,70,0,2,38,36, negative,3,tra
81,-3,85,0,-40,4,4,126,122, negative,3,tra
80,0,84,3,-24,6,4,110,106, negative,3,tra
85,0,88,-1,2,-3,3,86,82, negative,3,tra
102,0,102,-5,70,-3,1,33,32, negative,3,tra
101,0,102,0,70,-15,1,32,32, negative,3,tra
102,0,104,5,70,-2,2,34,32, negative,3,tra
106,3,108,2,72,5,1,35,34, negative,3,tra
78,0,83,8,-46,0,4,129,124, negative,3,tra
81,0,85,2,-12,0,4,98,94, negative,3,tra
84,2,86,-2,-4,0,3,92,88, negative,3,tra
82,0,86,0,-10,7,3,96,92, negative,3,tra
80,-1,84,-2,-40,4,4,125,122, negative,3,tra
85,0,88,-4,2,0,3,85,82, negative,3,tra
72,6,76,3,-42,-4,4,119,116, negative,3,tra
102,-1,103,0,72,21,1,31,30, negative,3,tra
80,-1,84,0,-42,0,5,128,124, negative,3,tra
82,1,86,0,-22,5,4,109,106, negative,3,tra
84,0,88,-2,6,-7,4,83,78, negative,3,tra
79,0,83,-1,-30,29,4,114,110, negative,3,tra
87,4,89,0,8,2,2,81,78, negative,3,tra
81,0,85,0,-40,5,4,126,122, negative,3,tra
101,0,102,0,72,6,1,29,28, negative,3,tra
78,2,82,5,-42,0,4,126,122, negative,3,tra
85,0,88,-36,0,0,3,88,84, negative,3,tra
106,5,107,0,70,0,1,37,36, negative,3,tra
85,0,89,2,2,-6,4,86,82, negative,3,tra
81,-1,84,0,-14,2,4,100,96, negative,3,tra
104,-4,105,-3,70,-21,1,35,34, negative,3,tra
81,1,86,0,-40,3,4,127,122, negative,3,tra
82,0,86,0,-40,5,4,128,124, negative,3,tra
85,0,88,0,0,-11,3,88,86, negative,3,tra
105,7,106,2,72,7,1,34,34, negative,3,tra
84,0,88,-2,6,-7,5,83,78, negative,3,tra
104,0,105,-3,70,0,1,35,34, negative,3,tra
79,1,83,6,-42,-20,5,127,122, negative,3,tra
82,0,86,0,-10,12,3,96,92, negative,3,tra
80,0,84,0,-36,-6,4,120,116, negative,3,tra
79,0,83,0,-38,15,4,122,118, negative,3,tra
85,0,88,0,6,17,3,83,80, negative,3,tra
79,0,83,0,-30,14,4,114,110, negative,3,tra
102,-14,107,0,70,0,5,37,32, negative,3,tra
71,2,76,5,-42,-7,4,119,116, negative,3,tra
78,0,83,1,-46,0,4,129,124, negative,3,tra
101,0,102,0,72,10,1,29,28, negative,3,tra
84,0,88,-1,-2,-7,3,90,88, negative,3,tra
74,1,79,3,-42,0,4,123,118, negative,3,tra
81,1,85,0,-40,12,4,126,122, negative,3,tra
104,-3,105,0,72,8,1,33,32, negative,3,tra
84,-1,88,-3,6,-9,5,83,78, negative,3,tra
77,3,82,8,-40,19,5,123,118, negative,3,tra
82,0,86,0,-40,7,4,128,124, negative,3,tra
107,3,108,0,70,0,1,38,36, negative,3,tra
79,0,83,0,-42,8,4,127,122, negative,3,tra
82,1,86,0,-40,6,4,128,124, negative,3,tra
101,0,102,-7,72,0,1,29,28, negative,3,tra
107,0,108,0,72,3,1,35,34, negative,3,tra
81,0,84,0,-22,0,3,108,104, negative,3,tra
80,0,85,8,-40,12,5,126,122, negative,3,tra
101,0,102,0,72,0,1,29,28, negative,3,tra
104,-1,105,-1,70,0,1,35,34, negative,3,tra
82,-1,86,0,-4,-10,3,91,88, negative,3,tra
82,-2,86,0,-40,0,5,128,124, negative,3,tra
79,-1,83,-1,-40,2,4,124,120, negative,3,tra
105,3,106,1,70,0,1,36,34, negative,3,tra
105,-1,106,-3,70,0,1,36,34, negative,3,tra
79,0,83,2,-42,-16,5,127,122, negative,3,tra
80,0,84,-1,-38,-7,4,123,118, negative,3,tra
81,0,86,4,-40,4,5,127,122, negative,3,tra
81,-3,86,-3,-40,0,4,127,122, negative,3,tra
85,0,89,2,2,-14,4,86,82, negative,3,tra
105,3,108,0,70,0,2,38,36, negative,3,tra
82,-2,86,0,-6,0,4,94,90, negative,3,tra
76,0,81,2,-42,0,5,125,120, negative,3,tra
102,0,103,5,72,30,1,31,30, negative,3,tra
84,0,88,0,6,0,4,83,80, negative,3,tra
74,8,78,4,-42,0,4,122,118, negative,3,tra
79,-1,83,-10,-32,-26739,4,117,112, negative,3,tra
107,3,108,5,72,1,1,36,34, negative,3,tra
85,0,88,-1,6,21,3,83,80, negative,3,tra
81,0,85,-7,-22,0,4,108,104, negative,3,tra
82,0,85,-3,-2,10,3,88,84, negative,3,tra
105,0,106,-2,70,-2,1,36,36, negative,3,tra
81,0,84,0,-18,-22,3,103,100, negative,3,tra
85,0,88,-4,2,0,3,86,82, negative,3,tra
104,3,105,6,70,0,1,35,34, negative,3,tra
83,0,86,-1,-6,-24,3,94,90, negative,3,tra
104,-3,105,-2,70,-30,1,35,34, negative,3,tra
85,0,88,0,0,30,3,88,84, negative,3,tra
103,-2,104,-6,70,-23,1,34,34, negative,3,tra
81,1,85,3,-24,0,4,111,106, negative,3,tra
82,-4,86,0,-4,-27,4,91,88, negative,3,tra
86,6,89,0,8,0,3,81,78, negative,3,tra
82,2,86,0,-2,5,3,88,84, negative,3,tra
82,0,86,2,-6,5,4,94,90, negative,3,tra
84,0,88,-1,6,-3,4,83,78, negative,3,tra
84,-5,88,0,2,0,3,85,82, negative,3,tra
104,-8,107,-1,70,0,3,37,34, negative,3,tra
78,0,82,1,-40,0,4,123,120, negative,3,tra
107,1,109,8,72,1,2,36,34, negative,3,tra
77,4,81,0,-42,0,4,125,120, negative,3,tra
81,3,86,1,-40,10,4,127,122, negative,3,tra
79,0,83,0,-30,9,4,114,110, negative,3,tra
80,1,84,0,-36,1,4,121,116, negative,3,tra
108,2,109,0,72,5,1,36,36, negative,3,tra
84,0,87,0,0,4,3,87,84, negative,3,tra
105,-4,107,-2,70,0,2,37,34, negative,3,tra
83,0,86,0,-4,25,3,92,88, negative,3,tra
105,5,107,9,72,5,1,35,34, negative,3,tra
102,0,103,3,70,-4,1,33,32, negative,3,tra
84,4,86,-2,-4,0,3,92,88, negative,3,tra
85,0,88,0,2,23,3,86,82, negative,3,tra
79,0,83,-1,-40,0,4,125,120, negative,3,tra
105,-5,106,1,72,3,2,34,32, negative,3,tra
80,-1,84,-7,-20,0,4,105,100, negative,3,tra
77,0,81,0,-42,0,4,125,122, negative,3,tra
104,5,106,6,70,-29,1,36,34, negative,3,tra
103,-2,104,-1,70,0,1,35,34, negative,3,tra
101,-2,102,-3,72,0,1,29,28, negative,3,tra
79,-1,83,0,-32,85,4,117,112, negative,3,tra
84,0,87,6,-2,0,3,90,86, negative,3,tra
76,0,80,0,-42,-17,4,124,120, negative,3,tra
85,0,89,0,2,-11,4,86,82, negative,3,tra
80,1,84,0,-38,0,4,123,118, negative,3,tra
82,0,86,3,-12,0,4,99,94, negative,3,tra
102,4,102,1,72,18,1,30,30, negative,3,tra
80,0,84,0,-38,-3,4,123,118, negative,3,tra
105,-2,107,-4,70,0,2,37,36, negative,3,tra
85,0,89,0,2,-10,4,86,82, negative,3,tra
81,1,85,0,-40,9,4,126,122, negative,3,tra
85,-3,88,0,0,0,3,88,84, negative,3,tra
81,1,84,0,-12,13,3,97,94, negative,3,tra
78,0,83,5,-46,0,4,129,124, negative,3,tra
85,0,88,-2,2,-9,3,86,82, negative,3,tra
71,-8,75,-5,-40,7,4,116,112, negative,3,tra
81,2,85,5,-24,0,4,111,106, negative,3,tra
81,-1,85,0,-22,0,4,108,104, negative,3,tra
80,0,84,0,-28,-6,4,112,108, negative,3,tra
81,4,84,0,-14,1,3,100,96, negative,3,tra
123,656,105,1,36,-4,-18,69,86, negative,3,tra
79,0,84,1,-42,-1,4,128,124, negative,3,tra
79,4,83,0,-42,0,4,126,122, negative,3,tra
103,5,104,2,70,-27,1,35,34, negative,3,tra
81,0,84,0,-18,31,4,103,98, negative,3,tra
104,4,105,0,72,5,1,33,32, negative,3,tra
79,0,83,-3,-38,0,4,122,118, negative,3,tra
76,0,81,-2,-40,16,5,122,118, negative,3,tra
79,0,83,0,-30,18,4,114,110, negative,3,tra
104,1,105,1,70,0,1,35,34, negative,3,tra
103,0,104,-7,70,0,1,34,34, negative,3,tra
102,1,103,0,70,-5,1,33,32, negative,3,tra
81,0,84,0,-14,21,3,100,96, negative,3,tra
104,3,105,0,72,2,1,33,32, negative,3,tra
79,0,84,0,-10,32,4,94,90, negative,3,tra
81,-1,84,0,-14,6,4,100,96, negative,3,tra
105,-2,106,-3,72,1,1,33,32, negative,3,tra
104,0,105,0,72,1,1,33,32, negative,3,tra
107,1,108,0,70,0,1,38,36, negative,3,tra
105,5,106,5,72,6,1,34,32, negative,3,tra
81,0,84,0,-18,-12,3,103,100, negative,3,tra
104,0,106,0,70,0,1,36,34, negative,3,tra
81,-3,86,0,-22,0,4,109,104, negative,3,tra
81,0,84,0,-18,19,4,103,98, negative,3,tra
75,3,79,3,-42,0,4,123,120, negative,3,tra
84,-2,88,0,6,0,4,83,80, negative,3,tra
85,0,88,-3,2,-7,3,86,82, negative,3,tra
87,1,89,0,8,1,2,81,78, negative,3,tra
105,2,107,5,70,0,1,37,36, negative,3,tra
80,0,84,8,-20,0,4,105,100, negative,3,tra
80,5,84,2,-38,-13,4,123,118, negative,3,tra
80,3,84,0,-40,6,4,126,122, negative,3,tra
79,0,83,0,98,8098,4,-14,-18, negative,3,tra
106,3,107,1,72,0,1,35,34, negative,3,tra
76,0,80,-3,-42,-11,4,124,120, negative,3,tra
79,0,84,2,-32,-7,4,117,112, negative,3,tra
80,-2,84,-2,-40,12,4,126,122, negative,3,tra
87,3,89,0,8,0,2,81,80, negative,3,tra
84,-10,89,0,8,0,5,81,76, negative,3,tra
79,0,83,-3,-32,-3,4,117,112, negative,3,tra
82,5,86,0,-24,-24,4,112,108, negative,3,tra
78,4,81,0,-40,0,4,123,120, negative,3,tra
102,0,103,0,72,31,1,31,30, negative,3,tra
102,-1,103,0,72,23,1,31,30, negative,3,tra
87,4,89,0,8,0,2,81,80, negative,3,tra
84,5,86,0,-2,0,3,89,86, negative,3,tra
82,0,86,0,-10,23,3,96,92, negative,3,tra
101,-1,102,-1,72,0,1,29,28, negative,3,tra
105,6,106,2,70,0,1,36,36, negative,3,tra
80,-2,84,0,-14,-3,4,99,96, negative,3,tra
82,0,85,-1,-2,0,3,88,84, negative,3,tra
108,1,109,0,72,1,1,36,36, negative,3,tra
85,0,88,0,2,25,3,86,82, negative,3,tra
107,0,108,0,72,8,1,36,34, negative,3,tra
106,0,107,0,72,6,1,35,34, negative,3,tra
80,0,84,0,-28,-28,4,112,108, negative,3,tra
104,0,104,-4,70,0,1,35,34, negative,3,tra
81,-3,84,0,-14,1,4,100,96, negative,3,tra
102,0,103,0,70,-4,1,33,32, negative,3,tra
82,0,86,1,-2,6,4,88,84, negative,3,tra
82,0,85,-2,-10,0,3,95,92, negative,3,tra
79,4,83,0,-46,0,4,130,126, negative,3,tra
105,0,106,0,70,0,1,36,34, negative,3,tra
81,0,84,0,-18,22,4,103,98, negative,3,tra
81,0,85,0,-40,4,4,126,122, negative,3,tra
76,0,81,-6,-42,-11,5,125,120, negative,3,tra
83,0,86,0,-4,11,3,92,88, negative,3,tra
84,1,88,0,0,2,3,88,84, negative,3,tra
79,5,83,1,-42,0,4,126,122, negative,3,tra
80,1,84,0,-32,0,4,117,114, negative,3,tra
82,0,85,-1,-2,7,3,88,84, negative,3,tra
71,5,75,2,-40,16,4,116,112, negative,3,tra
105,0,106,-7,72,16,1,34,34, negative,3,tra
85,0,89,6,2,-11,4,86,82, negative,3,tra
76,1,81,1,-40,9,5,122,118, negative,3,tra
84,-1,88,-2,-2,-8,3,90,88, negative,3,tra
86,3,89,0,8,19,3,81,78, negative,3,tra
85,0,88,-273,0,0,3,88,84, negative,3,tra
106,0,108,0,70,0,1,38,36, negative,3,tra
105,1,107,6,70,0,1,37,36, negative,3,tra
82,0,85,-1,-6,6,3,93,90, negative,3,tra
85,0,88,0,6,16,3,83,80, negative,3,tra
80,0,85,2,-40,3,5,126,122, negative,3,tra
84,2,87,0,-2,0,3,90,86, negative,3,tra
83,0,86,5,-2,0,4,89,86, negative,3,tra
82,1,86,0,-40,9,4,128,124, negative,3,tra
79,2,83,0,-30,0,4,114,110, negative,3,tra
81,0,84,0,-22,-28,4,108,104, negative,3,tra
106,0,108,1,72,2,1,35,34, negative,3,tra
82,5,86,1,-2,4,3,88,84, negative,3,tra
82,0,86,-1,-40,8,4,128,124, negative,3,tra
80,0,84,7,-38,-2,5,123,118, negative,3,tra
82,0,86,0,-42,-29,5,130,126, negative,3,tra
104,2,105,2,70,0,1,35,34, negative,3,tra
85,-4,89,0,2,0,4,86,82, negative,3,tra
81,0,84,-2,-18,17,4,103,98, negative,3,tra
80,0,84,4,-36,25,5,121,116, negative,3,tra
80,0,84,3,-20,0,4,105,100, negative,3,tra
76,-5,81,0,-40,0,4,122,118, negative,3,tra
78,-1,83,0,-40,1,4,124,120, negative,3,tra
105,4,106,2,72,6,1,33,32, negative,3,tra
83,0,86,0,-4,-7,4,92,88, negative,3,tra
106,0,108,0,70,-1,1,38,36, negative,3,tra
79,0,83,0,-42,-81,4,127,124, negative,3,tra
85,5,89,0,6,-5,4,84,80, negative,3,tra
80,1,84,6,-40,9,5,126,122, negative,3,tra
83,-5,86,0,-4,-15,4,92,88, negative,3,tra
104,-1,106,-3,70,-4,1,36,34, negative,3,tra
101,-4,102,0,70,-6,1,33,32, negative,3,tra
73,11,77,9,-42,-5,4,121,118, negative,3,tra
71,3,75,1,-40,16,4,116,112, negative,3,tra
79,5,83,0,-42,0,4,127,122, negative,3,tra
102,0,103,0,70,-3,1,33,32, negative,3,tra
105,0,106,-2,70,-1,1,36,36, negative,3,tra
81,3,85,0,-12,0,4,98,94, negative,3,tra
102,0,103,0,70,-2,1,33,32, negative,3,tra
85,1,88,0,2,3,3,86,82, negative,3,tra
106,0,107,-2,70,0,1,37,36, negative,3,tra
83,0,86,0,-6,-12,3,94,90, negative,3,tra
83,0,86,0,-4,10,3,92,88, negative,3,tra
104,2,105,4,70,0,1,35,34, negative,3,tra
81,-6,86,-1,-40,0,5,127,122, negative,3,tra
106,0,108,4,70,0,2,38,36, negative,3,tra
123,170,105,0,36,-1,-18,69,86, negative,3,tra
82,1,86,0,-22,4,4,109,106, negative,3,tra
85,0,89,0,6,16,4,84,80, negative,3,tra
81,-1,84,-3,-18,26,4,103,98, negative,3,tra
81,0,84,0,-18,0,4,103,98, negative,3,tra
102,0,103,0,70,-1,1,33,32, negative,3,tra
80,0,84,0,-24,28,4,110,106, negative,3,tra
81,-3,85,0,-22,0,4,108,104, negative,3,tra
105,-1,106,0,70,0,1,36,36, negative,3,tra
80,0,84,0,-32,16,4,117,114, negative,3,tra
83,0,87,0,-42,-30,4,131,126, negative,3,tra
106,-4,107,-6,72,0,1,35,34, negative,3,tra
83,-1,86,0,-6,0,4,94,90, negative,3,tra
83,0,86,2,-2,0,4,89,86, negative,3,tra
105,4,106,4,72,5,1,34,32, negative,3,tra
83,0,86,-1,-4,15,3,92,88, negative,3,tra
81,0,84,0,-22,-6,4,108,104, negative,3,tra
82,-1,85,-7,-2,1,3,88,84, negative,3,tra
82,3,86,0,-22,15,4,109,106, negative,3,tra
84,6,89,0,8,23,5,81,76, negative,3,tra
79,5,83,1,-40,9,4,125,120, negative,3,tra
80,0,84,0,-42,0,5,128,124, negative,3,tra
102,-3,104,-1,72,14,1,31,30, negative,3,tra
85,0,88,-2,6,-6,3,83,80, negative,3,tra
101,0,102,0,70,-3,1,33,32, negative,3,tra
80,0,84,0,-36,-29,4,120,116, negative,3,tra
79,5,83,0,-46,0,4,130,126, negative,1,tra
76,0,81,-2,-40,13,5,122,118, negative,1,tra
101,-3,102,-4,72,0,1,29,28, negative,1,tra
81,-2,84,0,-18,-30,4,103,98, negative,1,tra
79,0,83,0,-40,3,4,125,120, negative,1,tra
105,-1,106,2,70,0,2,36,34, negative,1,tra
80,0,85,6,-40,10,5,126,122, negative,1,tra
83,0,86,0,-4,0,3,92,88, negative,1,tra
79,6,83,1,-40,13,4,124,120, negative,1,tra
85,-3,88,0,2,-25,3,86,82, negative,1,tra
85,0,88,-3,6,0,3,83,80, negative,1,tra
82,1,86,0,-6,0,3,94,90, negative,1,tra
78,-2,82,0,-40,0,4,123,120, negative,1,tra
78,0,82,-2,-40,0,4,123,120, negative,1,tra
107,-2,108,-1,70,-23,1,38,38, negative,1,tra
106,0,107,-5,70,0,1,37,36, negative,1,tra
84,1,87,0,-4,0,3,92,88, negative,1,tra
76,0,81,8,-40,9,5,122,116, negative,1,tra
80,1,84,0,-28,0,4,112,108, negative,1,tra
85,0,89,0,6,26,4,84,80, negative,1,tra
80,-4,84,0,-14,0,4,99,96, negative,1,tra
85,0,88,1,-2,0,3,91,88, negative,1,tra
83,0,86,0,-6,-21,3,94,90, negative,1,tra
105,0,106,-3,72,8,1,34,34, negative,1,tra
76,2,81,1,-40,11,5,122,118, negative,1,tra
79,0,83,0,-30,38,4,114,110, negative,1,tra
105,0,106,-1,70,0,1,36,34, negative,1,tra
81,0,85,0,-22,0,4,108,104, negative,1,tra
81,2,83,-8,-6,-968,3,91,88, negative,1,tra
106,-2,107,-4,72,0,1,35,34, negative,1,tra
101,0,102,0,70,-12,1,32,32, negative,1,tra
79,0,83,0,-32,-15,4,117,112, negative,1,tra
105,0,106,-1,70,0,1,36,36, negative,1,tra
83,0,86,0,-4,7,3,92,88, negative,1,tra
107,0,108,0,72,2,1,35,34, negative,1,tra
81,0,84,0,-20,-6,4,105,102, negative,1,tra
81,3,85,6,-24,0,4,111,106, negative,1,tra
102,0,102,-2,70,-1,1,33,32, negative,1,tra
105,0,107,-3,70,-4,1,37,36, negative,1,tra
81,-5,84,0,-22,-6,4,108,104, negative,1,tra
77,1,81,0,-42,0,4,125,122, negative,1,tra
105,2,106,0,70,0,1,36,36, negative,1,tra
102,0,103,0,72,12,1,31,30, negative,1,tra
83,-3,87,0,-4,0,4,92,88, negative,1,tra
81,-3,85,-6,-40,0,4,126,122, negative,1,tra
80,0,84,6,-24,11,4,110,106, negative,1,tra
105,-1,107,-3,70,-4,1,37,36, negative,1,tra
78,-4,83,0,-40,3,4,124,120, negative,1,tra
76,0,81,2,-40,0,5,122,118, negative,1,tra
84,-2,88,0,2,0,3,85,82, negative,1,tra
82,0,86,0,-4,-24,3,91,88, negative,1,tra
77,0,81,-2,-40,0,4,122,118, negative,1,tra
83,0,86,0,-6,-23,3,94,90, negative,1,tra
105,0,106,-7,70,0,1,36,36, negative,1,tra
78,1,82,0,-46,0,4,128,124, negative,1,tra
80,0,84,0,-42,-10,4,128,124, negative,1,tra
108,1,109,1,72,2,1,36,36, negative,1,tra
81,-4,85,0,-10,0,4,95,92, negative,1,tra
79,-1,83,-3,-32,12,4,117,112, negative,1,tra
84,4,89,0,6,-10,5,84,80, negative,1,tra
84,-1,88,0,2,0,3,85,82, negative,1,tra
79,4,83,0,-30,0,4,114,110, negative,1,tra
102,0,103,-1,72,16,1,31,30, negative,1,tra
76,0,81,0,-42,0,5,125,120, negative,1,tra
76,-3,81,0,-40,0,5,122,118, negative,1,tra
82,0,86,1,-6,3,4,94,90, negative,1,tra
81,0,84,0,-18,18,4,103,98, negative,1,tra
85,0,88,-2,2,-5,3,86,82, negative,1,tra
81,0,84,0,-22,-16,4,108,104, negative,1,tra
82,0,86,5,-10,0,4,96,92, negative,1,tra
102,0,103,7,70,-12,1,33,32, negative,1,tra
105,-2,106,0,70,0,1,36,36, negative,1,tra
80,0,84,0,-36,-7,4,120,116, negative,1,tra
80,-4,84,0,-36,0,5,121,116, negative,1,tra
103,-1,104,-4,72,10,1,31,30, negative,1,tra
81,4,84,0,-14,4,3,100,96, negative,1,tra
102,-4,104,0,70,-11,2,34,32, negative,1,tra
82,0,86,0,-12,-18,3,99,96, negative,1,tra
107,3,108,0,70,-1,1,38,36, negative,1,tra
76,-2,81,0,-40,14,5,122,116, negative,1,tra
80,0,84,1,-36,16,5,121,116, negative,1,tra
82,0,85,0,-6,2,3,93,90, negative,1,tra
105,0,106,0,70,-30,1,36,36, negative,1,tra
104,0,106,-1,70,-2,1,36,34, negative,1,tra
103,1,104,8,70,0,1,35,34, negative,1,tra
82,-1,86,0,-2,2,4,88,84, negative,1,tra
85,0,88,0,2,4,3,86,82, negative,1,tra
84,0,88,0,0,25,3,88,84, negative,1,tra
104,-5,106,0,72,0,1,33,32, negative,1,tra
79,0,83,-4,-40,0,4,125,120, negative,1,tra
75,-4,79,-4,-42,-30,4,123,120, negative,1,tra
