fingerprint,minutia,x,y,angle
B189X7I_1_1,v5,344,471,293.0
B189X7I_1_1,v6,416,380,228.0
B189X7I_1_1,v7,496,450,202.0
B189X7I_1_1,v8,479,500,160.0
B189X7I_1_1,v9,329,462,127.0
B189X7I_1_1,v10,360,419,104.0
B190X8I_1_1,v0,412,307,342.0
B190X8I_1_1,v1,392,288,321.0
B190X8I_1_1,v2,400,376,300.0
B190X8I_1_1,v3,308,488,231.0
B190X8I_1_1,v4,423,400,145.0
B190X8I_1_1,v5,412,296,137.0
B190X8I_1_1,v6,458,384,119.0
B190X8I_1_1,v7,462,404,113.0
B190X8I_1_1,v8,438,389,115.0
B191X3I_1_1,v0,336,593,72.0
B191X3I_1_1,v1,337,628,49.0
B191X3I_1_1,v2,442,489,29.0
B191X3I_1_1,v3,394,535,21.0
B191X3I_1_1,v4,366,568,336.0
B191X3I_1_1,v5,456,651,211.0
B191X3I_1_1,v6,392,652,212.0
B191X3I_1_1,v7,366,659,206.0
B191X3I_1_1,v8,434,668,207.0
B191X3I_1_1,v9,384,673,187.0
B191X3I_1_1,v10,328,565,101.0
B191X3I_1_1,v11,320,601,94.0
B192X9I_1_1,v0,382,411,71.0
B192X9I_1_1,v1,406,451,66.0
B192X9I_1_1,v2,425,491,65.0
B192X9I_1_1,v3,414,431,56.0
B192X9I_1_1,v4,307,310,25.0
B192X9I_1_1,v5,229,378,328.0
B192X9I_1_1,v6,284,300,177.0
B192X9I_1_1,v7,272,432,105.0
B192X9I_1_1,v8,244,422,106.0
B192X9I_1_1,v9,326,435,94.0
B192X9I_1_1,v10,390,491,92.0
B193X2I_1_1,v0,396,389,73.0
B193X2I_1_1,v1,441,353,60.0
B193X2I_1_1,v2,384,429,56.0
B193X2I_1_1,v3,287,513,333.0
B193X2I_1_1,v4,283,475,303.0
B193X2I_1_1,v5,357,470,241.0
B193X2I_1_1,v6,474,392,240.0
B193X2I_1_1,v7,398,485,230.0
B193X2I_1_1,v8,368,506,208.0
B193X2I_1_1,v9,328,493,165.0
B193X2I_1_1,v10,283,418,115.0
B193X2I_1_1,v11,306,434,112.0
B193X2I_1_1,v12,327,433,98.0
B194X8I_1_1,v0,334,415,88.0
B194X8I_1_1,v1,405,353,43.0
B194X8I_1_1,v2,381,438,277.0
B194X8I_1_1,v3,381,490,210.0
B194X8I_1_1,v4,410,496,135.0
B194X8I_1_1,v5,449,531,124.0
B194X8I_1_1,v6,387,403,96.0
B194X8I_1_1,v7,432,460,100.0
B194X8I_1_1,v8,410,419,97.0
B195X3I_1_1,v0,357,452,85.0
B195X3I_1_1,v1,411,417,74.0
B195X3I_1_1,v2,427,368,47.0
B195X3I_1_1,v3,401,362,354.0
B195X3I_1_1,v4,401,406,333.0
B195X3I_1_1,v5,325,326,320.0
B195X3I_1_1,v6,353,351,314.0
B195X3I_1_1,v7,293,323,304.0
B195X3I_1_1,v8,292,275,301.0
B195X3I_1_1,v9,221,463,296.0
B195X3I_1_1,v10,340,422,282.0
B195X3I_1_1,v11,447,376,218.0
B195X3I_1_1,v12,422,377,166.0
B195X3I_1_1,v13,395,320,165.0
B195X3I_1_1,v14,240,317,116.0
B195X3I_1_1,v15,230,404,117.0
B195X3I_1_1,v16,313,411,107.0
B195X3I_1_1,v17,271,314,107.0
B195X3I_1_1,v18,348,447,101.0
B195X3I_1_1,v19,298,382,101.0
B195X3I_1_1,v20,361,412,92.0
B196X7I_1_1,v0,487,377,63.0
B196X7I_1_1,v1,455,390,52.0
B196X7I_1_1,v2,485,357,44.0
B196X7I_1_1,v3,448,366,26.0
B196X7I_1_1,v4,439,342,352.0
B196X7I_1_1,v5,333,557,329.0
B196X7I_1_1,v6,317,272,317.0
B196X7I_1_1,v7,355,535,317.0
B196X7I_1_1,v8,323,546,313.0
B196X7I_1_1,v9,398,371,313.0
B196X7I_1_1,v10,398,415,309.0
B196X7I_1_1,v11,329,370,305.0
B196X7I_1_1,v12,346,474,300.0
B196X7I_1_1,v13,346,307,130.0
B196X7I_1_1,v14,358,399,113.0
B196X7I_1_1,v15,483,462,104.0
B197X8I_1_1,v0,374,458,68.0
B197X8I_1_1,v1,465,440,66.0
B197X8I_1_1,v2,357,460,55.0
B197X8I_1_1,v3,386,504,50.0
B197X8I_1_1,v4,408,383,50.0
B197X8I_1_1,v5,436,305,42.0
B197X8I_1_1,v6,350,422,353.0
B197X8I_1_1,v7,436,506,245.0
B197X8I_1_1,v8,492,510,246.0
B197X8I_1_1,v9,439,526,233.0
B197X8I_1_1,v10,400,432,222.0
B197X8I_1_1,v11,386,452,216.0
B197X8I_1_1,v12,441,557,214.0
B197X8I_1_1,v13,428,301,218.0
B197X8I_1_1,v14,367,498,104.0
B198X6I_1_1,v0,493,572,76.0
B198X6I_1_1,v1,525,565,65.0
B198X6I_1_1,v2,431,482,8.0
B198X6I_1_1,v3,448,360,7.0
B198X6I_1_1,v4,470,311,4.0
B198X6I_1_1,v5,409,453,355.0
B198X6I_1_1,v6,411,552,349.0
B198X6I_1_1,v7,435,286,349.0
B198X6I_1_1,v8,416,395,353.0
B198X6I_1_1,v9,406,437,348.0
B198X6I_1_1,v10,404,255,341.0
B198X6I_1_1,v11,321,288,331.0
B198X6I_1_1,v12,329,182,327.0
B198X6I_1_1,v13,370,197,327.0
B198X6I_1_1,v14,290,294,325.0
B198X6I_1_1,v15,297,225,320.0
B198X6I_1_1,v16,413,341,160.0
B198X6I_1_1,v17,414,484,148.0
B198X6I_1_1,v18,415,577,113.0
B198X6I_1_1,v19,412,600,108.0
B198X6I_1_1,v20,465,617,100.0
B198X6I_1_1,v21,422,591,100.0
B198X6I_1_1,v22,438,584,98.0
B199X1I_1_1,v0,488,408,38.0
B199X1I_1_1,v1,296,538,315.0
B199X1I_1_1,v2,352,559,306.0
B199X1I_1_1,v3,518,391,220.0
B199X1I_1_1,v4,491,266,198.0
B199X1I_1_1,v5,445,274,188.0
B199X1I_1_1,v6,481,448,185.0
B199X1I_1_1,v7,478,475,171.0
B199X1I_1_1,v8,430,340,172.0
B199X1I_1_1,v9,462,429,168.0
B199X1I_1_1,v10,462,462,161.0
B199X1I_1_1,v11,431,419,150.0
B199X1I_1_1,v12,376,377,148.0
B199X1I_1_1,v13,420,452,126.0
B199X1I_1_1,v14,393,462,127.0
B199X1I_1_1,v15,430,468,127.0
B199X1I_1_1,v16,365,531,122.0
B199X1I_1_1,v17,393,521,94.0
B199X1I_1_1,v18,502,484,91.0
B200X6I_1_1,v0,397,351,87.0
B200X6I_1_1,v1,436,416,52.0
B200X6I_1_1,v2,358,428,31.0
B200X6I_1_1,v3,302,499,16.0
B200X6I_1_1,v4,332,419,1.0
B200X6I_1_1,v5,411,431,240.0
B200X6I_1_1,v6,464,439,225.0
B200X6I_1_1,v7,395,464,219.0
B200X6I_1_1,v8,264,523,202.0
B200X6I_1_1,v9,350,517,200.0
B200X6I_1_1,v10,346,572,184.0
B200X6I_1_1,v11,376,349,113.0
B200X6I_1_1,v12,424,232,113.0
B200X6I_1_1,v13,375,299,107.0
B200X6I_1_1,v14,346,279,111.0
B200X6I_1_1,v15,418,288,104.0
B200X6I_1_1,v16,437,284,100.0
B200X6I_1_1,v17,381,376,93.0
G001X2I_1_1,v0,313,381,342.0
G001X2I_1_1,v1,353,384,339.0
G001X2I_1_1,v2,261,383,342.0
G001X2I_1_1,v3,287,326,336.0
G001X2I_1_1,v4,356,352,337.0
G001X2I_1_1,v5,385,196,322.0
G001X2I_1_1,v6,418,84,322.0
G001X2I_1_1,v7,397,306,316.0
G001X2I_1_1,v8,346,301,319.0
G001X2I_1_1,v9,418,266,316.0
G001X2I_1_1,v10,418,234,319.0
G001X2I_1_1,v11,473,232,311.0
G001X2I_1_1,v12,458,181,141.0
G001X2I_1_1,v13,349,276,143.0
G001X2I_1_1,v14,418,276,137.0
G001X2I_1_1,v15,453,234,140.0
G002X3I_1_1,v0,278,352,0.0
G002X3I_1_1,v1,170,637,324.0
G002X3I_1_1,v2,137,632,323.0
G002X3I_1_1,v3,246,555,322.0
G002X3I_1_1,v4,268,384,317.0
G002X3I_1_1,v5,239,599,320.0
G002X3I_1_1,v6,191,622,318.0
G002X3I_1_1,v7,193,581,312.0
G002X3I_1_1,v8,241,534,306.0
G002X3I_1_1,v9,158,596,309.0
G002X3I_1_1,v10,133,553,301.0
G002X3I_1_1,v11,187,453,299.0
G002X3I_1_1,v12,91,520,299.0
G002X3I_1_1,v13,210,540,301.0
G002X3I_1_1,v14,294,362,162.0
G002X3I_1_1,v15,152,444,109.0
G003X8I_1_1,v0,384,401,87.0
G003X8I_1_1,v1,395,392,84.0
G003X8I_1_1,v2,395,462,81.0
G003X8I_1_1,v3,350,361,76.0
G003X8I_1_1,v4,411,374,72.0
G003X8I_1_1,v5,367,307,48.0
G003X8I_1_1,v6,361,257,26.0
G003X8I_1_1,v7,428,393,248.0
G003X8I_1_1,v8,407,311,222.0
G003X8I_1_1,v9,334,347,202.0
G003X8I_1_1,v10,384,517,117.0
G003X8I_1_1,v11,366,491,110.0
G003X8I_1_1,v12,391,494,96.0
G004X8I_1_1,v0,492,260,85.0
G004X8I_1_1,v1,514,329,82.0
G004X8I_1_1,v2,507,268,78.0
G004X8I_1_1,v3,464,219,70.0
G004X8I_1_1,v4,509,223,66.0
G004X8I_1_1,v5,486,216,61.0
G004X8I_1_1,v6,486,422,2.0
G004X8I_1_1,v7,446,440,340.0
G004X8I_1_1,v8,382,463,343.0
G004X8I_1_1,v9,411,453,336.0
G004X8I_1_1,v10,458,436,332.0
G004X8I_1_1,v11,349,449,328.0
G004X8I_1_1,v12,333,440,324.0
G004X8I_1_1,v13,296,410,325.0
G004X8I_1_1,v14,374,439,321.0
G004X8I_1_1,v15,429,423,319.0
G004X8I_1_1,v16,467,405,316.0
G004X8I_1_1,v17,333,419,317.0
G004X8I_1_1,v18,362,369,304.0
G004X8I_1_1,v19,374,284,300.0
G004X8I_1_1,v20,429,315,293.0
G004X8I_1_1,v21,396,302,298.0
G004X8I_1_1,v22,451,337,288.0
G004X8I_1_1,v23,428,299,276.0
G004X8I_1_1,v24,511,251,246.0
G004X8I_1_1,v25,416,268,233.0
G004X8I_1_1,v26,532,416,219.0
G004X8I_1_1,v27,522,424,186.0
G004X8I_1_1,v28,491,432,170.0
G004X8I_1_1,v29,437,455,166.0
G004X8I_1_1,v30,360,424,145.0
G004X8I_1_1,v31,399,268,131.0
G004X8I_1_1,v32,380,353,127.0
G004X8I_1_1,v33,385,321,126.0
G004X8I_1_1,v34,497,379,126.0
G004X8I_1_1,v35,446,315,120.0
G004X8I_1_1,v36,405,285,118.0
G004X8I_1_1,v37,473,301,105.0
G004X8I_1_1,v38,466,276,101.0
G004X8I_1_1,v39,492,315,92.0
G004X8I_1_1,v40,438,259,95.0
G004X8I_1_1,v41,501,325,90.0
G005X8I_1_1,v0,349,383,78.0
G005X8I_1_1,v1,329,362,78.0
G005X8I_1_1,v2,347,343,62.0
G005X8I_1_1,v3,367,331,62.0
G005X8I_1_1,v4,303,528,1.0
G005X8I_1_1,v5,313,480,347.0
G005X8I_1_1,v6,329,460,346.0
G005X8I_1_1,v7,343,433,337.0
G005X8I_1_1,v8,303,447,330.0
G005X8I_1_1,v9,309,427,315.0
G005X8I_1_1,v10,369,361,243.0
G005X8I_1_1,v11,395,443,228.0
G005X8I_1_1,v12,412,477,208.0
G005X8I_1_1,v13,386,460,193.0
G005X8I_1_1,v14,374,436,190.0
G006X6I_1_1,v0,453,527,81.0
G006X6I_1_1,v1,405,485,60.0
G006X6I_1_1,v2,336,481,52.0
G006X6I_1_1,v3,441,461,48.0
G006X6I_1_1,v4,485,418,37.0
G006X6I_1_1,v5,349,449,30.0
G006X6I_1_1,v6,489,333,23.0
G006X6I_1_1,v7,431,333,22.0
G006X6I_1_1,v8,418,373,21.0
G006X6I_1_1,v9,361,429,16.0
G006X6I_1_1,v10,341,271,14.0
G006X6I_1_1,v11,299,403,9.0
G006X6I_1_1,v12,403,188,5.0
G006X6I_1_1,v13,340,235,355.0
G006X6I_1_1,v14,370,178,346.0
G006X6I_1_1,v15,515,409,213.0
G006X6I_1_1,v16,464,268,203.0
G006X6I_1_1,v17,497,252,203.0
G006X6I_1_1,v18,387,308,196.0
G006X6I_1_1,v19,360,415,192.0
G006X6I_1_1,v20,473,202,196.0
G006X6I_1_1,v21,343,249,176.0
G007X1I_1_1,v0,279,441,58.0
G007X1I_1_1,v1,371,471,55.0
G007X1I_1_1,v2,427,464,51.0
G007X1I_1_1,v3,435,450,51.0
G007X1I_1_1,v4,299,438,51.0
G007X1I_1_1,v5,353,472,55.0
G007X1I_1_1,v6,512,357,54.0
G007X1I_1_1,v7,377,455,50.0
G007X1I_1_1,v8,373,425,47.0
G007X1I_1_1,v9,403,398,49.0
G007X1I_1_1,v10,480,295,47.0
G007X1I_1_1,v11,365,550,49.0
G007X1I_1_1,v12,415,237,39.0
G007X1I_1_1,v13,422,190,36.0
G007X1I_1_1,v14,362,287,26.0
G007X1I_1_1,v15,343,343,23.0
G007X1I_1_1,v16,466,578,22.0
G007X1I_1_1,v17,384,490,235.0
G007X1I_1_1,v18,519,392,233.0
G007X1I_1_1,v19,464,461,232.0
G007X1I_1_1,v20,441,482,232.0
G007X1I_1_1,v21,448,467,229.0
G007X1I_1_1,v22,411,546,228.0
G007X1I_1_1,v23,421,487,229.0
G007X1I_1_1,v24,428,174,229.0
G007X1I_1_1,v25,387,424,221.0
G007X1I_1_1,v26,383,592,220.0
G007X1I_1_1,v27,441,594,220.0
G007X1I_1_1,v28,496,173,224.0
G007X1I_1_1,v29,480,330,225.0
G007X1I_1_1,v30,533,274,214.0
G007X1I_1_1,v31,491,229,218.0
G007X1I_1_1,v32,372,244,209.0
G007X1I_1_1,v33,412,594,211.0
G007X1I_1_1,v34,374,196,212.0
G007X1I_1_1,v35,406,301,210.0
G007X1I_1_1,v36,413,268,211.0
G007X1I_1_1,v37,395,222,205.0
G007X1I_1_1,v38,578,535,207.0
G007X1I_1_1,v39,376,340,205.0
G007X1I_1_1,v40,493,589,203.0
G007X1I_1_1,v41,569,579,197.0
G007X1I_1_1,v42,340,299,202.0
G007X1I_1_1,v43,340,357,197.0
G007X1I_1_1,v44,493,601,194.0
G007X1I_1_1,v45,317,330,195.0
G007X1I_1_1,v46,533,571,189.0
G007X1I_1_1,v47,496,629,179.0
G007X1I_1_1,v48,512,642,171.0
G008X6I_1_1,v0,423,439,54.0
G008X6I_1_1,v1,507,403,53.0
G008X6I_1_1,v2,439,394,42.0
G008X6I_1_1,v3,449,433,43.0
G008X6I_1_1,v4,443,371,31.0
G008X6I_1_1,v5,379,433,25.0
G008X6I_1_1,v6,389,423,18.0
G008X6I_1_1,v7,487,259,20.0
G008X6I_1_1,v8,445,327,13.0
G008X6I_1_1,v9,461,183,9.0
G008X6I_1_1,v10,436,209,4.0
G008X6I_1_1,v11,397,319,347.0
G008X6I_1_1,v12,381,413,348.0
G008X6I_1_1,v13,364,435,347.0
G008X6I_1_1,v14,363,265,336.0
G008X6I_1_1,v15,418,515,333.0
G008X6I_1_1,v16,395,366,337.0
G008X6I_1_1,v17,385,399,333.0
G008X6I_1_1,v18,414,501,322.0
G008X6I_1_1,v19,352,429,324.0
G008X6I_1_1,v20,273,468,316.0
G008X6I_1_1,v21,285,439,317.0
G008X6I_1_1,v22,305,460,316.0
G008X6I_1_1,v23,291,369,311.0
G008X6I_1_1,v24,411,489,308.0
G008X6I_1_1,v25,521,429,230.0
G008X6I_1_1,v26,467,442,221.0
G008X6I_1_1,v27,463,483,213.0
G008X6I_1_1,v28,478,186,193.0
G008X6I_1_1,v29,469,196,180.0
G008X6I_1_1,v30,425,235,176.0
G008X6I_1_1,v31,451,264,170.0
G008X6I_1_1,v32,419,350,163.0
G008X6I_1_1,v33,350,255,154.0
G008X6I_1_1,v34,375,289,148.0
G008X6I_1_1,v35,246,426,136.0
G008X6I_1_1,v36,338,447,136.0
G008X6I_1_1,v37,222,377,130.0
G008X6I_1_1,v38,421,464,114.0
G008X6I_1_1,v39,405,447,91.0
G009X8I_1_1,v0,481,389,75.0
G009X8I_1_1,v1,478,347,63.0
G009X8I_1_1,v2,440,341,50.0
G009X8I_1_1,v3,443,328,38.0
G009X8I_1_1,v4,423,283,349.0
G009X8I_1_1,v5,412,295,351.0
G009X8I_1_1,v6,399,278,346.0
G009X8I_1_1,v7,405,355,322.0
G009X8I_1_1,v8,305,259,310.0
G009X8I_1_1,v9,268,266,311.0
G009X8I_1_1,v10,343,318,310.0
G009X8I_1_1,v11,345,289,315.0
G009X8I_1_1,v12,387,348,294.0
G009X8I_1_1,v13,403,382,288.0
G009X8I_1_1,v14,397,403,270.0
G009X8I_1_1,v15,454,357,223.0
G009X8I_1_1,v16,370,267,143.0
G009X8I_1_1,v17,404,261,145.0
G009X8I_1_1,v18,435,409,110.0
G009X8I_1_1,v19,266,294,108.0
G009X8I_1_1,v20,426,376,100.0
G009X8I_1_1,v21,332,329,101.0
G009X8I_1_1,v22,448,401,96.0
G011X7I_1_1,v0,412,290,17.0
G011X7I_1_1,v1,466,512,14.0
G011X7I_1_1,v2,520,542,357.0
G011X7I_1_1,v3,413,446,358.0
G011X7I_1_1,v4,363,327,338.0
G011X7I_1_1,v5,386,396,338.0
G011X7I_1_1,v6,333,349,321.0
G011X7I_1_1,v7,386,427,317.0
G011X7I_1_1,v8,359,382,314.0
G011X7I_1_1,v9,545,397,212.0
G011X7I_1_1,v10,489,376,209.0
G011X7I_1_1,v11,552,480,203.0
G011X7I_1_1,v12,435,367,194.0
G011X7I_1_1,v13,453,434,196.0
G011X7I_1_1,v14,489,471,191.0
G011X7I_1_1,v15,487,522,191.0
G011X7I_1_1,v16,553,543,182.0
G011X7I_1_1,v17,463,497,172.0
G011X7I_1_1,v18,425,396,172.0
G011X7I_1_1,v19,415,374,172.0
G011X7I_1_1,v20,389,286,165.0
G011X7I_1_1,v21,353,308,155.0
G011X7I_1_1,v22,400,411,127.0
G012X8I_1_1,v0,405,409,13.0
G012X8I_1_1,v1,371,373,355.0
G012X8I_1_1,v2,372,471,347.0
G012X8I_1_1,v3,437,493,347.0
G012X8I_1_1,v4,362,450,341.0
G012X8I_1_1,v5,356,434,343.0
G012X8I_1_1,v6,291,370,329.0
G012X8I_1_1,v7,455,421,201.0
G012X8I_1_1,v8,452,447,195.0
G012X8I_1_1,v9,422,386,187.0
G012X8I_1_1,v10,405,437,180.0
G012X8I_1_1,v11,399,448,158.0
G012X8I_1_1,v12,433,475,161.0
G012X8I_1_1,v13,451,487,162.0
G012X8I_1_1,v14,354,422,144.0
G013X4I_1_1,v0,415,484,80.0
G013X4I_1_1,v1,473,509,83.0
G013X4I_1_1,v2,498,505,72.0
G013X4I_1_1,v3,439,450,63.0
G013X4I_1_1,v4,365,517,58.0
G013X4I_1_1,v5,512,459,57.0
G013X4I_1_1,v6,394,463,53.0
G013X4I_1_1,v7,469,447,56.0
G013X4I_1_1,v8,377,495,45.0
G013X4I_1_1,v9,405,388,22.0
G013X4I_1_1,v10,299,341,336.0
G013X4I_1_1,v11,405,480,240.0
G013X4I_1_1,v12,368,411,152.0
G013X4I_1_1,v13,281,372,131.0
G013X4I_1_1,v14,385,449,96.0
G013X4I_1_1,v15,457,513,91.0
G014X7I_1_1,v0,522,392,86.0
G014X7I_1_1,v1,466,391,56.0
G014X7I_1_1,v2,431,396,47.0
G014X7I_1_1,v3,388,470,36.0
G014X7I_1_1,v4,425,464,34.0
G014X7I_1_1,v5,418,503,25.0
G014X7I_1_1,v6,469,505,11.0
G014X7I_1_1,v7,422,293,2.0
G014X7I_1_1,v8,385,321,342.0
G014X7I_1_1,v9,307,271,327.0
G014X7I_1_1,v10,351,249,329.0
G014X7I_1_1,v11,333,332,325.0
G014X7I_1_1,v12,328,238,314.0
G014X7I_1_1,v13,492,451,265.0
G014X7I_1_1,v14,484,438,256.0
G014X7I_1_1,v15,476,437,241.0
G014X7I_1_1,v16,456,481,207.0
G014X7I_1_1,v17,439,512,203.0
G014X7I_1_1,v18,490,514,185.0
G014X7I_1_1,v19,407,287,171.0
G014X7I_1_1,v20,405,307,157.0
G016X8I_1_1,v0,326,262,35.0
G016X8I_1_1,v1,310,276,7.0
G016X8I_1_1,v2,221,389,349.0
G016X8I_1_1,v3,180,344,349.0
G016X8I_1_1,v4,277,176,350.0
G016X8I_1_1,v5,240,359,323.0
G016X8I_1_1,v6,271,286,322.0
G016X8I_1_1,v7,229,251,317.0
G016X8I_1_1,v8,220,222,320.0
G016X8I_1_1,v9,324,276,171.0
G016X8I_1_1,v10,216,196,141.0
G016X8I_1_1,v11,226,312,145.0
G016X8I_1_1,v12,274,342,136.0
G016X8I_1_1,v13,288,304,133.0
G017X9I_1_1,v0,444,435,72.0
G017X9I_1_1,v1,450,415,67.0
G017X9I_1_1,v2,507,351,46.0
G017X9I_1_1,v3,477,303,49.0
G017X9I_1_1,v4,509,433,50.0
G017X9I_1_1,v5,442,296,34.0
G017X9I_1_1,v6,408,379,18.0
G017X9I_1_1,v7,412,268,2.0
G017X9I_1_1,v8,406,337,357.0
G017X9I_1_1,v9,396,402,343.0
G017X9I_1_1,v10,402,553,333.0
G017X9I_1_1,v11,362,205,337.0
G017X9I_1_1,v12,368,577,330.0
G017X9I_1_1,v13,354,248,327.0
G017X9I_1_1,v14,355,551,327.0
G017X9I_1_1,v15,359,292,323.0
G017X9I_1_1,v16,386,539,325.0
G017X9I_1_1,v17,381,511,311.0
G017X9I_1_1,v18,351,494,306.0
G017X9I_1_1,v19,371,489,302.0
G017X9I_1_1,v20,369,469,293.0
G017X9I_1_1,v21,412,462,292.0
G017X9I_1_1,v22,480,467,242.0
G017X9I_1_1,v23,494,481,232.0
G017X9I_1_1,v24,498,330,229.0
G017X9I_1_1,v25,526,363,230.0
G017X9I_1_1,v26,495,300,222.0
G017X9I_1_1,v27,511,239,219.0
G017X9I_1_1,v28,468,234,203.0
G017X9I_1_1,v29,487,515,200.0
G017X9I_1_1,v30,446,356,192.0
G017X9I_1_1,v31,466,285,192.0
G017X9I_1_1,v32,430,275,186.0
G017X9I_1_1,v33,421,399,189.0
G017X9I_1_1,v34,432,331,182.0
G017X9I_1_1,v35,412,211,167.0
G017X9I_1_1,v36,453,484,167.0
G017X9I_1_1,v37,407,261,160.0
G017X9I_1_1,v38,371,411,111.0
G017X9I_1_1,v39,422,425,90.0
G018X6I_1_1,v0,331,427,88.0
G018X6I_1_1,v1,297,437,85.0
G018X6I_1_1,v2,509,418,67.0
G018X6I_1_1,v3,504,359,36.0
G018X6I_1_1,v4,478,382,31.0
G018X6I_1_1,v5,350,472,1.0
G018X6I_1_1,v6,451,331,358.0
G018X6I_1_1,v7,429,303,344.0
G018X6I_1_1,v8,424,387,342.0
G018X6I_1_1,v9,422,290,336.0
G018X6I_1_1,v10,306,250,330.0
G018X6I_1_1,v11,420,535,326.0
G018X6I_1_1,v12,380,382,308.0
G018X6I_1_1,v13,357,487,215.0
G018X6I_1_1,v14,477,299,171.0
G018X6I_1_1,v15,414,261,148.0
G018X6I_1_1,v16,293,364,140.0
G018X6I_1_1,v17,306,323,135.0
G018X6I_1_1,v18,330,379,114.0
G018X6I_1_1,v19,353,370,112.0
G018X6I_1_1,v20,315,413,105.0
G019X1I_1_1,v0,301,467,78.0
G019X1I_1_1,v1,423,483,50.0
G019X1I_1_1,v2,478,357,35.0
G019X1I_1_1,v3,506,298,23.0
G019X1I_1_1,v4,494,266,19.0
G019X1I_1_1,v5,468,335,22.0
G019X1I_1_1,v6,505,276,20.0
G019X1I_1_1,v7,266,498,12.0
G019X1I_1_1,v8,310,604,11.0
G019X1I_1_1,v9,279,550,5.0
G019X1I_1_1,v10,408,277,5.0
G019X1I_1_1,v11,270,447,299.0
G019X1I_1_1,v12,328,505,248.0
G019X1I_1_1,v13,325,527,239.0
G019X1I_1_1,v14,375,527,238.0
G019X1I_1_1,v15,356,555,233.0
G019X1I_1_1,v16,318,539,224.0
G019X1I_1_1,v17,502,377,218.0
G019X1I_1_1,v18,334,576,210.0
G019X1I_1_1,v19,514,356,211.0
G019X1I_1_1,v20,565,308,205.0
G019X1I_1_1,v21,263,562,207.0
G019X1I_1_1,v22,242,601,201.0
G019X1I_1_1,v23,512,271,194.0
G019X1I_1_1,v24,304,587,196.0
G019X1I_1_1,v25,353,602,189.0
G019X1I_1_1,v26,476,289,190.0
G019X1I_1_1,v27,402,259,172.0
G019X1I_1_1,v28,414,290,164.0
G019X1I_1_1,v29,384,275,164.0
G019X1I_1_1,v30,447,391,159.0
G019X1I_1_1,v31,431,362,157.0
G019X1I_1_1,v32,397,353,144.0
G019X1I_1_1,v33,358,340,145.0
G019X1I_1_1,v34,354,357,129.0
G019X1I_1_1,v35,286,387,119.0
G019X1I_1_1,v36,340,389,120.0
G019X1I_1_1,v37,296,461,109.0
G019X1I_1_1,v38,344,395,111.0
G021X7I_1_1,v0,374,282,76.0
G021X7I_1_1,v1,412,256,63.0
G021X7I_1_1,v2,312,482,6.0
G021X7I_1_1,v3,359,484,4.0
G021X7I_1_1,v4,311,447,1.0
G021X7I_1_1,v5,299,426,350.0
G021X7I_1_1,v6,331,361,337.0
G021X7I_1_1,v7,349,330,327.0
G021X7I_1_1,v8,291,340,330.0
G021X7I_1_1,v9,341,274,267.0
G021X7I_1_1,v10,446,317,243.0
G021X7I_1_1,v11,416,320,241.0
G021X7I_1_1,v12,401,318,238.0
G021X7I_1_1,v13,487,334,234.0
G021X7I_1_1,v14,448,355,218.0
G021X7I_1_1,v15,391,342,193.0
G021X7I_1_1,v16,457,391,196.0
G021X7I_1_1,v17,403,357,180.0
G021X7I_1_1,v18,423,410,180.0
G021X7I_1_1,v19,277,458,174.0
G021X7I_1_1,v20,365,287,102.0
G023X6I_1_1,v0,389,538,84.0
G023X6I_1_1,v1,454,548,75.0
G023X6I_1_1,v2,421,511,68.0
G023X6I_1_1,v3,359,515,73.0
G023X6I_1_1,v4,467,529,58.0
G023X6I_1_1,v5,473,499,58.0
G023X6I_1_1,v6,371,489,61.0
G023X6I_1_1,v7,345,486,49.0
G023X6I_1_1,v8,430,420,46.0
G023X6I_1_1,v9,403,444,47.0
G023X6I_1_1,v10,368,331,16.0
G023X6I_1_1,v11,406,725,355.0
G023X6I_1_1,v12,280,724,356.0
G023X6I_1_1,v13,324,710,354.0
G023X6I_1_1,v14,375,721,348.0
G023X6I_1_1,v15,312,488,347.0
G023X6I_1_1,v16,345,696,340.0
G023X6I_1_1,v17,308,427,343.0
G023X6I_1_1,v18,412,706,340.0
G023X6I_1_1,v19,468,700,341.0
G023X6I_1_1,v20,375,684,332.0
G023X6I_1_1,v21,306,524,331.0
G023X6I_1_1,v22,473,636,326.0
G023X6I_1_1,v23,354,676,321.0
G023X6I_1_1,v24,303,666,321.0
G023X6I_1_1,v25,288,463,326.0
G023X6I_1_1,v26,448,675,325.0
G023X6I_1_1,v27,433,671,316.0
G023X6I_1_1,v28,277,496,317.0
G023X6I_1_1,v29,299,550,320.0
G023X6I_1_1,v30,409,646,310.0
G023X6I_1_1,v31,448,636,304.0
G023X6I_1_1,v32,389,639,302.0
G023X6I_1_1,v33,212,474,296.0
G023X6I_1_1,v34,477,621,295.0
G023X6I_1_1,v35,191,582,298.0
G023X6I_1_1,v36,223,506,291.0
G023X6I_1_1,v37,392,575,276.0
G023X6I_1_1,v38,377,568,274.0
G023X6I_1_1,v39,363,544,245.0
G023X6I_1_1,v40,353,545,239.0
G023X6I_1_1,v41,370,510,233.0
G023X6I_1_1,v42,606,607,209.0
G023X6I_1_1,v43,455,372,206.0
G023X6I_1_1,v44,558,634,192.0
G023X6I_1_1,v45,515,628,187.0
G023X6I_1_1,v46,558,656,171.0
