fingerprint,X,Y,Angle,Type
B183X1I_1_1,428,391,51.0,Bifurcation
B183X1I_1_1,331,297,312.0,Bifurcation
B183X1I_1_1,329,402,261.0,Bifurcation
B183X1I_1_1,444,427,243.0,Bifurcation
B183X1I_1_1,392,452,244.0,End
B183X1I_1_1,353,462,241.0,End
B183X1I_1_1,421,426,238.0,End
B183X1I_1_1,500,438,231.0,End
B183X1I_1_1,426,469,228.0,End
B183X1I_1_1,541,446,221.0,End
B183X1I_1_1,500,452,220.0,End
B183X1I_1_1,500,480,209.0,Bifurcation
B183X1I_1_1,618,449,189.0,End
B183X1I_1_1,552,501,187.0,End
B183X1I_1_1,604,484,183.0,End
B183X1I_1_1,667,445,180.0,End
B185X7I_1_1,420,412,76.0,Bifurcation
B185X7I_1_1,440,393,71.0,Bifurcation
B185X7I_1_1,441,369,52.0,End
B185X7I_1_1,403,385,55.0,Bifurcation
B185X7I_1_1,502,378,47.0,End
B185X7I_1_1,469,359,46.0,End
B185X7I_1_1,330,373,304.0,Bifurcation
B185X7I_1_1,343,427,284.0,Bifurcation
B185X7I_1_1,436,417,248.0,Bifurcation
B185X7I_1_1,336,385,107.0,Bifurcation
B187X2I_1_1,378,429,348.0,End
B187X2I_1_1,390,504,339.0,End
B187X2I_1_1,373,472,318.0,Bifurcation
B187X2I_1_1,472,432,218.0,End
B187X2I_1_1,484,394,218.0,End
B187X2I_1_1,476,357,216.0,End
B187X2I_1_1,444,488,214.0,Bifurcation
B187X2I_1_1,500,495,210.0,End
B187X2I_1_1,490,259,212.0,End
B187X2I_1_1,436,498,197.0,Bifurcation
B187X2I_1_1,533,488,199.0,Bifurcation
B187X2I_1_1,422,508,160.0,Bifurcation
B188X7I_1_1,403,397,88.0,Bifurcation
B188X7I_1_1,522,447,89.0,Bifurcation
B188X7I_1_1,458,392,88.0,Bifurcation
B188X7I_1_1,468,377,86.0,End
B188X7I_1_1,477,379,73.0,End
B188X7I_1_1,515,379,67.0,Bifurcation
B188X7I_1_1,500,379,65.0,End
B188X7I_1_1,398,367,25.0,End
B188X7I_1_1,412,427,277.0,Bifurcation
B188X7I_1_1,431,409,253.0,End
B188X7I_1_1,413,396,229.0,Bifurcation
B188X7I_1_1,473,481,120.0,End
B188X7I_1_1,379,400,114.0,End
B188X7I_1_1,392,409,110.0,End
B189X7I_1_1,370,402,79.0,Bifurcation
B189X7I_1_1,374,375,60.0,End
B189X7I_1_1,382,363,53.0,End
B189X7I_1_1,434,360,48.0,Bifurcation
B189X7I_1_1,411,537,340.0,End
B189X7I_1_1,344,471,293.0,Bifurcation
B189X7I_1_1,416,380,228.0,End
B189X7I_1_1,496,450,202.0,End
B189X7I_1_1,479,500,160.0,Bifurcation
B189X7I_1_1,329,462,127.0,End
B189X7I_1_1,360,419,104.0,Bifurcation
B190X8I_1_1,412,307,342.0,End
B190X8I_1_1,392,288,321.0,End
B190X8I_1_1,400,376,300.0,End
B190X8I_1_1,308,488,231.0,End
B190X8I_1_1,423,400,145.0,Bifurcation
B190X8I_1_1,412,296,137.0,End
B190X8I_1_1,458,384,119.0,Bifurcation
B190X8I_1_1,462,404,113.0,End
B190X8I_1_1,438,389,115.0,End
B191X3I_1_1,336,593,72.0,Bifurcation
B191X3I_1_1,337,628,49.0,End
B191X3I_1_1,442,489,29.0,Bifurcation
B191X3I_1_1,394,535,21.0,Bifurcation
B191X3I_1_1,366,568,336.0,Bifurcation
B191X3I_1_1,456,651,211.0,Bifurcation
B191X3I_1_1,392,652,212.0,End
B191X3I_1_1,366,659,206.0,Bifurcation
B191X3I_1_1,434,668,207.0,End
B191X3I_1_1,384,673,187.0,End
B191X3I_1_1,328,565,101.0,Bifurcation
B191X3I_1_1,320,601,94.0,Bifurcation
B192X9I_1_1,382,411,71.0,End
B192X9I_1_1,406,451,66.0,Bifurcation
B192X9I_1_1,425,491,65.0,Bifurcation
B192X9I_1_1,414,431,56.0,Bifurcation
B192X9I_1_1,307,310,25.0,Bifurcation
B192X9I_1_1,229,378,328.0,Bifurcation
B192X9I_1_1,284,300,177.0,Bifurcation
B192X9I_1_1,272,432,105.0,End
B192X9I_1_1,244,422,106.0,Bifurcation
B192X9I_1_1,326,435,94.0,Bifurcation
B192X9I_1_1,390,491,92.0,End
B193X2I_1_1,396,389,73.0,Bifurcation
B193X2I_1_1,441,353,60.0,End
B193X2I_1_1,384,429,56.0,Bifurcation
B193X2I_1_1,287,513,333.0,Bifurcation
B193X2I_1_1,283,475,303.0,End
B193X2I_1_1,357,470,241.0,End
B193X2I_1_1,474,392,240.0,Bifurcation
B193X2I_1_1,398,485,230.0,End
B193X2I_1_1,368,506,208.0,End
B193X2I_1_1,328,493,165.0,End
B193X2I_1_1,283,418,115.0,Bifurcation
B193X2I_1_1,306,434,112.0,End
B193X2I_1_1,327,433,98.0,End
B194X8I_1_1,334,415,88.0,Bifurcation
B194X8I_1_1,405,353,43.0,Bifurcation
B194X8I_1_1,381,438,277.0,End
B194X8I_1_1,381,490,210.0,Bifurcation
B194X8I_1_1,410,496,135.0,Bifurcation
B194X8I_1_1,449,531,124.0,End
B194X8I_1_1,387,403,96.0,End
B194X8I_1_1,432,460,100.0,Bifurcation
B194X8I_1_1,410,419,97.0,End
B195X3I_1_1,357,452,85.0,Bifurcation
B195X3I_1_1,411,417,74.0,End
B195X3I_1_1,427,368,47.0,Bifurcation
B195X3I_1_1,401,362,354.0,Bifurcation
B195X3I_1_1,401,406,333.0,Bifurcation
B195X3I_1_1,325,326,320.0,End
B195X3I_1_1,353,351,314.0,Bifurcation
B195X3I_1_1,293,323,304.0,End
B195X3I_1_1,292,275,301.0,End
B195X3I_1_1,221,463,296.0,Bifurcation
B195X3I_1_1,340,422,282.0,End
B195X3I_1_1,447,376,218.0,Bifurcation
B195X3I_1_1,422,377,166.0,End
B195X3I_1_1,395,320,165.0,Bifurcation
B195X3I_1_1,240,317,116.0,End
B195X3I_1_1,230,404,117.0,End
B195X3I_1_1,313,411,107.0,End
B195X3I_1_1,271,314,107.0,End
B195X3I_1_1,348,447,101.0,Bifurcation
B195X3I_1_1,298,382,101.0,End
B195X3I_1_1,361,412,92.0,End
B196X7I_1_1,487,377,63.0,Bifurcation
B196X7I_1_1,455,390,52.0,Bifurcation
B196X7I_1_1,485,357,44.0,End
B196X7I_1_1,448,366,26.0,Bifurcation
B196X7I_1_1,439,342,352.0,End
B196X7I_1_1,333,557,329.0,Bifurcation
B196X7I_1_1,317,272,317.0,End
B196X7I_1_1,355,535,317.0,Bifurcation
B196X7I_1_1,323,546,313.0,Bifurcation
B196X7I_1_1,398,371,313.0,Bifurcation
B196X7I_1_1,398,415,309.0,End
B196X7I_1_1,329,370,305.0,End
B196X7I_1_1,346,474,300.0,End
B196X7I_1_1,346,307,130.0,End
B196X7I_1_1,358,399,113.0,Bifurcation
B196X7I_1_1,483,462,104.0,End
B197X8I_1_1,374,458,68.0,Bifurcation
B197X8I_1_1,465,440,66.0,End
B197X8I_1_1,357,460,55.0,End
B197X8I_1_1,386,504,50.0,Bifurcation
B197X8I_1_1,408,383,50.0,Bifurcation
B197X8I_1_1,436,305,42.0,End
B197X8I_1_1,350,422,353.0,End
B197X8I_1_1,436,506,245.0,End
B197X8I_1_1,492,510,246.0,End
B197X8I_1_1,439,526,233.0,End
B197X8I_1_1,400,432,222.0,Bifurcation
B197X8I_1_1,386,452,216.0,Bifurcation
B197X8I_1_1,441,557,214.0,End
B197X8I_1_1,428,301,218.0,End
B197X8I_1_1,367,498,104.0,Bifurcation
B198X6I_1_1,493,572,76.0,End
B198X6I_1_1,525,565,65.0,Bifurcation
B198X6I_1_1,431,482,8.0,End
B198X6I_1_1,448,360,7.0,End
B198X6I_1_1,470,311,4.0,End
B198X6I_1_1,409,453,355.0,Bifurcation
B198X6I_1_1,411,552,349.0,Bifurcation
B198X6I_1_1,435,286,349.0,End
B198X6I_1_1,416,395,353.0,End
B198X6I_1_1,406,437,348.0,End
B198X6I_1_1,404,255,341.0,End
B198X6I_1_1,321,288,331.0,Bifurcation
B198X6I_1_1,329,182,327.0,Bifurcation
B198X6I_1_1,370,197,327.0,End
B198X6I_1_1,290,294,325.0,End
B198X6I_1_1,297,225,320.0,End
B198X6I_1_1,413,341,160.0,End
B198X6I_1_1,414,484,148.0,End
B198X6I_1_1,415,577,113.0,End
B198X6I_1_1,412,600,108.0,End
B198X6I_1_1,465,617,100.0,Bifurcation
B198X6I_1_1,422,591,100.0,End
B198X6I_1_1,438,584,98.0,Bifurcation
B199X1I_1_1,488,408,38.0,End
B199X1I_1_1,296,538,315.0,End
B199X1I_1_1,352,559,306.0,End
B199X1I_1_1,518,391,220.0,Bifurcation
B199X1I_1_1,491,266,198.0,End
B199X1I_1_1,445,274,188.0,End
B199X1I_1_1,481,448,185.0,End
B199X1I_1_1,478,475,171.0,Bifurcation
B199X1I_1_1,430,340,172.0,Bifurcation
B199X1I_1_1,462,429,168.0,Bifurcation
B199X1I_1_1,462,462,161.0,End
B199X1I_1_1,431,419,150.0,End
B199X1I_1_1,376,377,148.0,End
B199X1I_1_1,420,452,126.0,End
B199X1I_1_1,393,462,127.0,End
B199X1I_1_1,430,468,127.0,End
B199X1I_1_1,365,531,122.0,End
B199X1I_1_1,393,521,94.0,Bifurcation
B199X1I_1_1,502,484,91.0,End
B200X6I_1_1,397,351,87.0,End
B200X6I_1_1,436,416,52.0,End
B200X6I_1_1,358,428,31.0,End
B200X6I_1_1,302,499,16.0,End
B200X6I_1_1,332,419,1.0,End
B200X6I_1_1,411,431,240.0,End
B200X6I_1_1,464,439,225.0,Bifurcation
B200X6I_1_1,395,464,219.0,End
B200X6I_1_1,264,523,202.0,Bifurcation
B200X6I_1_1,350,517,200.0,End
B200X6I_1_1,346,572,184.0,End
B200X6I_1_1,376,349,113.0,End
B200X6I_1_1,424,232,113.0,End
B200X6I_1_1,375,299,107.0,End
B200X6I_1_1,346,279,111.0,Bifurcation
B200X6I_1_1,418,288,104.0,End
B200X6I_1_1,437,284,100.0,Bifurcation
B200X6I_1_1,381,376,93.0,End
G001X2I_1_1,313,381,342.0,End
G001X2I_1_1,353,384,339.0,End
G001X2I_1_1,261,383,342.0,Bifurcation
G001X2I_1_1,287,326,336.0,Bifurcation
G001X2I_1_1,356,352,337.0,End
G001X2I_1_1,385,196,322.0,End
G001X2I_1_1,418,84,322.0,Bifurcation
G001X2I_1_1,397,306,316.0,End
G001X2I_1_1,346,301,319.0,Bifurcation
G001X2I_1_1,418,266,316.0,End
G001X2I_1_1,418,234,319.0,End
G001X2I_1_1,473,232,311.0,End
G001X2I_1_1,458,181,141.0,End
G001X2I_1_1,349,276,143.0,End
G001X2I_1_1,418,276,137.0,End
G001X2I_1_1,453,234,140.0,End
G002X3I_1_1,278,352,0.0,End
G002X3I_1_1,170,637,324.0,Bifurcation
G002X3I_1_1,137,632,323.0,End
G002X3I_1_1,246,555,322.0,End
G002X3I_1_1,268,384,317.0,Bifurcation
G002X3I_1_1,239,599,320.0,End
G002X3I_1_1,191,622,318.0,End
G002X3I_1_1,193,581,312.0,End
G002X3I_1_1,241,534,306.0,End
G002X3I_1_1,158,596,309.0,End
G002X3I_1_1,133,553,301.0,End
G002X3I_1_1,187,453,299.0,End
G002X3I_1_1,91,520,299.0,End
G002X3I_1_1,210,540,301.0,Bifurcation
G002X3I_1_1,294,362,162.0,Bifurcation
G002X3I_1_1,152,444,109.0,End
G003X8I_1_1,384,401,87.0,End
G003X8I_1_1,395,392,84.0,End
G003X8I_1_1,395,462,81.0,Bifurcation
G003X8I_1_1,350,361,76.0,Bifurcation
G003X8I_1_1,411,374,72.0,Bifurcation
G003X8I_1_1,367,307,48.0,Bifurcation
G003X8I_1_1,361,257,26.0,Bifurcation
G003X8I_1_1,428,393,248.0,End
G003X8I_1_1,407,311,222.0,End
G003X8I_1_1,334,347,202.0,End
G003X8I_1_1,384,517,117.0,End
G003X8I_1_1,366,491,110.0,End
G003X8I_1_1,391,494,96.0,End
G004X8I_1_1,492,260,85.0,End
G004X8I_1_1,514,329,82.0,End
G004X8I_1_1,507,268,78.0,End
G004X8I_1_1,464,219,70.0,End
G004X8I_1_1,509,223,66.0,Bifurcation
G004X8I_1_1,486,216,61.0,Bifurcation
G004X8I_1_1,486,422,2.0,End
G004X8I_1_1,446,440,340.0,End
G004X8I_1_1,382,463,343.0,End
G004X8I_1_1,411,453,336.0,Bifurcation
G004X8I_1_1,458,436,332.0,Bifurcation
G004X8I_1_1,349,449,328.0,Bifurcation
G004X8I_1_1,333,440,324.0,End
G004X8I_1_1,296,410,325.0,Bifurcation
G004X8I_1_1,374,439,321.0,End
G004X8I_1_1,429,423,319.0,End
G004X8I_1_1,467,405,316.0,Bifurcation
G004X8I_1_1,333,419,317.0,Bifurcation
G004X8I_1_1,362,369,304.0,End
G004X8I_1_1,374,284,300.0,End
G004X8I_1_1,429,315,293.0,Bifurcation
G004X8I_1_1,396,302,298.0,Bifurcation
G004X8I_1_1,451,337,288.0,Bifurcation
G004X8I_1_1,428,299,276.0,End
G004X8I_1_1,511,251,246.0,End
G004X8I_1_1,416,268,233.0,Bifurcation
G004X8I_1_1,532,416,219.0,End
G004X8I_1_1,522,424,186.0,End
G004X8I_1_1,491,432,170.0,Bifurcation
G004X8I_1_1,437,455,166.0,End
G004X8I_1_1,360,424,145.0,Bifurcation
G004X8I_1_1,399,268,131.0,End
G004X8I_1_1,380,353,127.0,Bifurcation
G004X8I_1_1,385,321,126.0,Bifurcation
G004X8I_1_1,497,379,126.0,End
G004X8I_1_1,446,315,120.0,Bifurcation
G004X8I_1_1,405,285,118.0,Bifurcation
G004X8I_1_1,473,301,105.0,End
G004X8I_1_1,466,276,101.0,Bifurcation
G004X8I_1_1,492,315,92.0,End
G004X8I_1_1,438,259,95.0,End
G004X8I_1_1,501,325,90.0,End
G005X8I_1_1,349,383,78.0,Bifurcation
G005X8I_1_1,329,362,78.0,End
G005X8I_1_1,347,343,62.0,End
G005X8I_1_1,367,331,62.0,Bifurcation
G005X8I_1_1,303,528,1.0,End
G005X8I_1_1,313,480,347.0,End
G005X8I_1_1,329,460,346.0,End
G005X8I_1_1,343,433,337.0,End
G005X8I_1_1,303,447,330.0,End
G005X8I_1_1,309,427,315.0,Bifurcation
G005X8I_1_1,369,361,243.0,Bifurcation
G005X8I_1_1,395,443,228.0,End
G005X8I_1_1,412,477,208.0,End
G005X8I_1_1,386,460,193.0,End
G005X8I_1_1,374,436,190.0,Bifurcation
G006X6I_1_1,453,527,81.0,End
G006X6I_1_1,405,485,60.0,Bifurcation
G006X6I_1_1,336,481,52.0,End
G006X6I_1_1,441,461,48.0,End
G006X6I_1_1,485,418,37.0,End
G006X6I_1_1,349,449,30.0,Bifurcation
G006X6I_1_1,489,333,23.0,End
G006X6I_1_1,431,333,22.0,End
G006X6I_1_1,418,373,21.0,End
G006X6I_1_1,361,429,16.0,End
G006X6I_1_1,341,271,14.0,Bifurcation
G006X6I_1_1,299,403,9.0,End
G006X6I_1_1,403,188,5.0,End
G006X6I_1_1,340,235,355.0,End
G006X6I_1_1,370,178,346.0,End
G006X6I_1_1,515,409,213.0,End
G006X6I_1_1,464,268,203.0,End
G006X6I_1_1,497,252,203.0,Bifurcation
G006X6I_1_1,387,308,196.0,End
G006X6I_1_1,360,415,192.0,End
G006X6I_1_1,473,202,196.0,End
G006X6I_1_1,343,249,176.0,End
G007X1I_1_1,279,441,58.0,End
G007X1I_1_1,371,471,55.0,End
G007X1I_1_1,427,464,51.0,End
G007X1I_1_1,435,450,51.0,End
G007X1I_1_1,299,438,51.0,End
G007X1I_1_1,353,472,55.0,End
G007X1I_1_1,512,357,54.0,End
G007X1I_1_1,377,455,50.0,End
G007X1I_1_1,373,425,47.0,End
G007X1I_1_1,403,398,49.0,Bifurcation
G007X1I_1_1,480,295,47.0,End
G007X1I_1_1,365,550,49.0,Bifurcation
G007X1I_1_1,415,237,39.0,End
G007X1I_1_1,422,190,36.0,End
G007X1I_1_1,362,287,26.0,End
G007X1I_1_1,343,343,23.0,End
G007X1I_1_1,466,578,22.0,End
G007X1I_1_1,384,490,235.0,End
G007X1I_1_1,519,392,233.0,Bifurcation
G007X1I_1_1,464,461,232.0,End
G007X1I_1_1,441,482,232.0,End
G007X1I_1_1,448,467,229.0,End
G007X1I_1_1,411,546,228.0,End
G007X1I_1_1,421,487,229.0,Bifurcation
G007X1I_1_1,428,174,229.0,End
G007X1I_1_1,387,424,221.0,Bifurcation
G007X1I_1_1,383,592,220.0,Bifurcation
G007X1I_1_1,441,594,220.0,End
G007X1I_1_1,496,173,224.0,Bifurcation
G007X1I_1_1,480,330,225.0,Bifurcation
G007X1I_1_1,533,274,214.0,Bifurcation
G007X1I_1_1,491,229,218.0,End
G007X1I_1_1,372,244,209.0,End
G007X1I_1_1,412,594,211.0,End
G007X1I_1_1,374,196,212.0,Bifurcation
G007X1I_1_1,406,301,210.0,End
G007X1I_1_1,413,268,211.0,Bifurcation
G007X1I_1_1,395,222,205.0,End
G007X1I_1_1,578,535,207.0,Bifurcation
G007X1I_1_1,376,340,205.0,End
G007X1I_1_1,493,589,203.0,End
G007X1I_1_1,569,579,197.0,End
G007X1I_1_1,340,299,202.0,Bifurcation
G007X1I_1_1,340,357,197.0,End
G007X1I_1_1,493,601,194.0,Bifurcation
G007X1I_1_1,317,330,195.0,Bifurcation
G007X1I_1_1,533,571,189.0,Bifurcation
G007X1I_1_1,496,629,179.0,Bifurcation
G007X1I_1_1,512,642,171.0,End
G008X6I_1_1,423,439,54.0,Bifurcation
G008X6I_1_1,507,403,53.0,Bifurcation
G008X6I_1_1,439,394,42.0,Bifurcation
G008X6I_1_1,449,433,43.0,Bifurcation
G008X6I_1_1,443,371,31.0,End
G008X6I_1_1,379,433,25.0,End
G008X6I_1_1,389,423,18.0,Bifurcation
G008X6I_1_1,487,259,20.0,Bifurcation
G008X6I_1_1,445,327,13.0,Bifurcation
G008X6I_1_1,461,183,9.0,End
G008X6I_1_1,436,209,4.0,Bifurcation
G008X6I_1_1,397,319,347.0,End
G008X6I_1_1,381,413,348.0,Bifurcation
G008X6I_1_1,364,435,347.0,End
G008X6I_1_1,363,265,336.0,End
G008X6I_1_1,418,515,333.0,End
G008X6I_1_1,395,366,337.0,Bifurcation
G008X6I_1_1,385,399,333.0,End
G008X6I_1_1,414,501,322.0,End
G008X6I_1_1,352,429,324.0,End
G008X6I_1_1,273,468,316.0,Bifurcation
G008X6I_1_1,285,439,317.0,Bifurcation
G008X6I_1_1,305,460,316.0,Bifurcation
G008X6I_1_1,291,369,311.0,End
G008X6I_1_1,411,489,308.0,Bifurcation
G008X6I_1_1,521,429,230.0,End
G008X6I_1_1,467,442,221.0,End
G008X6I_1_1,463,483,213.0,End
G008X6I_1_1,478,186,193.0,Bifurcation
G008X6I_1_1,469,196,180.0,Bifurcation
G008X6I_1_1,425,235,176.0,Bifurcation
G008X6I_1_1,451,264,170.0,Bifurcation
G008X6I_1_1,419,350,163.0,Bifurcation
G008X6I_1_1,350,255,154.0,End
G008X6I_1_1,375,289,148.0,Bifurcation
G008X6I_1_1,246,426,136.0,End
G008X6I_1_1,338,447,136.0,Bifurcation
G008X6I_1_1,222,377,130.0,Bifurcation
G008X6I_1_1,421,464,114.0,End
G008X6I_1_1,405,447,91.0,Bifurcation
G009X8I_1_1,481,389,75.0,End
G009X8I_1_1,478,347,63.0,Bifurcation
G009X8I_1_1,440,341,50.0,Bifurcation
G009X8I_1_1,443,328,38.0,End
G009X8I_1_1,423,283,349.0,End
G009X8I_1_1,412,295,351.0,End
G009X8I_1_1,399,278,346.0,End
G009X8I_1_1,405,355,322.0,End
G009X8I_1_1,305,259,310.0,End
G009X8I_1_1,268,266,311.0,End
G009X8I_1_1,343,318,310.0,Bifurcation
G009X8I_1_1,345,289,315.0,End
G009X8I_1_1,387,348,294.0,Bifurcation
G009X8I_1_1,403,382,288.0,Bifurcation
G009X8I_1_1,397,403,270.0,Bifurcation
G009X8I_1_1,454,357,223.0,Bifurcation
G009X8I_1_1,370,267,143.0,End
G009X8I_1_1,404,261,145.0,End
G009X8I_1_1,435,409,110.0,Bifurcation
G009X8I_1_1,266,294,108.0,End
G009X8I_1_1,426,376,100.0,End
G009X8I_1_1,332,329,101.0,End
G009X8I_1_1,448,401,96.0,Bifurcation
G011X7I_1_1,412,290,17.0,Bifurcation
G011X7I_1_1,466,512,14.0,Bifurcation
G011X7I_1_1,520,542,357.0,End
G011X7I_1_1,413,446,358.0,End
G011X7I_1_1,363,327,338.0,End
G011X7I_1_1,386,396,338.0,Bifurcation
G011X7I_1_1,333,349,321.0,End
G011X7I_1_1,386,427,317.0,End
G011X7I_1_1,359,382,314.0,End
G011X7I_1_1,545,397,212.0,End
G011X7I_1_1,489,376,209.0,End
G011X7I_1_1,552,480,203.0,End
G011X7I_1_1,435,367,194.0,End
G011X7I_1_1,453,434,196.0,Bifurcation
G011X7I_1_1,489,471,191.0,End
G011X7I_1_1,487,522,191.0,Bifurcation
G011X7I_1_1,553,543,182.0,End
G011X7I_1_1,463,497,172.0,End
G011X7I_1_1,425,396,172.0,Bifurcation
G011X7I_1_1,415,374,172.0,End
G011X7I_1_1,389,286,165.0,End
G011X7I_1_1,353,308,155.0,Bifurcation
G011X7I_1_1,400,411,127.0,End
G012X8I_1_1,405,409,13.0,Bifurcation
G012X8I_1_1,371,373,355.0,End
G012X8I_1_1,372,471,347.0,End
G012X8I_1_1,437,493,347.0,End
G012X8I_1_1,362,450,341.0,Bifurcation
G012X8I_1_1,356,434,343.0,End
G012X8I_1_1,291,370,329.0,End
G012X8I_1_1,455,421,201.0,Bifurcation
G012X8I_1_1,452,447,195.0,End
G012X8I_1_1,422,386,187.0,End
G012X8I_1_1,405,437,180.0,Bifurcation
G012X8I_1_1,399,448,158.0,Bifurcation
G012X8I_1_1,433,475,161.0,End
G012X8I_1_1,451,487,162.0,End
G012X8I_1_1,354,422,144.0,Bifurcation
G013X4I_1_1,415,484,80.0,End
G013X4I_1_1,473,509,83.0,End
G013X4I_1_1,498,505,72.0,End
G013X4I_1_1,439,450,63.0,Bifurcation
G013X4I_1_1,365,517,58.0,Bifurcation
G013X4I_1_1,512,459,57.0,Bifurcation
G013X4I_1_1,394,463,53.0,End
G013X4I_1_1,469,447,56.0,End
G013X4I_1_1,377,495,45.0,Bifurcation
G013X4I_1_1,405,388,22.0,Bifurcation
G013X4I_1_1,299,341,336.0,Bifurcation
G013X4I_1_1,405,480,240.0,End
G013X4I_1_1,368,411,152.0,Bifurcation
G013X4I_1_1,281,372,131.0,Bifurcation
G013X4I_1_1,385,449,96.0,End
G013X4I_1_1,457,513,91.0,End
G014X7I_1_1,522,392,86.0,End
G014X7I_1_1,466,391,56.0,End
G014X7I_1_1,431,396,47.0,Bifurcation
G014X7I_1_1,388,470,36.0,Bifurcation
G014X7I_1_1,425,464,34.0,Bifurcation
G014X7I_1_1,418,503,25.0,End
G014X7I_1_1,469,505,11.0,End
G014X7I_1_1,422,293,2.0,End
G014X7I_1_1,385,321,342.0,End
G014X7I_1_1,307,271,327.0,End
G014X7I_1_1,351,249,329.0,End
G014X7I_1_1,333,332,325.0,End
G014X7I_1_1,328,238,314.0,End
G014X7I_1_1,492,451,265.0,End
G014X7I_1_1,484,438,256.0,End
G014X7I_1_1,476,437,241.0,Bifurcation
G014X7I_1_1,456,481,207.0,Bifurcation
G014X7I_1_1,439,512,203.0,End
G014X7I_1_1,490,514,185.0,End
G014X7I_1_1,407,287,171.0,End
G014X7I_1_1,405,307,157.0,End
G016X8I_1_1,326,262,35.0,Bifurcation
G016X8I_1_1,310,276,7.0,Bifurcation
G016X8I_1_1,221,389,349.0,End
G016X8I_1_1,180,344,349.0,Bifurcation
G016X8I_1_1,277,176,350.0,End
G016X8I_1_1,240,359,323.0,Bifurcation
G016X8I_1_1,271,286,322.0,Bifurcation
G016X8I_1_1,229,251,317.0,Bifurcation
G016X8I_1_1,220,222,320.0,End
G016X8I_1_1,324,276,171.0,Bifurcation
G016X8I_1_1,216,196,141.0,Bifurcation
G016X8I_1_1,226,312,145.0,Bifurcation
G016X8I_1_1,274,342,136.0,Bifurcation
G016X8I_1_1,288,304,133.0,Bifurcation
G017X9I_1_1,444,435,72.0,End
G017X9I_1_1,450,415,67.0,End
G017X9I_1_1,507,351,46.0,Bifurcation
G017X9I_1_1,477,303,49.0,Bifurcation
G017X9I_1_1,509,433,50.0,End
G017X9I_1_1,442,296,34.0,Bifurcation
G017X9I_1_1,408,379,18.0,Bifurcation
G017X9I_1_1,412,268,2.0,End
G017X9I_1_1,406,337,357.0,Bifurcation
G017X9I_1_1,396,402,343.0,Bifurcation
G017X9I_1_1,402,553,333.0,Bifurcation
G017X9I_1_1,362,205,337.0,End
G017X9I_1_1,368,577,330.0,End
G017X9I_1_1,354,248,327.0,End
G017X9I_1_1,355,551,327.0,End
G017X9I_1_1,359,292,323.0,Bifurcation
G017X9I_1_1,386,539,325.0,Bifurcation
G017X9I_1_1,381,511,311.0,Bifurcation
G017X9I_1_1,351,494,306.0,End
G017X9I_1_1,371,489,302.0,End
G017X9I_1_1,369,469,293.0,Bifurcation
G017X9I_1_1,412,462,292.0,Bifurcation
G017X9I_1_1,480,467,242.0,Bifurcation
G017X9I_1_1,494,481,232.0,End
G017X9I_1_1,498,330,229.0,End
G017X9I_1_1,526,363,230.0,Bifurcation
G017X9I_1_1,495,300,222.0,End
G017X9I_1_1,511,239,219.0,End
G017X9I_1_1,468,234,203.0,End
G017X9I_1_1,487,515,200.0,End
G017X9I_1_1,446,356,192.0,Bifurcation
G017X9I_1_1,466,285,192.0,Bifurcation
G017X9I_1_1,430,275,186.0,End
G017X9I_1_1,421,399,189.0,Bifurcation
G017X9I_1_1,432,331,182.0,Bifurcation
G017X9I_1_1,412,211,167.0,Bifurcation
G017X9I_1_1,453,484,167.0,End
G017X9I_1_1,407,261,160.0,End
G017X9I_1_1,371,411,111.0,Bifurcation
G017X9I_1_1,422,425,90.0,Bifurcation
G018X6I_1_1,331,427,88.0,End
G018X6I_1_1,297,437,85.0,End
G018X6I_1_1,509,418,67.0,End
G018X6I_1_1,504,359,36.0,End
G018X6I_1_1,478,382,31.0,End
G018X6I_1_1,350,472,1.0,End
G018X6I_1_1,451,331,358.0,End
G018X6I_1_1,429,303,344.0,Bifurcation
G018X6I_1_1,424,387,342.0,End
G018X6I_1_1,422,290,336.0,End
G018X6I_1_1,306,250,330.0,End
G018X6I_1_1,420,535,326.0,End
G018X6I_1_1,380,382,308.0,End
G018X6I_1_1,357,487,215.0,End
G018X6I_1_1,477,299,171.0,Bifurcation
G018X6I_1_1,414,261,148.0,Bifurcation
G018X6I_1_1,293,364,140.0,End
G018X6I_1_1,306,323,135.0,End
G018X6I_1_1,330,379,114.0,End
G018X6I_1_1,353,370,112.0,End
G018X6I_1_1,315,413,105.0,End
G019X1I_1_1,301,467,78.0,End
G019X1I_1_1,423,483,50.0,End
G019X1I_1_1,478,357,35.0,End
G019X1I_1_1,506,298,23.0,End
G019X1I_1_1,494,266,19.0,End
G019X1I_1_1,468,335,22.0,End
G019X1I_1_1,505,276,20.0,Bifurcation
G019X1I_1_1,266,498,12.0,End
G019X1I_1_1,310,604,11.0,End
G019X1I_1_1,279,550,5.0,End
G019X1I_1_1,408,277,5.0,End
G019X1I_1_1,270,447,299.0,End
G019X1I_1_1,328,505,248.0,End
G019X1I_1_1,325,527,239.0,End
G019X1I_1_1,375,527,238.0,Bifurcation
G019X1I_1_1,356,555,233.0,End
G019X1I_1_1,318,539,224.0,End
G019X1I_1_1,502,377,218.0,End
G019X1I_1_1,334,576,210.0,End
G019X1I_1_1,514,356,211.0,End
G019X1I_1_1,565,308,205.0,End
