folder_name,auc,preprocessing,classifier
poker-8-9_vs_5,0.9275512195121951,min_max,BRM
poker-8-9_vs_5,0.9217756097560976,std,BRM
poker-8-9_vs_5,0.9446829268292682,minmax_std,BRM
poker-8-9_vs_5,0.6563512195121951,raw,GMM
poker-8-9_vs_5,0.6563512195121951,min_max,GMM
poker-8-9_vs_5,0.6563512195121951,std,GMM
poker-8-9_vs_5,0.6563512195121951,minmax_std,GMM
shuttle-6_vs_2-3,1.0,raw,ocSVM
shuttle-6_vs_2-3,0.8540909090909091,min_max,ocSVM
shuttle-6_vs_2-3,0.9795454545454545,std,ocSVM
shuttle-6_vs_2-3,0.9795454545454545,minmax_std,ocSVM
shuttle-6_vs_2-3,0.9495454545454546,raw,ISOF
shuttle-6_vs_2-3,0.9609090909090909,min_max,ISOF
shuttle-6_vs_2-3,0.9686363636363636,std,ISOF
shuttle-6_vs_2-3,0.9672727272727273,minmax_std,ISOF
shuttle-6_vs_2-3,1.0,raw,BRM
shuttle-6_vs_2-3,1.0,min_max,BRM
shuttle-6_vs_2-3,1.0,std,BRM
shuttle-6_vs_2-3,1.0,minmax_std,BRM
shuttle-6_vs_2-3,0.9313636363636364,raw,GMM
shuttle-6_vs_2-3,0.9313636363636364,min_max,GMM
shuttle-6_vs_2-3,0.9313636363636364,std,GMM
shuttle-6_vs_2-3,0.9313636363636364,minmax_std,GMM
vehicle1,0.512385250525668,raw,ocSVM
vehicle1,0.542709149919776,min_max,ocSVM
vehicle1,0.5064582066479599,std,ocSVM
vehicle1,0.5064582066479599,minmax_std,ocSVM
vehicle1,0.5443942180185064,raw,ISOF
vehicle1,0.5442257112086334,min_max,ISOF
vehicle1,0.5576110130189826,std,ISOF
vehicle1,0.5451122035562264,minmax_std,ISOF
vehicle1,0.8423142578740301,raw,BRM
vehicle1,0.8864190837625372,min_max,BRM
vehicle1,0.9112628486442529,std,BRM
vehicle1,0.91141670268805,minmax_std,BRM
vehicle1,0.5493834848673558,raw,GMM
vehicle1,0.5483431384759657,min_max,GMM
vehicle1,0.5493834848673559,std,GMM
vehicle1,0.5493834848673559,minmax_std,GMM
winequality-red-4,0.5369669750299007,raw,ocSVM
winequality-red-4,0.5993678146891552,min_max,ocSVM
winequality-red-4,0.6053845590568478,std,ocSVM
winequality-red-4,0.6053845590568478,minmax_std,ocSVM
winequality-red-4,0.5940955356489053,raw,ISOF
winequality-red-4,0.5887012131123532,min_max,ISOF
winequality-red-4,0.5830994166320876,std,ISOF
winequality-red-4,0.5786082159681711,minmax_std,ISOF
winequality-red-4,0.6994678903561229,raw,BRM
winequality-red-4,0.9182674705264956,min_max,BRM
winequality-red-4,0.9278478849862091,std,BRM
winequality-red-4,0.9174131660523811,minmax_std,BRM
winequality-red-4,0.5767409504747492,raw,GMM
winequality-red-4,0.5751543850228221,min_max,GMM
winequality-red-4,0.5751665893724522,std,GMM
winequality-red-4,0.5751665893724522,minmax_std,GMM
vehicle2,0.5884780576170162,raw,ocSVM
vehicle2,0.5521533337229008,min_max,ocSVM
vehicle2,0.5073482148074563,std,ocSVM
vehicle2,0.5073482148074563,minmax_std,ocSVM
vehicle2,0.6189154443989949,raw,ISOF
vehicle2,0.625233740431251,min_max,ISOF
vehicle2,0.6025682229883715,std,ISOF
vehicle2,0.5644612283059662,minmax_std,ISOF
vehicle2,0.9382486998188512,raw,BRM
vehicle2,0.9965669374159996,min_max,BRM
vehicle2,0.997428855256238,std,BRM
vehicle2,0.9969248524513528,minmax_std,BRM
vehicle2,0.5673537661426985,raw,GMM
vehicle2,0.5676678548471922,min_max,GMM
vehicle2,0.5673464617542219,std,GMM
vehicle2,0.5673464617542219,minmax_std,GMM
shuttle-c0-vs-c4,0.994767391988105,raw,ocSVM
shuttle-c0-vs-c4,0.9803419780973894,min_max,ocSVM
shuttle-c0-vs-c4,0.997931737816792,std,ocSVM
shuttle-c0-vs-c4,0.997931737816792,minmax_std,ocSVM
shuttle-c0-vs-c4,0.9999904688378654,raw,ISOF
shuttle-c0-vs-c4,0.9997617209466351,min_max,ISOF
shuttle-c0-vs-c4,0.9991421954078861,std,ISOF
shuttle-c0-vs-c4,0.9978316606143787,minmax_std,ISOF
shuttle-c0-vs-c4,1.0,raw,BRM
shuttle-c0-vs-c4,1.0,min_max,BRM
shuttle-c0-vs-c4,1.0,std,BRM
shuttle-c0-vs-c4,1.0,minmax_std,BRM
shuttle-c0-vs-c4,0.997312212278043,raw,GMM
shuttle-c0-vs-c4,0.997693458763427,min_max,GMM
shuttle-c0-vs-c4,0.997312212278043,std,GMM
shuttle-c0-vs-c4,0.997312212278043,minmax_std,GMM
vehicle3,0.5478096541872508,raw,ocSVM
vehicle3,0.5645050889827987,min_max,ocSVM
vehicle3,0.5358981608237605,std,ocSVM
vehicle3,0.5358981608237605,minmax_std,ocSVM
vehicle3,0.5876138325099697,raw,ISOF
vehicle3,0.5889679185762753,min_max,ISOF
vehicle3,0.5907758466757931,std,ISOF
vehicle3,0.6134381882030832,minmax_std,ISOF
vehicle3,0.8217368013808701,raw,BRM
vehicle3,0.8813389083983096,min_max,BRM
vehicle3,0.8970596988274507,std,BRM
vehicle3,0.9051693351586215,minmax_std,BRM
vehicle3,0.5185554431283852,raw,GMM
vehicle3,0.5191804059282186,min_max,GMM
vehicle3,0.5186298434616987,std,GMM
vehicle3,0.5186298434616987,minmax_std,GMM
vowel0,0.7650952734471665,raw,ocSVM
vowel0,0.9475006186587478,min_max,ocSVM
vowel0,0.9338653798564711,std,ocSVM
vowel0,0.9338653798564711,minmax_std,ocSVM
vowel0,0.9137465973768869,raw,ISOF
vowel0,0.9444939371442712,min_max,ISOF
vowel0,0.9080301905468944,std,ISOF
vowel0,0.9232863152684979,minmax_std,ISOF
vowel0,0.9901014600346449,raw,BRM
vowel0,0.9999876268250433,min_max,BRM
vowel0,1.0,std,BRM
vowel0,1.0,minmax_std,BRM
vowel0,0.793046275674338,raw,GMM
vowel0,0.7930586488492948,min_max,GMM
vowel0,0.793046275674338,std,GMM
vowel0,0.793046275674338,minmax_std,GMM
shuttle-c2-vs-c4,0.7642276422764228,raw,ocSVM
shuttle-c2-vs-c4,0.9715447154471545,min_max,ocSVM
shuttle-c2-vs-c4,0.9728997289972899,std,ocSVM
shuttle-c2-vs-c4,0.9728997289972899,minmax_std,ocSVM
shuttle-c2-vs-c4,0.9715447154471545,raw,ISOF
shuttle-c2-vs-c4,0.9769647696476964,min_max,ISOF
shuttle-c2-vs-c4,0.9742547425474255,std,ISOF
shuttle-c2-vs-c4,0.9769647696476964,minmax_std,ISOF
shuttle-c2-vs-c4,1.0,raw,BRM
shuttle-c2-vs-c4,0.5,min_max,BRM
shuttle-c2-vs-c4,1.0,std,BRM
shuttle-c2-vs-c4,1.0,minmax_std,BRM
shuttle-c2-vs-c4,0.9742547425474255,raw,GMM
shuttle-c2-vs-c4,0.9742547425474255,min_max,GMM
shuttle-c2-vs-c4,0.9742547425474255,std,GMM
shuttle-c2-vs-c4,0.9742547425474255,minmax_std,GMM
winequality-red-3_vs_5,0.5864904552129222,raw,ocSVM
winequality-red-3_vs_5,0.7656387665198238,min_max,ocSVM
winequality-red-3_vs_5,0.8145374449339207,std,ocSVM
winequality-red-3_vs_5,0.8145374449339207,minmax_std,ocSVM
winequality-red-3_vs_5,0.7538913362701909,raw,ISOF
winequality-red-3_vs_5,0.797503671071953,min_max,ISOF
winequality-red-3_vs_5,0.7941262848751836,std,ISOF
winequality-red-3_vs_5,0.7493392070484581,minmax_std,ISOF
winequality-red-3_vs_5,0.8995594713656387,raw,BRM
winequality-red-3_vs_5,0.9581497797356828,min_max,BRM
winequality-red-3_vs_5,0.9719530102790014,std,BRM
winequality-red-3_vs_5,0.9779735682819384,minmax_std,BRM
winequality-red-3_vs_5,0.7947136563876652,raw,GMM
winequality-red-3_vs_5,0.7973568281938326,min_max,GMM
winequality-red-3_vs_5,0.7973568281938326,std,GMM
winequality-red-3_vs_5,0.7973568281938326,minmax_std,GMM
vehicle0,0.557299635736643,raw,ocSVM
vehicle0,0.5592258044472751,min_max,ocSVM
vehicle0,0.5424417295130988,std,ocSVM
vehicle0,0.5424417295130988,minmax_std,ocSVM
vehicle0,0.5174326035121513,raw,ISOF
vehicle0,0.5512182240413817,min_max,ISOF
vehicle0,0.5292614541020403,std,ISOF
vehicle0,0.521517945212927,minmax_std,ISOF
vehicle0,0.887575435135492,raw,BRM
vehicle0,0.9958059229687852,min_max,BRM
vehicle0,0.9976078227303441,std,BRM
vehicle0,0.9982058670477582,minmax_std,BRM
vehicle0,0.6045995044775656,raw,GMM
vehicle0,0.6031859451818598,min_max,GMM
vehicle0,0.6045218363843949,std,GMM
vehicle0,0.6045218363843949,minmax_std,GMM
winequality-white-3_vs_7,0.8460795454545454,raw,ocSVM
winequality-white-3_vs_7,0.8103977272727272,min_max,ocSVM
winequality-white-3_vs_7,0.8448295454545455,std,ocSVM
winequality-white-3_vs_7,0.8448295454545455,minmax_std,ocSVM
winequality-white-3_vs_7,0.8672727272727272,raw,ISOF
winequality-white-3_vs_7,0.8536363636363636,min_max,ISOF
winequality-white-3_vs_7,0.8416477272727272,std,ISOF
winequality-white-3_vs_7,0.8459659090909091,minmax_std,ISOF
winequality-white-3_vs_7,0.76,raw,BRM
winequality-white-3_vs_7,0.9086363636363637,min_max,BRM
winequality-white-3_vs_7,0.9839772727272728,std,BRM
winequality-white-3_vs_7,0.9601704545454545,minmax_std,BRM
winequality-white-3_vs_7,0.8856818181818182,raw,GMM
winequality-white-3_vs_7,0.8892045454545454,min_max,GMM
winequality-white-3_vs_7,0.8891477272727273,std,GMM
winequality-white-3_vs_7,0.8891477272727273,minmax_std,GMM
yeast-0-2-5-6_vs_3-7-8-9,0.7665606339639489,raw,ocSVM
yeast-0-2-5-6_vs_3-7-8-9,0.7586584072771918,min_max,ocSVM
yeast-0-2-5-6_vs_3-7-8-9,0.7281098275573414,std,ocSVM
yeast-0-2-5-6_vs_3-7-8-9,0.7281098275573414,minmax_std,ocSVM
yeast-0-2-5-6_vs_3-7-8-9,0.7476421675316702,raw,ISOF
yeast-0-2-5-6_vs_3-7-8-9,0.7420168536190636,min_max,ISOF
yeast-0-2-5-6_vs_3-7-8-9,0.727373179306881,std,ISOF
yeast-0-2-5-6_vs_3-7-8-9,0.7469390032925944,minmax_std,ISOF
yeast-0-2-5-6_vs_3-7-8-9,0.8609409007199063,raw,BRM
yeast-0-2-5-6_vs_3-7-8-9,0.8594341202076008,min_max,BRM
yeast-0-2-5-6_vs_3-7-8-9,0.8710195881466599,std,BRM
yeast-0-2-5-6_vs_3-7-8-9,0.8638651710474915,minmax_std,BRM
yeast-0-2-5-6_vs_3-7-8-9,0.7028405602991239,raw,GMM
yeast-0-2-5-6_vs_3-7-8-9,0.7028293989619956,min_max,GMM
yeast-0-2-5-6_vs_3-7-8-9,0.7028293989619956,std,GMM
yeast-0-2-5-6_vs_3-7-8-9,0.7028293989619956,minmax_std,GMM
yeast-0-2-5-7-9_vs_3-6-8,0.8266755957363692,raw,ocSVM
yeast-0-2-5-7-9_vs_3-6-8,0.8355488587532787,min_max,ocSVM
yeast-0-2-5-7-9_vs_3-6-8,0.7765388693565489,std,ocSVM
yeast-0-2-5-7-9_vs_3-6-8,0.7765388693565489,minmax_std,ocSVM
yeast-0-2-5-7-9_vs_3-6-8,0.7741280205368604,raw,ISOF
yeast-0-2-5-7-9_vs_3-6-8,0.7922093866845248,min_max,ISOF
yeast-0-2-5-7-9_vs_3-6-8,0.8163513588927953,std,ISOF
yeast-0-2-5-7-9_vs_3-6-8,0.810391204866343,minmax_std,ISOF
yeast-0-2-5-7-9_vs_3-6-8,0.9346057257659467,raw,BRM
yeast-0-2-5-7-9_vs_3-6-8,0.9356772141302527,min_max,BRM
yeast-0-2-5-7-9_vs_3-6-8,0.9425860818126012,std,BRM
yeast-0-2-5-7-9_vs_3-6-8,0.9410123332775265,minmax_std,BRM
yeast-0-2-5-7-9_vs_3-6-8,0.7436910541882917,raw,GMM
yeast-0-2-5-7-9_vs_3-6-8,0.7437133768625481,min_max,GMM
yeast-0-2-5-7-9_vs_3-6-8,0.7437133768625481,std,GMM
yeast-0-2-5-7-9_vs_3-6-8,0.7437133768625481,minmax_std,GMM
yeast-0-5-6-7-9_vs_4,0.6802318411641386,raw,ocSVM
yeast-0-5-6-7-9_vs_4,0.6566366588564148,min_max,ocSVM
yeast-0-5-6-7-9_vs_4,0.6355900850906401,std,ocSVM
yeast-0-5-6-7-9_vs_4,0.6355900850906401,minmax_std,ocSVM
yeast-0-5-6-7-9_vs_4,0.6581164960743207,raw,ISOF
yeast-0-5-6-7-9_vs_4,0.6552801414066675,min_max,ISOF
yeast-0-5-6-7-9_vs_4,0.628807497841904,std,ISOF
yeast-0-5-6-7-9_vs_4,0.6333292226743947,minmax_std,ISOF
yeast-0-5-6-7-9_vs_4,0.9017552513667941,raw,BRM
yeast-0-5-6-7-9_vs_4,0.9041394335511982,min_max,BRM
yeast-0-5-6-7-9_vs_4,0.9264192049985612,std,BRM
yeast-0-5-6-7-9_vs_4,0.9183212068894644,minmax_std,BRM
yeast-0-5-6-7-9_vs_4,0.654170263493238,raw,GMM
yeast-0-5-6-7-9_vs_4,0.6541702634932379,min_max,GMM
yeast-0-5-6-7-9_vs_4,0.6541702634932379,std,GMM
yeast-0-5-6-7-9_vs_4,0.6541702634932379,minmax_std,GMM
winequality-red-8_vs_6-7,0.5864197530864197,raw,ocSVM
winequality-red-8_vs_6-7,0.605270144696668,min_max,ocSVM
winequality-red-8_vs_6-7,0.581375282092128,std,ocSVM
winequality-red-8_vs_6-7,0.581375282092128,minmax_std,ocSVM
winequality-red-8_vs_6-7,0.5859551307579982,raw,ISOF
winequality-red-8_vs_6-7,0.5949157042347006,min_max,ISOF
winequality-red-8_vs_6-7,0.6115093588211867,std,ISOF
winequality-red-8_vs_6-7,0.5900703570954468,minmax_std,ISOF
winequality-red-8_vs_6-7,0.7592592592592592,raw,BRM
winequality-red-8_vs_6-7,0.9531395194477632,min_max,BRM
winequality-red-8_vs_6-7,0.9674100623921411,std,BRM
winequality-red-8_vs_6-7,0.9759723881587681,minmax_std,BRM
winequality-red-8_vs_6-7,0.5829018983140848,raw,GMM
winequality-red-8_vs_6-7,0.582503650604009,min_max,GMM
winequality-red-8_vs_6-7,0.5823709013673171,std,GMM
winequality-red-8_vs_6-7,0.5823709013673172,minmax_std,GMM
winequality-red-8_vs_6,0.6051027516544758,raw,ocSVM
winequality-red-8_vs_6,0.657088122605364,min_max,ocSVM
winequality-red-8_vs_6,0.6344479275513759,std,ocSVM
winequality-red-8_vs_6,0.6344479275513759,minmax_std,ocSVM
winequality-red-8_vs_6,0.671281783350749,raw,ISOF
winequality-red-8_vs_6,0.6635318704284221,min_max,ISOF
winequality-red-8_vs_6,0.64576802507837,std,ISOF
winequality-red-8_vs_6,0.6616161616161615,minmax_std,ISOF
winequality-red-8_vs_6,0.8531870428422152,raw,BRM
winequality-red-8_vs_6,0.9733542319749217,min_max,BRM
winequality-red-8_vs_6,0.9639498432601881,std,BRM
winequality-red-8_vs_6,0.9784047370254265,minmax_std,BRM
winequality-red-8_vs_6,0.625914315569488,raw,GMM
winequality-red-8_vs_6,0.6193834900731452,min_max,GMM
winequality-red-8_vs_6,0.6193834900731453,std,GMM
winequality-red-8_vs_6,0.6193834900731453,minmax_std,GMM
yeast-0-3-5-9_vs_7-8,0.6154824561403509,raw,ocSVM
yeast-0-3-5-9_vs_7-8,0.6113157894736843,min_max,ocSVM
yeast-0-3-5-9_vs_7-8,0.6145614035087719,std,ocSVM
yeast-0-3-5-9_vs_7-8,0.6145614035087719,minmax_std,ocSVM
yeast-0-3-5-9_vs_7-8,0.5985526315789473,raw,ISOF
yeast-0-3-5-9_vs_7-8,0.6132456140350877,min_max,ISOF
yeast-0-3-5-9_vs_7-8,0.6035087719298246,std,ISOF
yeast-0-3-5-9_vs_7-8,0.6134649122807017,minmax_std,ISOF
yeast-0-3-5-9_vs_7-8,0.8156140350877193,raw,BRM
yeast-0-3-5-9_vs_7-8,0.8420614035087719,min_max,BRM
yeast-0-3-5-9_vs_7-8,0.8702192982456141,std,BRM
yeast-0-3-5-9_vs_7-8,0.8649561403508772,minmax_std,BRM
yeast-0-3-5-9_vs_7-8,0.6124561403508773,raw,GMM
yeast-0-3-5-9_vs_7-8,0.6125,min_max,GMM
yeast-0-3-5-9_vs_7-8,0.6125,std,GMM
yeast-0-3-5-9_vs_7-8,0.6125,minmax_std,GMM
winequality-white-3-9_vs_5,0.7054221002059026,raw,ocSVM
winequality-white-3-9_vs_5,0.7897048730267673,min_max,ocSVM
winequality-white-3-9_vs_5,0.784516129032258,std,ocSVM
winequality-white-3-9_vs_5,0.784516129032258,minmax_std,ocSVM
winequality-white-3-9_vs_5,0.8094715168153741,raw,ISOF
winequality-white-3-9_vs_5,0.80079615648593,min_max,ISOF
winequality-white-3-9_vs_5,0.8322031571722718,std,ISOF
winequality-white-3-9_vs_5,0.7997529169526424,minmax_std,ISOF
winequality-white-3-9_vs_5,0.7547563486616335,raw,BRM
winequality-white-3-9_vs_5,0.9075909402882636,min_max,BRM
winequality-white-3-9_vs_5,0.9315579958819491,std,BRM
winequality-white-3-9_vs_5,0.9425943719972546,minmax_std,BRM
winequality-white-3-9_vs_5,0.815264241592313,raw,GMM
winequality-white-3-9_vs_5,0.8161702127659574,min_max,GMM
winequality-white-3-9_vs_5,0.8161427590940289,std,GMM
winequality-white-3-9_vs_5,0.8161427590940289,minmax_std,GMM
winequality-white-9_vs_4,0.7803680981595092,raw,ocSVM
winequality-white-9_vs_4,0.6760736196319018,min_max,ocSVM
winequality-white-9_vs_4,0.6552147239263804,std,ocSVM
winequality-white-9_vs_4,0.6552147239263804,minmax_std,ocSVM
winequality-white-9_vs_4,0.6822085889570552,raw,ISOF
winequality-white-9_vs_4,0.7153374233128834,min_max,ISOF
winequality-white-9_vs_4,0.6822085889570553,std,ISOF
winequality-white-9_vs_4,0.663803680981595,minmax_std,ISOF
winequality-white-9_vs_4,0.9337423312883435,raw,BRM
winequality-white-9_vs_4,0.9889570552147239,min_max,BRM
winequality-white-9_vs_4,1.0,std,BRM
winequality-white-9_vs_4,0.9938650306748467,minmax_std,BRM
winequality-white-9_vs_4,0.7300613496932515,raw,GMM
winequality-white-9_vs_4,0.7680981595092025,min_max,GMM
winequality-white-9_vs_4,0.7680981595092025,std,GMM
winequality-white-9_vs_4,0.7680981595092025,minmax_std,GMM
wisconsinImb,0.9460119114930831,raw,ocSVM
wisconsinImb,0.9460119114930831,min_max,ocSVM
wisconsinImb,0.9523257567190622,std,ocSVM
wisconsinImb,0.9523257567190622,minmax_std,ocSVM
wisconsinImb,0.9861283878020279,raw,ISOF
wisconsinImb,0.987579629839044,min_max,ISOF
wisconsinImb,0.986175506049983,std,ISOF
wisconsinImb,0.9857514418183875,minmax_std,ISOF
wisconsinImb,0.9945719778355762,raw,BRM
wisconsinImb,0.9951656677598101,min_max,BRM
wisconsinImb,0.9955897319914057,std,BRM
wisconsinImb,0.9959007124279091,minmax_std,BRM
wisconsinImb,0.9723887066983301,raw,GMM
wisconsinImb,0.9723887066983301,min_max,GMM
wisconsinImb,0.9723887066983301,std,GMM
wisconsinImb,0.9723887066983301,minmax_std,GMM
yeast-1-2-8-9_vs_7,0.6316248636859324,raw,ocSVM
yeast-1-2-8-9_vs_7,0.646237731733915,min_max,ocSVM
yeast-1-2-8-9_vs_7,0.6420937840785169,std,ocSVM
yeast-1-2-8-9_vs_7,0.6420937840785169,minmax_std,ocSVM
yeast-1-2-8-9_vs_7,0.6113413304252999,raw,ISOF
yeast-1-2-8-9_vs_7,0.5973827699018539,min_max,ISOF
yeast-1-2-8-9_vs_7,0.5920392584514721,std,ISOF
yeast-1-2-8-9_vs_7,0.6160668847691748,minmax_std,ISOF
yeast-1-2-8-9_vs_7,0.8448200654307525,raw,BRM
yeast-1-2-8-9_vs_7,0.8377680843329699,min_max,BRM
yeast-1-2-8-9_vs_7,0.7965467102871683,std,BRM
yeast-1-2-8-9_vs_7,0.8038531443111596,minmax_std,BRM
yeast-1-2-8-9_vs_7,0.6299163940385314,raw,GMM
yeast-1-2-8-9_vs_7,0.6299163940385314,min_max,GMM
yeast-1-2-8-9_vs_7,0.6299163940385314,std,GMM
yeast-1-2-8-9_vs_7,0.6299163940385314,minmax_std,GMM
yeast1,0.5356289839702162,raw,ocSVM
yeast1,0.535074404268717,min_max,ocSVM
yeast1,0.5354632729040312,std,ocSVM
yeast1,0.5354632729040312,minmax_std,ocSVM
yeast1,0.5215590097106685,raw,ISOF
yeast1,0.5068040963775561,min_max,ISOF
yeast1,0.5101271556247859,std,ISOF
yeast1,0.5256134071299948,minmax_std,ISOF
yeast1,0.8093681989416587,raw,BRM
yeast1,0.8101172129608148,min_max,BRM
yeast1,0.8256962626630874,std,BRM
yeast1,0.8213612611716876,minmax_std,BRM
yeast1,0.53951987980424,raw,GMM
yeast1,0.5395265082468874,min_max,GMM
yeast1,0.5395242987660049,std,GMM
yeast1,0.5395242987660049,minmax_std,GMM
yeast3,0.531457391918188,raw,ocSVM
yeast3,0.5551334506764256,min_max,ocSVM
yeast3,0.5707564914105785,std,ocSVM
yeast3,0.5707564914105785,minmax_std,ocSVM
yeast3,0.6179646391699911,raw,ISOF
yeast3,0.5495929371223696,min_max,ISOF
yeast3,0.5922312061414712,std,ISOF
yeast3,0.5036712288050974,minmax_std,ISOF
yeast3,0.9791801154544567,raw,BRM
yeast3,0.9789571945402954,min_max,BRM
yeast3,0.9797374177398606,std,BRM
yeast3,0.979639889839915,minmax_std,BRM
yeast3,0.6147322859146491,raw,GMM
yeast3,0.6147276417289375,min_max,GMM
yeast3,0.614718353357514,std,GMM
yeast3,0.614718353357514,minmax_std,GMM
yeast-1_vs_7,0.6465423465423465,raw,ocSVM
yeast-1_vs_7,0.6697746697746698,min_max,ocSVM
yeast-1_vs_7,0.6653457653457653,std,ocSVM
yeast-1_vs_7,0.6653457653457653,minmax_std,ocSVM
yeast-1_vs_7,0.6018648018648018,raw,ISOF
yeast-1_vs_7,0.6191919191919192,min_max,ISOF
yeast-1_vs_7,0.6340326340326341,std,ISOF
yeast-1_vs_7,0.6286713286713287,minmax_std,ISOF
yeast-1_vs_7,0.8506604506604506,raw,BRM
yeast-1_vs_7,0.8341880341880342,min_max,BRM
yeast-1_vs_7,0.8400932400932402,std,BRM
yeast-1_vs_7,0.8337218337218338,minmax_std,BRM
yeast-1_vs_7,0.6441336441336443,raw,GMM
yeast-1_vs_7,0.6441336441336443,min_max,GMM
yeast-1_vs_7,0.6441336441336443,std,GMM
yeast-1_vs_7,0.6441336441336443,minmax_std,GMM
yeast-1-4-5-8_vs_7,0.5409753645047762,raw,ocSVM
yeast-1-4-5-8_vs_7,0.5303670186023127,min_max,ocSVM
yeast-1-4-5-8_vs_7,0.5438914027149322,std,ocSVM
yeast-1-4-5-8_vs_7,0.5438914027149322,minmax_std,ocSVM
yeast-1-4-5-8_vs_7,0.5142785319255908,raw,ISOF
yeast-1-4-5-8_vs_7,0.5161387631975867,min_max,ISOF
yeast-1-4-5-8_vs_7,0.5304675716440421,std,ISOF
yeast-1-4-5-8_vs_7,0.5120160884866767,minmax_std,ISOF
yeast-1-4-5-8_vs_7,0.8192559074912016,raw,BRM
yeast-1-4-5-8_vs_7,0.8345399698340874,min_max,BRM
yeast-1-4-5-8_vs_7,0.8952237305178482,std,BRM
yeast-1-4-5-8_vs_7,0.843086978381096,minmax_std,BRM
yeast-1-4-5-8_vs_7,0.5259426847662142,raw,GMM
yeast-1-4-5-8_vs_7,0.525992961287079,min_max,GMM
yeast-1-4-5-8_vs_7,0.525992961287079,std,GMM
yeast-1-4-5-8_vs_7,0.525992961287079,minmax_std,GMM
yeast6,0.7743468401853495,raw,ocSVM
yeast6,0.79597752144336,min_max,ocSVM
yeast6,0.737336093857833,std,ocSVM
yeast6,0.737336093857833,minmax_std,ocSVM
yeast6,0.7524401064773736,raw,ISOF
yeast6,0.7640737454402051,min_max,ISOF
yeast6,0.7364487824115153,std,ISOF
yeast6,0.7281080548161294,minmax_std,ISOF
yeast6,0.9589273390515627,raw,BRM
yeast6,0.9498176082027013,min_max,BRM
yeast6,0.944769791974761,std,BRM
yeast6,0.9334122054618949,minmax_std,BRM
yeast6,0.6947451444345853,raw,GMM
yeast6,0.6947451444345853,min_max,GMM
yeast6,0.6947254264024451,std,GMM
yeast6,0.6947254264024451,minmax_std,GMM
yeast-2_vs_8,0.7501082251082252,raw,ocSVM
yeast-2_vs_8,0.7427489177489177,min_max,ocSVM
yeast-2_vs_8,0.7476190476190476,std,ocSVM
yeast-2_vs_8,0.7476190476190476,minmax_std,ocSVM
yeast-2_vs_8,0.7595238095238095,raw,ISOF
yeast-2_vs_8,0.7643939393939394,min_max,ISOF
yeast-2_vs_8,0.7528138528138528,std,ISOF
yeast-2_vs_8,0.7537878787878788,minmax_std,ISOF
yeast-2_vs_8,0.813095238095238,raw,BRM
yeast-2_vs_8,0.8548701298701299,min_max,BRM
yeast-2_vs_8,0.8896103896103896,std,BRM
yeast-2_vs_8,0.8498917748917749,minmax_std,BRM
yeast-2_vs_8,0.7547619047619047,raw,GMM
yeast-2_vs_8,0.7547619047619047,min_max,GMM
yeast-2_vs_8,0.7547619047619047,std,GMM
yeast-2_vs_8,0.7547619047619047,minmax_std,GMM
yeast4,0.7478620198951876,raw,ocSVM
yeast4,0.7571254600933186,min_max,ocSVM
yeast4,0.7042951165113638,std,ocSVM
yeast4,0.7042951165113638,minmax_std,ocSVM
yeast4,0.7374492015927097,raw,ISOF
yeast4,0.7032004706976999,min_max,ISOF
yeast4,0.7215631542219121,std,ISOF
yeast4,0.6992323796231682,minmax_std,ISOF
yeast4,0.9093906927739692,raw,BRM
yeast4,0.9116757659099928,min_max,BRM
yeast4,0.924524171147873,std,BRM
yeast4,0.926631364339176,minmax_std,BRM
yeast4,0.7038572581858982,raw,GMM
yeast4,0.7038572581858982,min_max,GMM
yeast4,0.7038435751132275,std,GMM
yeast4,0.7038435751132275,minmax_std,GMM
yeast-2_vs_4,0.8531317494600432,raw,ocSVM
yeast-2_vs_4,0.857070257908779,min_max,ocSVM
yeast-2_vs_4,0.8373353661118875,std,ocSVM
yeast-2_vs_4,0.8373353661118875,minmax_std,ocSVM
yeast-2_vs_4,0.8392834455596494,raw,ISOF
yeast-2_vs_4,0.8354296362173379,min_max,ISOF
yeast-2_vs_4,0.8707915131495363,std,ISOF
yeast-2_vs_4,0.797992631177741,minmax_std,ISOF
yeast-2_vs_4,0.970863507389997,raw,BRM
yeast-2_vs_4,0.9822555372040824,min_max,BRM
yeast-2_vs_4,0.9883538728666412,std,BRM
yeast-2_vs_4,0.9903866514208275,minmax_std,BRM
yeast-2_vs_4,0.8108245458010418,raw,GMM
yeast-2_vs_4,0.8108245458010418,min_max,GMM
yeast-2_vs_4,0.8108245458010418,std,GMM
yeast-2_vs_4,0.8108245458010418,minmax_std,GMM
yeast5,0.8908459595959596,raw,ocSVM
yeast5,0.906707702020202,min_max,ocSVM
yeast5,0.8391256313131313,std,ocSVM
yeast5,0.8391256313131313,minmax_std,ocSVM
yeast5,0.8609217171717172,raw,ISOF
yeast5,0.8555082070707071,min_max,ISOF
yeast5,0.8800031565656565,std,ISOF
yeast5,0.8915561868686869,minmax_std,ISOF
yeast5,0.9906565656565656,raw,BRM
yeast5,0.9906723484848484,min_max,BRM
yeast5,0.9940656565656566,std,BRM
yeast5,0.9939867424242423,minmax_std,BRM
yeast5,0.7878787878787878,raw,GMM
yeast5,0.7879103535353535,min_max,GMM
yeast5,0.7878472222222221,std,GMM
yeast5,0.7878472222222221,minmax_std,GMM
