@relation final_dataset_v1

@attribute fingerprint {B101X9I_1_1,B102X0I_1_1,B104X8I_1_1,B105X2I_1_1,B106X8I_1_1,B107X9I_1_1,B108X6I_1_1,B109X4I_1_1,B110X6I_1_1,B111X7I_1_1,B112X2I_1_1,B114X3I_1_1,B115X8I_1_1,B116X6I_1_1,B117X0I_1_1,B118X8I_1_1,B119X0I_1_1,B120X9I_1_1,B121X7I_1_1,B122X4I_1_1,B123X1I_1_1,B124X5I_1_1,B126X1I_1_1,B127X6I_1_1,B129X7I_1_1,B130X1I_1_1,B132X7I_1_1,B134X9I_1_1,B135X8I_1_1,B136X8I_1_1,B137X6I_1_1,B138X3I_1_1,B139X2I_1_1,B140X8I_1_1,B141X4I_1_1,B142X1I_1_1,B143X6I_1_1,B144X3I_1_1,B145X8I_1_1,B146X6I_1_1,B147X7I_1_1,B148X6I_1_1,B150X3I_1_1,B151X9I_1_1,B152X8I_1_1,B153X1I_1_1,B154X6I_1_1,B155X6I_1_1,B157X7I_1_1,B158X8I_1_1,B161X1I_1_1,B163X7I_1_1,B164X3I_1_1,B165X7I_1_1,B166X3I_1_1,B167X2I_1_1,B168X1I_1_1,B169X2I_1_1,B170X7I_1_1,B171X7I_1_1,B172X1I_1_1,B173X9I_1_1,B175X6I_1_1,B176X7I_1_1,B177X6I_1_1,B179X2I_1_1,B180X4I_1_1,B181X8I_1_1,B182X7I_1_1,B183X1I_1_1,B185X7I_1_1,B187X2I_1_1,B188X7I_1_1,B189X7I_1_1,B190X8I_1_1,B191X3I_1_1,B192X9I_1_1,B193X2I_1_1,B194X8I_1_1,B195X3I_1_1,B196X7I_1_1,B197X8I_1_1,B198X6I_1_1,B199X1I_1_1,B200X6I_1_1,G001X2I_1_1,G002X3I_1_1,G003X8I_1_1,G004X8I_1_1,G005X8I_1_1,G006X6I_1_1,G007X1I_1_1,G008X6I_1_1,G009X8I_1_1,G011X7I_1_1,G012X8I_1_1,G013X4I_1_1,G014X7I_1_1,G016X8I_1_1,G017X9I_1_1,G018X6I_1_1,G019X1I_1_1,G021X7I_1_1,G023X6I_1_1,G026X9I_1_1,G027X6I_1_1,G028X1I_1_1,G029X9I_1_1,G030X1I_1_1,G031X6I_1_1,G032X6I_1_1,G033X7I_1_1,G034X6I_1_1,G035X6I_1_1,G036X6I_1_1,G037X6I_1_1,G038X6I_1_1,G039X4I_1_1,G040X6I_1_1,G041X6I_1_1,G042X2I_1_1,G043X8I_1_1,G044X7I_1_1,G045X9I_1_1,G046X1I_1_1,G047X4I_1_1,G049X3I_1_1,G050X7I_1_1,G051X6I_1_1,G052X9I_1_1,G053X6I_1_1,G055X3I_1_1,G056X9I_1_1,G057X4I_1_1,G058X4I_1_1,G059X1I_1_1,G060X1I_1_1,G061X4I_1_1,G062X9I_1_1,G063X2I_1_1,G064X1I_1_1,G065X6I_1_1,G066X4I_1_1,G068X6I_1_1,G069X7I_1_1,G070X2I_1_1,G071X2I_1_1,G072X1I_1_1,G073X8I_1_1,G074X3I_1_1,G075X3I_1_1,G076X3I_1_1,G077X1I_1_1,G078X3I_1_1,G079X1I_1_1,G080X8I_1_1,G081X1I_1_1,G082X6I_1_1,G083X8I_1_1,G084X6I_1_1,G085X2I_1_1,G086X9I_1_1,G087X8I_1_1,G088X7I_1_1,G089X0I_1_1,G090X5I_1_1,G092X3I_1_1,G093X8I_1_1,G094X6I_1_1,G095X6I_1_1,G096X2I_1_1,G099X9I_1_1,U201X6I_1_1,U202X8I_1_1,U204X2I_1_1,U205X4I_1_1,U206X3I_1_1,U209X7I_1_1,U212X2I_1_1,U214X5I_1_1,U215X8I_1_1,U216X4I_1_1,U217X6I_1_1,U220X5I_1_1,U221X9I_1_1,U223X6I_1_1,U224X6I_1_1,U225X6I_1_1,U226X3I_1_1,U227X6I_1_1,U228X3I_1_1,U229X2I_1_1,U230X6I_1_1,U231X2I_1_1,U232X4I_1_1,U233X6I_1_1,U236X2I_1_1,U237X1I_1_1,U238X1I_1_1,U240X1I_1_1,U241X6I_1_1,U242X1I_1_1,U245X7I_1_1,U246X8I_1_1,U247X1I_1_1,U249X3I_1_1,U250X1I_1_1,U251X1I_1_1,U252X6I_1_1,U253X9I_1_1,U254X3I_1_1,U255X1I_1_1,U256X7I_1_1,U257X3I_1_1,U258X1I_1_1,U260X8I_1_1,U261X6I_1_1,U263X1I_1_1,U265X3I_1_1,U267X3I_1_1,U268X4I_1_1,U269X3I_1_1,U270X6I_1_1,U271X6I_1_1,U272X9I_1_1,U273X6I_1_1,U276X6I_1_1,U277X9I_1_1,U280X5I_1_1,U281X7I_1_1,U282X2I_1_1,U283X6I_1_1,U284X2I_1_1,U285X4I_1_1,U286X6I_1_1,U287X3I_1_1,U288X6I_1_1,U289X6I_1_1,U290X4I_1_1,U291X6I_1_1,U293X1I_1_1,U294X6I_1_1,U295X1I_1_1,U296X6I_1_1,U298X2I_1_1,U299X8I_1_1,U300X2I_1_1}
@attribute minutia {v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81}
@attribute r15 numeric
@attribute r30 numeric
@attribute r45 numeric
@attribute r60 numeric
@attribute r75 numeric
@attribute r90 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute l4 numeric
@attribute l5 numeric
@attribute l6 numeric
@attribute d0 numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute d11 numeric
@attribute q0 numeric
@attribute q1 numeric
@attribute q2 numeric
@attribute q3 numeric
@attribute q4 numeric
@attribute q5 numeric
@attribute q6 numeric
@attribute q7 numeric
@attribute q8 numeric
@attribute q9 numeric
@attribute q10 numeric
@attribute q11 numeric
@attribute alpha0 numeric
@attribute alpha0r numeric
@attribute alpha1 numeric
@attribute alpha1r numeric
@attribute alpha2 numeric
@attribute alpha2r numeric
@attribute alpha3 numeric
@attribute alpha3r numeric
@attribute alpha4 numeric
@attribute alpha4r numeric
@attribute alpha5 numeric
@attribute alpha5r numeric
@attribute alpha6 numeric
@attribute alpha6r numeric
@attribute alpha7 numeric
@attribute alpha7r numeric
@attribute alpha8 numeric
@attribute alpha8r numeric
@attribute alpha9 numeric
@attribute alpha9r numeric
@attribute alpha10 numeric
@attribute alpha10r numeric
@attribute alpha11 numeric
@attribute alpha11r numeric
@attribute beta0 numeric
@attribute beta0r numeric
@attribute beta1 numeric
@attribute beta1r numeric
@attribute beta2 numeric
@attribute beta2r numeric
@attribute beta3 numeric
@attribute beta3r numeric
@attribute beta4 numeric
@attribute beta4r numeric
@attribute beta5 numeric
@attribute beta5r numeric
@attribute beta6 numeric
@attribute beta6r numeric
@attribute beta7 numeric
@attribute beta7r numeric
@attribute beta8 numeric
@attribute beta8r numeric
@attribute beta9 numeric
@attribute beta9r numeric
@attribute beta10 numeric
@attribute beta10r numeric
@attribute beta11 numeric
@attribute beta11r numeric
@attribute score_change numeric

@data
G051X6I_1_1,v18,0,1,1,3,6,7,1,0,2,3,1,7,29.410882,49.335586,51.478151,66.121101,70.682388,71.028163,80.230917,94.005319,94.201911,99.322706,99.689518,99.704564,0.081301,0.254065,0.280488,0.5,0.552846,0.560976,0.702236,0.88313,0.887195,0.916667,0.917683,0.919715,293.547409,113.689002,291.97868,119.120273,296.492901,279.351309,292.348143,295.489736,293.420071,114.561663,291.672271,303.813864,294.033802,104.892209,293.847769,285.989362,292.447524,110.589117,292.850479,286.992072,293.625594,105.767186,294.636713,265.495121,-176.716815,183,-169.716815,176,-7.716815,14,6.283185,6.283185,-175.716815,182,9,-2.716815,-179.716815,186,-4.716815,11,-178.716815,185,-2.716815,9,-184.716815,191,-19.716815,26,0
G052X9I_1_1,v18,0,1,3,5,7,9,1,2,2,2,2,9,30,31.064449,34.669872,50.774009,54.083269,62.241465,64.031242,75.392307,81.024688,92.0489,92.913939,96.083297,0.067901,0.074074,0.098765,0.154321,0.17284,0.265432,0.283951,0.382716,0.444444,0.570988,0.595679,0.626543,210.501908,216.360316,209.793981,51.935573,207.707608,148.849201,211.989891,12.848298,207.056107,326.1977,207.479489,310.621082,210.754463,39.61287,212.619494,325.477901,208.312297,76.45389,208.585311,70.726904,210.835231,21.693638,212.958357,97.816765,9,-2.716815,-154.716815,161,-55.716815,62,-189.716815,196,116,-109.716815,100,-93.716815,-161.716815,168,116,-109.716815,-128.716815,135,-134.716815,141,-179.716815,186,-105.716815,112,0
G053X6I_1_1,v18,0,2,9,12,16,19,2,7,3,4,3,19,15.231546,29.410882,32.015621,32.310989,33.24154,42.941821,43.139309,43.266615,44.011362,48.764741,52.630789,58.855756,0.018519,0.118519,0.140741,0.148148,0.174074,0.266667,0.27037,0.274074,0.277778,0.362963,0.42963,0.544444,331.024312,331.882719,332.689002,302.547409,329.183666,341.325259,330.238914,150.097321,331.05987,129.918277,327.201293,314.342885,330.627414,187.485821,327.699608,338.841201,329.835684,153.977277,332.730151,287.588558,331.678791,96.537198,326.88755,307.029143,4,2.283185,-20.716815,27,9,-2.716815,-170.716815,177,-191.716815,198,-9.716815,16,-133.716815,140,8,-1.716815,-172.716815,179,-35.716815,42,-225.716815,232,-16.716815,23,0
G055X3I_1_1,v18,0,0,2,3,3,5,0,2,1,0,2,5,35.693137,44.687806,57.271284,86,86.400231,95.131488,96.648849,104.656581,111.004504,117.046999,120.61509,127.440182,0.096774,0.177419,0.306452,0.615591,0.623656,0.688172,0.709677,0.766129,0.793011,0.822581,0.849462,0.86828,211.626599,207.485007,210.723005,213.581412,212.788907,189.647314,208.287611,57.429204,210.504223,215.362631,210.449325,43.307733,212.503956,8.362364,207.193282,152.334875,208.47794,59.619532,211.134474,217.992881,208.990842,230.132434,207.968342,170.109935,5.283185,1,6,0.283185,-13.716815,20,-147.716815,154,8,-1.716815,-157.716815,164,-194.716815,201,-51.716815,58,-145.716815,152,10,-3.716815,18,-11.716815,-34.716815,41,0
G056X9I_1_1,v18,0,1,2,3,6,7,1,1,1,3,1,7,26.832816,40.162171,57.58472,61.522354,62.096699,70.5762,82.097503,93.914855,98.310732,98.88377,104.100913,107.967588,0.091667,0.175,0.291667,0.320833,0.333333,0.433333,0.595833,0.7375,0.789583,0.795833,0.8375,0.8625,299.892851,299.751259,296.617235,123.758828,298.213113,313.07152,297.988811,307.847218,298.11901,132.977417,296.159741,305.301334,298.834444,314.692852,298.322055,142.180462,299.59268,296.451087,297.363096,118.504689,296.832973,108.974565,299.157265,309.015673,3,3.283185,-169.716815,176,18,-11.716815,13,-6.716815,-155.716815,162,6,0.283185,19,-12.716815,-146.716815,153,6.283185,6.283185,-175.716815,182,-184.716815,191,13,-6.716815,0
G057X4I_1_1,v18,1,3,3,4,6,8,2,0,1,2,2,7,10.77033,18.867962,22.090722,45.96738,60.539243,74.411021,76.550637,89.805345,100.224747,104.484449,107.647573,113.648581,0.017544,0.035088,0.061404,0.210526,0.315789,0.412281,0.438596,0.54386,0.600877,0.662281,0.701754,0.72807,120.048697,73.907105,119.870604,75.729012,118.949067,54.807475,118.057626,189.199218,121.462413,302.320821,116.568781,314.710374,116.941072,326.082665,117.153588,353.29518,117.498704,174.640297,116.400524,300.542117,121.042974,123.901381,116.792478,306.93407,-36.716815,43,-34.716815,41,-54.716815,61,68,-61.716815,184,-177.716815,195,-188.716815,206,-199.716815,233,-226.716815,54,-47.716815,181,-174.716815,6,0.283185,187,-180.716815,0
G058X4I_1_1,v18,0,3,6,7,10,14,3,3,1,3,4,14,19.104973,25.079872,26.683328,31.906112,43.829214,44.28318,56.612719,60.207973,64,71.610055,77.162167,79.006329,0.0375,0.083333,0.095833,0.125,0.241667,0.254167,0.3625,0.408333,0.454167,0.577083,0.647917,0.6875,218.110029,186.251622,218.778577,215.92017,217.060812,169.202405,220.991125,52.849533,220.903055,93.761462,218.971558,215.829966,218.236104,185.377697,220.989564,101.847971,218.858407,219,219.802461,50.660868,218.52846,193.670053,220.441861,66.300269,-28.716815,35,0.283185,6,-44.716815,51,-158.716815,165,-117.716815,124,6.283185,6.283185,-29.716815,36,-109.716815,116,3.283185,3,-159.716815,166,-21.716815,28,-144.716815,151,0
G059X1I_1_1,v18,1,2,3,4,5,5,1,1,1,1,0,4,13.601471,29.068884,37.735925,51.156622,72.401657,97.082439,104.890419,119.519873,126.015872,126.400158,142.947543,143.178211,0.007246,0.050725,0.07971,0.164251,0.357488,0.600242,0.666667,0.798309,0.846618,0.851449,0.928744,0.929952,332.130705,145.989112,332.49806,325.356468,331.417007,347.275414,330.936678,152.795086,331.860356,150.718763,330.533399,355.674992,330.140474,165.282067,329.447258,143.58885,329.271739,326.413332,329.932694,350.074287,330.112592,174.254185,330.36352,11.505113,-176.716815,183,2.283185,4,19,-12.716815,-168.716815,175,-171.716815,178,22,-15.716815,-161.716815,168,-182.716815,189,0.283185,6,17,-10.716815,-152.716815,159,-315.716815,322,1
G060X1I_1_1,v18,0,0,1,2,2,3,0,1,1,0,1,3,40.224371,51.039201,89.06739,101.202767,131.643458,135.059246,149.966663,150.053324,151.18201,159.201131,184.390889,203.590275,0.095238,0.166667,0.390476,0.504762,0.659524,0.680952,0.740476,0.745238,0.759524,0.797619,0.885714,0.916667,222.325504,208.467097,221.75601,207.897603,222.783784,181.925377,227.790977,315.649384,221.815727,318.95732,222.017491,337.159084,225.6721,341.530507,222.084945,349.226538,225.947806,349.806214,227.949728,317.808135,226.004372,46.862779,225.563837,104.422244,-10.716815,17,-10.716815,17,-37.716815,44,91,-84.716815,94,-87.716815,112,-105.716815,119,-112.716815,124,-117.716815,127,-120.716815,93,-86.716815,-169.716815,176,-111.716815,118,1
G061X4I_1_1,v18,0,0,0,0,0,0,0,0,0,0,0,0,100.079968,134.033578,164.283292,169.673215,174.103418,201.717624,202.247373,215.696546,224.116041,228.186327,240.141625,264.030301,0.837719,0.947368,0.960526,0.964912,0.969298,0.973684,0.97807,0.982456,0.986842,0.991228,0.995614,1,184.247632,198.389225,184.309995,72.451588,184.010147,81.15174,184.465356,83.606949,184.32208,252.463673,184.451945,264.593537,184.337076,246.478668,184.129322,245.270915,184.521768,257.66336,184.120301,54.261894,184.421263,244.562856,184.302761,230.444354,11,-4.716815,-108.716815,115,-99.716815,106,-97.716815,104,65,-58.716815,77,-70.716815,59,-52.716815,58,-51.716815,70,-63.716815,-126.716815,133,57,-50.716815,43,-36.716815,1
G063X2I_1_1,v18,0,1,2,4,8,10,1,1,2,4,2,10,29.732137,44.777226,55.443665,56.222771,68.007353,68.942005,72.56032,73.552702,81.884064,86.533231,94.810337,95.036835,0.074074,0.160494,0.246914,0.265432,0.401235,0.41358,0.462963,0.481481,0.62963,0.697531,0.780864,0.783951,124.691389,310.549796,125.015514,132.873922,122.414203,117.555796,123.186444,116.328037,125.130705,327.989112,121.869387,134.010979,122.806757,111.94835,123.092238,102.23383,125.576282,145.434689,123.270405,103.411997,124.516675,149.375083,124.006257,337.864664,189,-182.716815,11,-4.716815,-1.716815,8,-3.716815,10,206,-199.716815,9,-2.716815,-7.716815,14,-17.716815,24,23,-16.716815,-16.716815,23,28,-21.716815,217,-210.716815,1
G065X6I_1_1,v18,1,2,2,2,4,4,1,0,0,2,0,3,15,18.439089,67.186308,74.330344,93.059121,100.801786,102.357218,117.630778,124.907966,126.003968,131.183078,143.349224,0.006667,0.02,0.253333,0.346667,0.486667,0.6,0.613333,0.7,0.753333,0.77,0.8,0.86,300.072705,282.931112,298.077076,306.935484,299.173395,63.031802,299.523518,75.381925,298.936718,41.795125,298.791655,221.650062,299.68603,197.544437,299.877643,13.736051,299.680008,30.538415,294.724751,314.866344,300.584098,132.442505,299.359387,42.217795,-7.716815,14,12,-5.716815,-226.716815,233,-214.716815,221,-247.716815,254,-67.716815,74,-92.716815,99,-276.716815,283,-259.716815,266,17,-10.716815,-158.716815,165,-247.716815,254,1
G068X6I_1_1,v18,0,2,4,7,11,15,2,2,3,4,4,15,27.294688,28.635642,43.600459,44.181444,50.089919,55.713553,55.731499,61.619802,62.39391,62.801274,69.526973,76.164296,0.078431,0.088235,0.183007,0.186275,0.245098,0.297386,0.300654,0.382353,0.385621,0.388889,0.480392,0.588235,342.784034,6.925626,343.647314,18.788907,343.219493,189.361086,340.807475,327.949067,344.974484,348.832892,345.06203,347.920437,343.696209,34.837801,344.701214,177.559621,342.665141,46.806734,345.589117,332.447524,343.154461,52.296054,342.221916,332.363509,-332.716815,339,-321.716815,328,-150.716815,157,-9.716815,16,7,-0.716815,6,0.283185,-305.716815,312,-157.716815,164,-292.716815,299,-3.716815,10,-287.716815,294,-6.716815,13,0
G070X2I_1_1,v18,0,1,2,4,7,9,1,1,2,3,2,9,22.36068,32.893768,47.518417,52.153619,60.530984,61.587336,71.021124,78.600254,86.209048,108.853112,110.317723,117.7837,0.04878,0.150407,0.317073,0.373984,0.51626,0.536585,0.654472,0.776423,0.849593,0.957317,0.963415,0.97561,184.322055,195.180462,185.088225,198.946632,184.006257,196.864664,184.862474,232.720882,185.296652,244.155059,184.423891,218.282299,185.993773,9.85218,184.499364,255.357771,185.498858,79.357266,185.613987,121.472395,184.656625,272.515033,185.83967,310.698077,14,-7.716815,17,-10.716815,16,-9.716815,51,-44.716815,62,-55.716815,37,-30.716815,-166.716815,173,74,-67.716815,-96.716815,103,-54.716815,61,91,-84.716815,128,-121.716815,0
G071X2I_1_1,v18,0,1,5,8,9,13,1,4,3,1,4,13,25.632011,32.062439,35.355339,38.470768,40.792156,47,47.518417,59.682493,63.505905,75.504967,76.006579,80.894994,0.092593,0.17284,0.240741,0.265432,0.290123,0.351852,0.37037,0.518519,0.592593,0.728395,0.740741,0.759259,136.641229,209.499637,135.366785,121.225192,131.502213,148.643806,135.916103,222.77451,135.626599,232.485007,137,239.858407,130.864664,218.006257,130.86819,237.009783,131.17342,152.315013,136.800007,59.658414,130.729972,67.871564,135.578094,269.436501,76,-69.716815,-4.716815,11,14,-7.716815,90,-83.716815,100,-93.716815,106,-99.716815,84,-77.716815,103,-96.716815,18,-11.716815,-67.716815,74,-59.716815,66,137,-130.716815,0
G072X1I_1_1,v18,0,0,3,6,8,10,0,3,3,2,2,10,30.016662,38.013156,42.755117,46.324939,46.872167,52.345009,64.132675,65.306967,86.127812,88.022724,91.219515,97.693398,0.153846,0.260684,0.294872,0.337607,0.346154,0.448718,0.58547,0.613248,0.764957,0.771368,0.784188,0.820513,222.750136,34.891728,224.313921,216.455513,224.09939,19.240982,223.717571,222.859163,224.875614,11.017206,222.831691,42.973284,224.09939,208.240982,224.730714,198.872306,224.557936,6.699529,222.739538,47.881131,223.494461,221.636054,223.888096,203.029688,-184.716815,191,-4.716815,11,-201.716815,208,2.283185,4,-210.716815,217,-176.716815,183,-12.716815,19,-22.716815,29,-214.716815,221,-171.716815,178,1.283185,5,-17.716815,24,1
G073X8I_1_1,v18,0,2,3,10,16,19,2,1,7,6,3,19,16.970563,23.086793,35.777088,45.221676,48.754487,51.662365,53.150729,55.226805,58.591808,59.481089,60.406953,67.779053,0.059829,0.098291,0.226496,0.388889,0.448718,0.487179,0.514957,0.547009,0.589744,0.602564,0.617521,0.715812,300.214602,131.073009,297.771669,120.913262,298.322055,272.180462,296.602369,311.743961,298.303708,91.162116,300.173529,238.031936,299.353875,110.212282,296.840452,318.982045,298.95029,97.808697,299.139357,99.997765,297.742266,81.883858,299.80697,287.665378,-159.716815,166,-173.716815,180,-16.716815,23,12,-5.716815,-197.716815,204,-52.716815,59,-179.716815,186,19,-12.716815,-191.716815,198,-189.716815,196,-212.716815,219,-2.716815,9,1
G075X3I_1_1,v18,0,0,0,1,2,3,0,0,1,1,1,3,51.739733,62.128898,81.043198,91.787799,98.493655,101.607086,102.859127,110.308658,112.924754,114.61239,115.624392,125.399362,0.301282,0.455128,0.666667,0.769231,0.826923,0.852564,0.862179,0.894231,0.903846,0.923077,0.932692,0.961538,195.146215,219.004623,195.420926,219.279333,194.704114,223.562521,195.487611,217.346018,195.149944,239.008351,194.251111,316.109518,194.892851,48.751259,195.609393,8.4678,190.117055,175.258648,194.939692,249.798099,195.896028,334.754436,194.019076,99.877484,27,-20.716815,27,-20.716815,32,-25.716815,25,-18.716815,47,-40.716815,125,-118.716815,-136.716815,143,-177.716815,184,-11.716815,18,58,-51.716815,142,-135.716815,-84.716815,91,0
G076X3I_1_1,v18,0,1,1,2,5,6,1,0,1,3,1,6,23.769729,52.153619,62.481997,64.761099,65.391131,80.230917,101.597244,115.108644,130.613935,150.33629,154.932243,159.201131,0.028455,0.276423,0.386179,0.410569,0.418699,0.611789,0.802846,0.888211,0.945122,0.98374,0.985772,0.99187,300.67593,123.817522,302.862474,310.720882,301.163669,307.305262,301.624664,126.766257,300.696519,110.838112,302.255116,320.113523,300.396094,102.537687,300.887661,91.029254,300.48801,90.629602,301.724977,160.866569,300.972432,66.114025,300.567636,68.709229,-173.716815,180,11,-4.716815,3,3.283185,-171.716815,178,-186.716815,193,21,-14.716815,-194.716815,201,-206.716815,213,-206.716815,213,-137.716815,144,-231.716815,238,-228.716815,235,0
G077X1I_1_1,v18,0,0,1,3,6,8,0,1,2,3,2,8,41.012193,58.180753,59.808026,64.536811,67.067131,70.604532,81.006173,83.862983,104.062481,105.475116,114.542569,134.80727,0.133333,0.244444,0.255556,0.3,0.311111,0.35,0.455556,0.483333,0.605556,0.611111,0.702778,0.825,302.073009,316.214602,300.218905,312.360498,302.499637,133.641229,303.567034,127.425441,302.508362,316.649955,301.942443,326.084036,301.299956,328.441549,300.749237,318.890829,302.120592,336.262185,305.167656,303.026064,303.996796,315.855203,302.204521,8.346114,11,-4.716815,9,-2.716815,-165.716815,172,-166.716815,173,11,-4.716815,21,-14.716815,24,-17.716815,15,-8.716815,31,-24.716815,1,5.283185,15,-8.716815,-290.716815,297,0
G078X3I_1_1,v18,0,2,6,9,9,10,2,4,3,0,1,10,23.769729,25,34.365681,37.121422,38.078866,39.59798,56.0803,57.870545,58.137767,81.221918,92.763139,111.664677,0.123188,0.173913,0.246377,0.268116,0.282609,0.297101,0.434783,0.471014,0.478261,0.684783,0.764493,0.855072,204.246726,199.105133,204.501908,199.360316,205.283191,206.141599,204.953508,233.811916,205.951607,28.810014,204.643806,240.502213,205.482724,220.341131,205.112918,68.971325,205.360347,231.218755,205.355265,242.213672,204.69719,66.555597,206.106742,76.965149,4.283185,2,4.283185,2,4,2.283185,32,-25.716815,-167.716815,174,39,-32.716815,18,-11.716815,-126.716815,133,29,-22.716815,40,-33.716815,-128.716815,135,-119.716815,126,0
G079X1I_1_1,v18,0,0,0,0,2,3,0,0,0,2,1,3,66.309879,73.498299,87,91.923882,92.347171,98.234414,104.393486,107.447662,107.912001,110.145359,115.433964,115.520561,0.519608,0.621324,0.769608,0.813725,0.818627,0.860294,0.897059,0.910539,0.911765,0.920343,0.935049,0.936275,348.026292,182.884699,349.02098,160.879387,350,165.858407,343.858712,337.000304,344.024867,179.16646,349.099175,345.957583,348.592778,226.451185,348.683211,160.541619,349.43256,341.290967,347.916814,198.775222,349.048446,318.906853,348.792027,258.650434,-155.716815,162,-178.716815,185,-174.716815,181,-3.716815,10,-161.716815,168,6.283185,6.283185,-112.716815,119,-178.716815,185,1.283185,5,-139.716815,146,-20.716815,27,-80.716815,87,0
G080X8I_1_1,v18,0,2,4,6,11,17,2,2,2,5,6,17,21.931712,26.400758,31.38471,41.868843,52.201533,59.228372,61.008196,61.294372,67.683085,71.784399,72.090221,75.82216,0.073333,0.12,0.146667,0.26,0.373333,0.453333,0.466667,0.48,0.553333,0.6,0.62,0.683333,207.105256,219.246849,205.146577,171.28817,205.895271,183.036864,205.417669,5.842447,210.647956,328.506363,207.654389,223.795982,204.733207,340.874799,207.270405,202.411997,210.776523,309.634931,205.042971,346.184563,209.843203,354.70161,207.007682,194.149274,9,-2.716815,-30.716815,37,-19.716815,26,-202.716815,209,121,-114.716815,13,-6.716815,133,-126.716815,-1.716815,8,102,-95.716815,138,-131.716815,148,-141.716815,-9.716815,16,1
G081X1I_1_1,v18,1,1,3,5,9,11,0,2,2,4,2,10,13.341664,34.014703,35.735137,56.008928,58.5235,63.031738,64.443774,66.407831,70.604532,76.157731,82.540899,94.260278,0.013889,0.166667,0.180556,0.402778,0.4375,0.486111,0.520833,0.555556,0.604167,0.659722,0.753472,0.854167,173.773201,334.631608,172.005009,128.863417,173.687099,206.545506,172.411348,144.269756,172.777975,202.636382,171.699926,91.558334,173.269492,35.127899,173.678249,23.536657,172.156741,93.015148,172.667813,236.52622,173.666756,232.525163,171.576239,83.434647,164,-157.716815,-33.716815,40,36,-29.716815,-18.716815,25,33,-26.716815,-70.716815,77,-128.716815,135,-140.716815,147,-69.716815,76,67,-60.716815,62,-55.716815,-78.716815,85,0
G082X6I_1_1,v18,1,3,5,8,12,14,2,2,3,4,2,13,14.035669,22.472205,23.600847,30.463092,38.013156,45.343136,45.70558,54.744863,63.906181,66.121101,67.62396,74.411021,0.005291,0.026455,0.039683,0.082011,0.150794,0.198413,0.206349,0.309524,0.388889,0.411376,0.424603,0.511905,331.788122,316.929715,334.295091,152.436684,335.794177,326.652584,333.692503,338.834095,333.313921,166.455513,332.564632,347.706224,331.892754,316.034347,333.122462,345.264055,336.077759,92.936166,337.939468,311.797875,332.127532,174.269124,332.435645,345.577237,-11.716815,18,-178.716815,185,0.283185,6,2,4.283185,-163.716815,170,12,-5.716815,-12.716815,19,9,-2.716815,-233.716815,240,-16.716815,23,-154.716815,161,10,-3.716815,1
G083X8I_1_1,v18,0,1,2,4,7,8,1,1,2,3,1,8,15.652476,32.572995,47.296934,59.5483,63.285069,69.260378,73.498299,87.709749,116.400172,122.800651,124.619421,127.141653,0.006173,0.092593,0.197531,0.296296,0.32716,0.358025,0.37037,0.518519,0.734568,0.79321,0.802469,0.820988,302.751259,330.892851,302.599653,352.741246,300.951537,319.09313,301.57352,353.715113,301.265364,336.406957,305.121151,106.979558,300.978294,322.119886,301.216161,342.357754,305.273942,89.132349,305.148667,80.007074,304.484254,64.342661,306.119914,116.978321,25,-18.716815,47,-40.716815,15,-8.716815,49,-42.716815,32,-25.716815,-188.716815,195,18,-11.716815,38,-31.716815,-206.716815,213,-215.716815,222,-230.716815,237,-179.716815,186,0
G084X6I_1_1,v18,2,2,3,6,8,9,0,1,3,2,1,7,10.816654,14.422205,31.256999,53.600373,55.036352,59.682493,64.031242,70.342022,81.84131,96.384646,101.833197,109,0.006944,0.020833,0.083333,0.243056,0.256944,0.277778,0.326389,0.381944,0.520833,0.638889,0.704861,0.743056,110.411997,110.270405,108.841201,88.699608,107.986731,85.845138,107.218638,99.36023,109.465551,19.323959,106.136236,112.277828,107.605853,84.747446,106.546382,103.687975,110.040931,327.899338,108.39171,63.250117,107.240441,82.382034,106.870525,102.012117,3,3.283185,-10.716815,17,-12.716815,19,-4.716815,11,-80.716815,87,3,3.283185,-19.716815,26,0.283185,6,221,-214.716815,-35.716815,42,-21.716815,28,-1.716815,8,1
