"","fingerprint","minutia","x","y","angle","score_change","d0","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","r15","r30","r45","r60","r75","r90"
"G027X6I_1_1#v21","G027X6I_1_1","v21",366,400,317,-0.017612863,26.4196896272458,29.2745623366089,30.5286750449475,43.0464865000618,43.5660418215839,45.8802789878178,58.1893461039046,61.9112267686564,65.1920240520265,78.4346862045103,79.3095202355934,83.5703296631047,0,2,5,7,9,15
"G027X6I_1_1#v22","G027X6I_1_1","v22",251,429,302,-0.127335903,21.9544984001001,25.0199920063936,41.1096095821889,53.2259335286851,55.1543289325507,59.9416382825828,62.072538211354,68.0661443009665,76.8374908491942,76.8960337078578,82.1522975941635,92.1140597303148,0,2,3,6,8,11
"G027X6I_1_1#v23","G027X6I_1_1","v23",353,444,237,-0.080306926,21,36.6742416417845,38.0131556174964,41.7612260356422,45.8802789878178,48.0104155366312,49.2442890089805,50.5964425626941,51.6139516022558,51.9711458407451,54.5893762558247,63.6003144646314,0,1,4,11,13,16
"G027X6I_1_1#v24","G027X6I_1_1","v24",336,478,222,-0.106651031,38.0131556174964,44.3846820423443,45.2216762183801,47.0744091837593,51.4295634824952,57.1401785086466,57.567351858497,67.0074622710038,68.1175454637056,68.9492567037528,75.1864349467376,77.1038261048049,0,0,2,7,10,17
"G027X6I_1_1#v25","G027X6I_1_1","v25",313,628,187,0.011696567,14.2126704035519,74.5251635355468,96.2548700066651,119.753914341035,123.794184031399,134.825813552153,141.152399908751,149.906637611548,151.753088930671,153.873324523778,161.644672043343,176.555940143627,1,1,1,1,2,2
"G027X6I_1_1#v26","G027X6I_1_1","v26",397,675,182,-0.049859063,46.0434577328854,96.2548700066651,110.276924150069,155.56670594957,170.205757834452,186.868938028769,190.276115158997,206.228029132802,212.927217612028,220.036360631601,222.928239574981,223.60008944542,0,0,0,1,1,1
"G027X6I_1_1#v27","G027X6I_1_1","v27",535,544,179,0.03231497,30.0166620396073,145,160.863296000051,165.411607815171,181.011049386495,189.179808647752,190.276115158997,191.919253854323,207.663188841932,209.659247351506,218.552053296234,222.029277348732,0,0,1,1,1,1
"G027X6I_1_1#v28","G027X6I_1_1","v28",379,489,177,-0.222596397,40.4969134626332,44.3846820423443,51.9711458407451,52.9528091794949,70.9365914038728,74.1484996476665,87.2066511224918,88.1419309976812,89.9444272870754,91.4439719172346,100.244700608062,102.04410811017,0,0,2,4,6,9
"G027X6I_1_1#v29","G027X6I_1_1","v29",389,437,171,-0.150654663,21.2132034355964,21.6333076527839,36.6742416417845,38.6264158316559,43.5660418215839,52.9528091794949,66.2193325245732,67.0074622710038,74.706090782479,76.1642960973185,89.095454429505,91.2414379544733,0,2,5,6,9,11
"G027X6I_1_1#v30","G027X6I_1_1","v30",485,120,166,0.102298526,22.8254244210267,30.6104557300279,62.6498204307083,141.226768000971,143.108350559987,171.020466611456,230.64474847696,256.134730171447,304.23839336941,310.266014896895,313.177266097014,313.682960965367,0,1,2,2,3,3
"G027X6I_1_1#v31","G027X6I_1_1","v31",534,574,165,0.026911329,30.0166620396073,124.201449266907,170.205757834452,176.776695296637,178.465682975747,199.484335224599,212.43351901242,216.157350094786,220.045449850707,222.84748147556,227.501648345677,235.715930730191,0,0,1,1,1,1
"G027X6I_1_1#v32","G027X6I_1_1","v32",252,404,125,-0.070988708,22.8035085019828,25.0199920063936,45.6508488420533,63.3245607959503,67.1192967781993,67.1788657242737,71.028163428319,74.4311762637136,82.5408989531856,85.375640553966,92.655275079188,102.771591405407,0,2,2,3,8,10
"G027X6I_1_1#v33","G027X6I_1_1","v33",311,381,123,-0.156792996,24.1867732448956,30.0166620396073,48.8466989672793,51.0392006206994,55.2268050859363,58.1893461039046,59.39696961967,63.3245607959503,72.0069441095788,75.7165767847438,76.8374908491942,88.2383136738231,0,1,2,7,9,13
"G027X6I_1_1#v34","G027X6I_1_1","v34",270,418,122,-0.103487486,21.9544984001001,22.8035085019828,23.4093998214393,44.6878059430087,45.2216762183801,53.851648071345,55.2268050859363,55.3624421426656,64.6297145282261,70.5195008490559,78.3134726595622,83.1504660239496,0,3,4,8,10,14
"G027X6I_1_1#v35","G027X6I_1_1","v35",323,402,107,-0.047069099,15.2315462117278,24.1867732448956,31.6227766016838,36.6196668472011,39.2045915678253,43.0464865000618,51.6139516022558,55.3624421426656,55.4616984954482,70.4059656563277,71.028163428319,73.7902432574931,0,2,6,9,13,15
"G027X6I_1_1#v36","G027X6I_1_1","v36",292,426,106,-0.153100194,21.8403296678416,23.4093998214393,26.9258240356725,39.2045915678253,41.1096095821889,42.0475920832573,45.6508488420533,48.8466989672793,54.0832691319598,57.4891294072192,61.0737259384099,63.6003144646314,0,3,6,10,13,15
"G027X6I_1_1#v37","G027X6I_1_1","v37",337,396,98,-0.011748554,15.2315462117278,29.2745623366089,30.0166620396073,31.3847096529504,43.2666153055679,50.5964425626941,54.0832691319598,58.5234995535981,66.2193325245732,67.6756972627545,70.5195008490559,82.0060973342836,0,2,5,8,11,15
"G028X1I_1_1#v0","G028X1I_1_1","v0",358,507,75,0.196181981,12.369316876853,30.0665927567458,37.4833296279826,61.773780845922,66.7083203206317,69.3108938046538,72.4430811050993,81.8840643837371,104.938076978759,106.099010362962,111.323851891677,130.107647738325,1,1,3,3,7,8
"G028X1I_1_1#v1","G028X1I_1_1","v1",370,504,72,0.239883221,12.369316876853,18.6815416922694,33.1058907144937,54.561891462815,58.8982172905089,59.7745765355138,60.2079728939615,69.5844810284592,93.5574689696125,98.9545350148238,101.400197238467,119.670380629461,1,2,3,6,8,8
"G028X1I_1_1#v2","G028X1I_1_1","v2",450,415,64,0.383534116,24.0208242989286,60.8276253029822,66.9402718847182,72.0069441095788,72.0138875495553,78.1024967590665,80.7527089328897,86.3481325796916,87.6584280032445,106.677082824757,112.605506082074,119.670380629461,0,1,1,1,5,9
"G028X1I_1_1#v3","G028X1I_1_1","v3",474,416,61,0.427527034,24.0208242989286,64.4980619863884,78.7718223732319,84.3860177991591,86.4060183089118,93.9414711402797,95.885348202945,95.9009906101079,105.683489722851,109.931797037982,126.66885963014,136.235090927411,0,1,1,1,2,5
"G028X1I_1_1#v4","G028X1I_1_1","v4",388,509,54,-0.036446115,18.6815416922694,25.3179778023443,30.0665927567458,42.4499705535822,43.1740662898458,52,52.8866712887094,53.851648071345,74.9666592559653,83.2165848854662,106.381389349829,112.605506082074,0,2,5,8,9,10
"G028X1I_1_1#v5","G028X1I_1_1","v5",388,561,34,0.483648037,27.2946881279124,52,59.7745765355138,61.773780845922,74.8865809073962,83.4086326467471,84.1189633792524,86.7294644281861,103.94229168149,112.449988883948,158.256121524572,158.619040471187,0,1,1,3,5,8
"G028X1I_1_1#v6","G028X1I_1_1","v6",379,403,317,0.059425568,28.8617393793236,52.3927475897189,63.0634601017102,72.0069441095788,86.7698104181403,95.885348202945,101.400197238467,106.099010362962,106.381389349829,108.706025591961,109.836241741968,116.180893437777,0,1,1,2,4,5
"G028X1I_1_1#v7","G028X1I_1_1","v7",408,459,284,-0.457220591,23.7065391822594,45.6508488420533,47.5078940808788,53.851648071345,58.8982172905089,60.8276253029822,61.6846820531645,63.0634601017102,69.3108938046538,78.7464284904401,78.7718223732319,82.2192191643779,0,1,1,5,9,12
"G028X1I_1_1#v8","G028X1I_1_1","v8",419,480,275,-0.268391007,21.9544984001001,23.7065391822594,25,42.4499705535822,47,54.561891462815,59.4138031100518,64.3506021727847,66.7083203206317,72.0138875495553,84.3860177991591,86.7294644281861,0,3,4,7,10,13
"G028X1I_1_1#v9","G028X1I_1_1","v9",384,534,250,-0.240021983,25.3179778023443,27.2946881279124,33.1058907144937,37.4833296279826,57.8013840664737,64.3506021727847,67.4240313241503,78.7464284904401,79.0759128938769,98.1835016690686,131.095385120911,136.077183980269,0,2,4,5,7,9
"G028X1I_1_1#v10","G028X1I_1_1","v10",430,499,160,-0.058803039,9.8488578017961,21.9544984001001,38.8329756778952,40.7062648740952,43.1740662898458,45.6508488420533,57.8013840664737,60.2079728939615,72.4430811050993,74.8865809073962,86.3481325796916,93.9414711402797,1,2,5,7,10,11
"G028X1I_1_1#v11","G028X1I_1_1","v11",400,355,154,-0.653834208,34.4093010681705,52.3927475897189,78.1024967590665,95.9009906101079,104.307238483242,126.435754436789,141.354165131417,145.330657467721,147.091808065575,151.990131258579,154.466824917197,157.695909902572,0,0,1,2,2,3
"G028X1I_1_1#v12","G028X1I_1_1","v12",372,375,135,-0.657260191,28.8617393793236,34.4093010681705,87.6584280032445,91.3892772703669,109.931797037982,115.039123779695,129.015502944414,132.740348048361,134.951843262699,136.894119669181,137.437258412703,140.929060168583,0,1,2,2,2,3
"G028X1I_1_1#v13","G028X1I_1_1","v13",462,521,114,-0.370652921,34.7131099154196,38.8329756778952,41.194659848092,59.4138031100518,74.9666592559653,79.0759128938769,82.2192191643779,84.1189633792524,93.5574689696125,104.938076978759,105.683489722851,106.677082824757,0,0,3,4,5,8
"G028X1I_1_1#v14","G028X1I_1_1","v14",439,495,106,-0.049123453,9.8488578017961,25,30.886890422961,34.7131099154196,47.5078940808788,52.8866712887094,67.4240313241503,69.5844810284592,80.7527089328897,81.8840643837371,83.4086326467471,86.4060183089118,1,2,4,6,8,12
"G028X1I_1_1#v15","G028X1I_1_1","v15",466,480,90,-0.265496377,30.886890422961,40.7062648740952,41.194659848092,47,61.6846820531645,64.4980619863884,66.9402718847182,83.2165848854662,98.1835016690686,98.9545350148238,111.323851891677,112.449988883948,0,0,3,4,7,8
"G029X9I_1_1#v0","G029X9I_1_1","v0",434,425,88,-0.18109665,13.8924439894498,22.0227155455452,24.0208242989286,41.6293165929973,48.3735464897913,55.3172667437573,59.9332962550868,71.8401002226472,72.7323861838727,79.6241169495775,87.6413144584219,121.165176515367,1,3,4,7,9,11
"G029X9I_1_1#v1","G029X9I_1_1","v1",410,424,82,-0.25389647,24.0208242989286,32.6955654485436,36.8781778291715,39.6232255123179,43,43.0116263352131,50.0899191454728,55.0363516232681,60.7453701939498,64.621977685614,77.4144689318476,106,0,1,6,8,10,11
"G029X9I_1_1#v2","G029X9I_1_1","v2",446,432,78,-0.106723938,13.8924439894498,21.5870331449229,36.8781778291715,42.4499705535822,50.2095608425328,60.4400529450463,66.1891229734916,75.1664818918645,86.3770802933278,89.4930164873215,101.192885125388,134.417260796372,1,2,4,5,7,10
"G029X9I_1_1#v3","G029X9I_1_1","v3",451,411,64,-0.165424877,21.5870331449229,22.0227155455452,43.0116263352131,62.1288982680363,69.4046107978425,72.0069441095788,75.6108457828637,80.4549563420427,86.4696478540303,93.5093578204877,101.59724405711,119.549153071028,0,2,3,3,6,9
"G029X9I_1_1#v4","G029X9I_1_1","v4",418,347,48,-0.391269306,50.0899191454728,65,65.3069674690228,72.0069441095788,75.7099729229908,76.3806258157132,76.4198926981712,77.4144689318476,79.6241169495775,85.4400374531753,86.2148479091624,89.4930164873215,0,0,0,1,4,12
"G029X9I_1_1#v5","G029X9I_1_1","v5",415,297,36,-0.210314904,30.6104557300279,48.3011387029333,49.2442890089805,50.0899191454728,53.0377224247045,62.2414652783817,71.3442359269479,116.29703349613,119.549153071028,121.794909581641,127.09838708654,129.402472928457,0,0,1,5,7,7
"G029X9I_1_1#v6","G029X9I_1_1","v6",362,295,340,0.181888496,22.3606797749979,27.2946881279124,39.8120584747888,50.2195181179589,53.0377224247045,75.2861208988748,76.4198926981712,105.683489722851,107.042047812997,137.640836963454,143.136298680663,146.208754867826,0,2,3,5,5,7
"G029X9I_1_1#v7","G029X9I_1_1","v7",358,322,338,0.191186807,12.6491106406735,27.2946881279124,49.0407993409569,62.2414652783817,65,75.5843899227876,78.4091831356506,80.3056660516554,90.4267659490264,114.490174250894,117.085438889727,128.003906190397,1,2,2,3,5,8
"G029X9I_1_1#v8","G029X9I_1_1","v8",354,334,333,0.107403913,12.6491106406735,39.8120584747888,61.6846820531645,65.3069674690228,66.1211010192662,68.8839603971781,71.3442359269479,88.1419309976812,100.603180864225,106,106.230880632705,121.165176515367,1,1,2,2,7,8
"G029X9I_1_1#v9","G029X9I_1_1","v9",350,400,300,0.266686923,15.1327459504216,47.6340214552582,64.621977685614,66.1211010192662,78.4091831356506,86.2148479091624,87.6413144584219,89.8999443826302,89.9388681271896,91.9673855233473,98.0051019080129,101.192885125388,0,1,1,2,4,9
"G029X9I_1_1#v10","G029X9I_1_1","v10",408,479,277,-0.000910718,12.1655250605964,18.3575597506858,19.1049731745428,50.4777178564959,55.0363516232681,59.9332962550868,60.4400529450463,80.4549563420427,88.1929702413974,98.0051019080129,132.378245946983,154.728794993046,1,3,3,6,7,9
"G029X9I_1_1#v11","G029X9I_1_1","v11",417,463,267,-0.093575222,8.06225774829855,18.3575597506858,33.2866339541865,39.6232255123179,41.6293165929973,42.4499705535822,45.2216762183801,62.1288982680363,80.156097709407,91.9673855233473,116.004310264748,143.561833368065,1,2,6,7,8,9
"G029X9I_1_1#v12","G029X9I_1_1","v12",434,273,210,0.186970619,30.6104557300279,47.0106370941726,62.0322496770833,75.2861208988748,75.7099729229908,90.4267659490264,100.603180864225,139.043158767341,146.294224082839,152,152.266214243344,152.895389073706,0,0,1,2,3,5
"G029X9I_1_1#v13","G029X9I_1_1","v13",391,254,193,0.340624976,28.3196045170126,47.0106370941726,49.2442890089805,50.2195181179589,75.5843899227876,88.1419309976812,96.8400743494138,150.266430050095,151.647617851386,168.074388292803,171.058469536004,176.32356620713,0,1,1,4,4,6
"G029X9I_1_1#v14","G029X9I_1_1","v14",372,275,147,0.146167902,22.3606797749979,28.3196045170126,48.3011387029333,49.0407993409569,61.6846820531645,62.0322496770833,85.4400374531753,126.921235417876,127.192767089957,153.769307730769,157.28000508647,162.197410583523,0,2,2,4,6,7
"G029X9I_1_1#v15","G029X9I_1_1","v15",365,402,117,-0.504055407,15.1327459504216,38.0788655293195,50.0899191454728,68.8839603971781,72.7323861838727,76.3806258157132,79.0569415042095,80.156097709407,80.3056660516554,82.5651258098721,86.3770802933278,86.4696478540303,0,1,2,3,5,13
"G029X9I_1_1#v16","G029X9I_1_1","v16",389,481,109,0.179332874,19.1049731745428,25.2388589282479,33.2866339541865,44.9110231457712,60.7453701939498,71.8401002226472,75.1664818918645,82.5651258098721,89.8999443826302,93.5093578204877,137.102151697193,151.10923201446,0,2,4,4,6,9
"G029X9I_1_1#v17","G029X9I_1_1","v17",410,467,105,0.018104202,8.06225774829855,12.1655250605964,25.2388589282479,42.4264068711929,43,48.3735464897913,50.2095608425328,69.4046107978425,79.0569415042095,89.9388681271896,120.266371026983,144.308696896618,2,3,5,7,8,10
"G029X9I_1_1#v18","G029X9I_1_1","v18",380,437,95,-0.031299963,32.6955654485436,38.0788655293195,42.4264068711929,44.9110231457712,45.2216762183801,47.6340214552582,50.4777178564959,55.3172667437573,66.1891229734916,75.6108457828637,97.6933979345585,106.230880632705,0,0,4,8,9,10
"G030X1I_1_1#v0","G030X1I_1_1","v0",303,412,56,-0.256300866,46.0977222864644,59.0084739677277,64.1404708432983,76.4198926981712,82.7586853448023,91.4111590562115,98.1835016690686,99.6242942258564,101.074230147946,104.560986988456,111.427106217473,116.481758228488,0,0,0,2,3,5
"G030X1I_1_1#v1","G030X1I_1_1","v1",435,213,44,0.200091272,45.9673797382448,191.731583209444,215.00930212435,232.137890056751,234.610315203744,235.805004187782,238.799078725191,248.573932663906,260.622332120638,272.800293254974,297.981543052586,301.663720059274,0,0,0,1,1,1
"G030X1I_1_1#v2","G030X1I_1_1","v2",304,353,279,-0.223460086,58.0086200490927,59.0084739677277,104.388696706109,107.70329614269,135.181359661752,137.644469558352,149.217961385351,149.96666296214,151.347282763847,157.089146665198,157.470632182639,166.688331925183,0,0,0,2,2,2
"G030X1I_1_1#v3","G030X1I_1_1","v3",313,457,228,-0.383040239,31.0644491340181,46.0977222864644,51.9711458407451,64.0312423743285,66.098411478643,66.1891229734916,73.9256383131049,73.9797269527267,79.0759128938769,79.9249648107523,80.0062497558784,88.8875694346516,0,0,1,3,8,12
"G030X1I_1_1#v4","G030X1I_1_1","v4",248,445,229,0.170168322,49.0102030193714,54.0832691319598,64.1404708432983,66.098411478643,66.8505796534331,69.065186599328,76.2758153020995,82.2800097228968,84.0535543567314,90.27181176868,93.0215028904608,100.169855745129,0,0,0,2,6,9
"G030X1I_1_1#v5","G030X1I_1_1","v5",245,499,214,-0.013742027,6.40312423743285,29.1204395571221,30.5941170815567,36.0693775937429,42.1070065428546,54.0832691319598,56.3205113613149,60.1082357085949,64.007812023221,66.9103878332804,79.9249648107523,99.4635611668917,1,2,5,7,10,11
"G030X1I_1_1#v6","G030X1I_1_1","v6",287,502,214,-0.366034874,14.8660687473185,27.2029410174709,27.7848879788996,31.3049516849971,38.8329756778952,40,42.1070065428546,45,51.9711458407451,57.7234787586472,69.065186599328,91.4111590562115,1,3,8,10,11,11
"G030X1I_1_1#v7","G030X1I_1_1","v7",311,488,214,-0.291568742,27.7848879788996,31.0644491340181,42.485291572496,42.5205832509386,43.1740662898458,53.8144961882948,59.0931468107766,62.2896460095897,66.9103878332804,72.6704891960967,76.2758153020995,76.4198926981712,0,1,5,7,10,13
"G030X1I_1_1#v8","G030X1I_1_1","v8",433,428,211,0.109091623,19.723082923316,49.2442890089805,50,56.0446250768082,123.454445039456,125.872951820477,130.980914640264,135.955875194859,149.217961385351,163.682619724881,166.817265293494,178.440466262561,0,1,1,4,4,4
"G030X1I_1_1#v9","G030X1I_1_1","v9",273,507,213,-0.31163671,14.8660687473185,17.1172427686237,27.2946881279124,29.1204395571221,31.1126983722081,36.2353418639869,37.6961536499415,42.485291572496,64.0312423743285,66.8505796534331,70.5761999543756,82.3893196961839,1,4,8,8,11,12
"G030X1I_1_1#v10","G030X1I_1_1","v10",249,494,213,-0.11442564,6.40312423743285,27.2946881279124,35.0570962859162,37.2021504754766,38.8329756778952,49.0102030193714,61.2209114600559,61.6846820531645,62.2896460095897,63.2455532033676,73.9256383131049,96.5401470891774,1,2,5,6,11,11
"G030X1I_1_1#v11","G030X1I_1_1","v11",393,458,206,-0.337652755,50,51.662365412358,61.8465843842649,76.5767588763066,80.0062497558784,87.3155198117723,95.1892851112981,101.074230147946,114.769333883229,116.824654932082,129.618671494503,135.247920501574,0,0,0,2,3,6
"G030X1I_1_1#v12","G030X1I_1_1","v12",402,181,192,0.221594749,45.9673797382448,197.959591836314,231.467060291524,248.937743221071,251.320512493509,267.164743182928,275.44327909753,277.14617081966,289.994827540079,296.42030969554,305.633767767896,320.203060572506,0,0,0,1,1,1
"G030X1I_1_1#v13","G030X1I_1_1","v13",443,445,196,0.488124873,19.723082923316,29.732137494637,44.0454310910905,51.662365412358,122.641754716736,130.552671362941,138.827230758234,143.836712976903,165.496223521868,166.087326427997,166.688331925183,180.95303258028,0,2,3,4,4,4
"G030X1I_1_1#v14","G030X1I_1_1","v14",453,473,186,0.487965892,29.732137494637,45.3431361950185,49.2442890089805,61.8465843842649,118.105884696742,140.911319630468,142.790055676157,161.928996785628,162.336071161033,168.51409436602,179.769296599837,183.182968640646,0,1,1,3,4,4
"G030X1I_1_1#v15","G030X1I_1_1","v15",487,443,189,0.483311736,44.0454310910905,45.3431361950185,56.0446250768082,95.1892851112981,161.446585594122,174.562309792234,181.661773634411,186.593140281201,203.933812792288,205.341179503771,208.520982157672,223.161376586541,0,0,1,3,3,3
"G030X1I_1_1#v16","G030X1I_1_1","v16",271,524,185,-0.371899481,17.1172427686237,20.6155281280883,24.0831891575846,27.2029410174709,30.5941170815567,36.0693775937429,37.2021504754766,53.8144961882948,72.4430811050993,79.0759128938769,80.5046582503149,82.2800097228968,0,4,7,8,9,12
"G030X1I_1_1#v17","G030X1I_1_1","v17",251,529,181,-0.424982278,20.6155281280883,30.5941170815567,31.1126983722081,35.0570962859162,38.2753184180093,45,50.0099990001999,61.6116872029975,72.6704891960967,84.0535543567314,92.9139386744529,95.0157881617576,0,1,6,7,9,10
"G030X1I_1_1#v18","G030X1I_1_1","v18",301,530,175,-0.072859868,18.4390889145858,30.5941170815567,31.3049516849971,36.2353418639869,43.1740662898458,44.2718872423573,50.0099990001999,63.2455532033676,64.007812023221,73.9797269527267,100.169855745129,111.018016555873,0,1,6,7,10,10
"G030X1I_1_1#v19","G030X1I_1_1","v19",343,516,178,-0.134805074,42.5205832509386,44.2718872423573,57.7234787586472,61.7413961617325,66.1891229734916,70.5761999543756,72.4430811050993,76.5767588763066,92.9139386744529,96.5401470891774,99.4635611668917,111.427106217473,0,0,2,3,7,8
"G030X1I_1_1#v20","G030X1I_1_1","v20",287,542,172,-0.362326815,18.4390889145858,24.0831891575846,37.6961536499415,38.2753184180093,40,59.0931468107766,60.1082357085949,61.2209114600559,61.7413961617325,88.8875694346516,99.724620831568,104.546640309481,0,2,5,6,9,10
"G030X1I_1_1#v21","G030X1I_1_1","v21",191,515,160,-0.008077129,56.3205113613149,61.6116872029975,61.6846820531645,80.5046582503149,82.3893196961839,90.27181176868,96.8762096698668,99.724620831568,111.018016555873,123,135.085158326146,152.003289438091,0,0,0,1,3,5
"G030X1I_1_1#v22","G030X1I_1_1","v22",246,352,99,-0.174835324,58.0086200490927,82.7586853448023,93.0215028904608,124.555208642594,142.03168660549,147.003401321194,150.734866570412,155.502411556863,157.334039546438,172.029067311312,173.807364631077,177.070607385867,0,0,0,1,1,2
"G031X6I_1_1#v0","G031X6I_1_1","v0",480,362,87,0.092013211,51.4003891035856,51.478150704935,54.4518135602479,55.0363516232681,60.5309838016862,75.7099729229908,81.6088230524127,85.0940655980192,87.6812408671319,87.8236870098267,89.8999443826302,93.0053761886914,0,0,0,4,5,11
"G031X6I_1_1#v1","G031X6I_1_1","v1",439,331,77,0.056085745,35.8468966578698,36.2491379207837,49.7694685525172,50.0399840127872,51.4003891035856,52.3450093132096,54.9181208709839,64.4748012792595,66.2872536767062,69.0289794216893,70.2922470831599,88.8875694346516,0,0,2,7,11,12
"G031X6I_1_1#v2","G031X6I_1_1","v2",441,281,22,0.021494144,32.2490309931942,47.169905660283,50.0399840127872,65.5515064662895,73.824115301167,84.0535543567314,84.5281018360166,89.8999443826302,102.313244499429,104.479663092872,112.008928215567,115.520560940466,0,0,1,3,5,8
"G031X6I_1_1#v3","G031X6I_1_1","v3",381,578,359,-0.045756964,38,45.6070170039655,49.0102030193714,58.4123274660409,63.9531078212779,68.8839603971781,71.0633520177595,78.2623792124926,79.1201617794099,85.9592926913664,90.4267659490264,92.1954445729289,0,0,1,4,7,10
"G031X6I_1_1#v4","G031X6I_1_1","v4",409,285,358,-0.139271991,17,32.2490309931942,35.2278299076171,54.9181208709839,61.0737259384099,66.9402718847182,73.348483283569,80.6039701255465,90.6035319399857,95.1262319236918,97.6165969494942,100.895986045036,0,1,3,4,7,8
"G031X6I_1_1#v5","G031X6I_1_1","v5",430,579,357,0.171104777,37.1214223865412,41.6773319683494,42.5440947723653,49.0102030193714,62.6258732474047,64.5135644651572,72.3394774656273,74.4311762637136,88.8144132446981,98.0459076147495,107.489534374282,107.54068997361,0,0,3,4,8,9
"G031X6I_1_1#v6","G031X6I_1_1","v6",306,536,352,-0.17961962,25.9615099714943,31.8904374382039,32.8937684067971,56.859475903318,58.5234995535981,63.5688603012513,70.7248188403477,75.1065909225016,77.6208734813001,85.9592926913664,87.9829528942965,88.5268320906153,0,1,3,5,7,12
"G031X6I_1_1#v7","G031X6I_1_1","v7",380,305,344,-0.002682545,31.3049516849971,35.2278299076171,46.8401537145215,48.5489443757534,54.817880294663,58.1377674149945,62.4819974072532,64,64.4748012792595,65.5515064662895,74.2024258363566,81.0555365166378,0,0,2,6,11,13
"G031X6I_1_1#v8","G031X6I_1_1","v8",282,515,345,-0.293138904,31.2569992161756,31.8904374382039,35.6931365951495,55.9016994374947,59.5482997238376,71.8470597867442,80.0562302385017,88.4081444212014,96.3327566303384,102.107786186951,104.235310715707,107.070070514593,0,0,3,5,6,8
"G031X6I_1_1#v9","G031X6I_1_1","v9",394,277,338,-0.09920757,17,31.3049516849971,47.169905660283,57.3149195236284,70.0357051795725,70.2922470831599,73.0068489937759,82.8733974204026,89.4427190999916,92.0217365626187,92.3579991121505,108.503456166152,0,1,2,4,7,9
"G031X6I_1_1#v10","G031X6I_1_1","v10",313,511,335,-0.042675065,25.9615099714943,27.7848879788996,31.2569992161756,37.6961536499415,39.2045915678253,40.6078810084939,50.1198563445667,63.4113554499508,65.1229606206597,73.9256383131049,79.1012010022604,83.6301381082203,0,2,6,7,10,12
"G031X6I_1_1#v11","G031X6I_1_1","v11",381,540,335,0.120769788,27.3130005674953,28.0713376952364,33.1360830515618,38,45.6070170039655,46.0434577328854,46.4865571966778,58.1807528311554,62.6258732474047,65,70.0642562224134,73.3757453113766,0,2,4,8,14,17
"G031X6I_1_1#v12","G031X6I_1_1","v12",337,525,335,-0.451365483,26.4007575648882,27.7848879788996,32.8937684067971,42.9418211071678,44.7772263544762,46.4865571966778,50.0099990001999,55.9016994374947,55.9016994374947,65.7343137181792,65.7951365983839,68.8839603971781,0,2,5,9,13,14
"G031X6I_1_1#v13","G031X6I_1_1","v13",409,542,328,0.22756166,18,28.0713376952364,31.9061122670876,42.0119030752,42.5440947723653,44.8218696620299,45.6070170039655,46.7546789102438,48.3735464897913,63.6003144646314,67.6756972627545,73.9797269527267,0,2,6,9,12,13
"G031X6I_1_1#v14","G031X6I_1_1","v14",451,543,329,0.197378565,24.0208242989286,25,38.6264158316559,41.6773319683494,42.0119030752,65.3069674690228,66.4830805543786,70.0642562224134,78.2623792124926,78.7718223732319,79.7621464104371,81.3941029804985,0,2,5,5,8,12
"G031X6I_1_1#v15","G031X6I_1_1","v15",289,480,330,-0.266563512,35.6931365951495,38.2099463490856,39.2045915678253,58.5234995535981,65.7951365983839,65.8027355054484,68.3520299625402,68.3593446428504,75.0066663703967,75.2130307858951,84.5990543682375,89.8721313867653,0,0,3,4,8,12
"G031X6I_1_1#v16","G031X6I_1_1","v16",392,515,329,-0.056944864,16.1245154965971,27.3130005674953,31.9061122670876,40.5215991787096,44.2040722106007,44.8218696620299,45.7055795281058,48.7954915950234,55.9016994374947,59.0762219509677,63.9531078212779,65.3069674690228,0,2,6,10,14,19
"G031X6I_1_1#v17","G031X6I_1_1","v17",427,542,330,0.430472385,18,24.0208242989286,33.9411254969543,36.4005494464026,37.1214223865412,44.2040722106007,46.0434577328854,58.4123274660409,60.2162768692984,61,83.1865373723417,85.492689745966,0,2,6,8,10,13
"G031X6I_1_1#v18","G031X6I_1_1","v18",337,271,326,-0.042856088,39.9624824053762,54.817880294663,55.4616984954482,57.3149195236284,73.348483283569,74.1687265631546,84.5990543682375,87.6641317757725,96.8349110600098,97.3293378175358,101.911726508778,104.479663092872,0,0,1,4,6,8
"G031X6I_1_1#v19","G031X6I_1_1","v19",353,504,321,-0.379327477,17.464249196573,25.1793566240283,26.4007575648882,38.2099463490856,40.5215991787096,40.6078810084939,43.0116263352131,45.6070170039655,56.859475903318,67.6756972627545,68.0661443009665,68.3520299625402,0,3,7,9,13,19
"G031X6I_1_1#v20","G031X6I_1_1","v20",378,507,323,-0.131880765,16.1245154965971,25.1793566240283,29,33.1360830515618,44.7772263544762,46.7546789102438,52.8393792544916,55.4707129934347,59,59.6824932455071,60.2162768692984,65.1229606206597,0,3,5,10,14,18
"G031X6I_1_1#v21","G031X6I_1_1","v21",451,518,323,0.06440312,17.8044938147649,25,33.9411254969543,44.1021541423999,48.3735464897913,55.1089829338194,58.1377674149945,59.0762219509677,64.5135644651572,69.778220097678,73.3757453113766,73.824115301167,0,2,4,8,12,14
